"adap-org/9611001","Shinya Watanabe","Shinya Watanabe (Niels Bohr Institute, CATS) and James W. Swift
  (Northern Arizona University)","Stability of periodic solutions in series arrays of Josephson junctions
  with internal Capacitance","41 pages, TeX file with 9 EPSI figures (need psfig to include)",,,,"adap-org nlin.AO",,"  A mystery surrounds the stability properties of the splay-phase periodic
solutions to a series array of N Josephson junction oscillators. Contrary to
what one would expect from dynamical systems theory, the splay state appears to
be neutrally stable for a wide range of system parameters. It has been
explained why the splay state must be neutrally stable when the
Stewart-McCumber parameter beta is zero. In this paper we complete the
explanation of the apparent neutral stability; we show that the splay state is
typically hyperbolic -- either asymptotically stable or unstable -- when beta >
0. We conclude that there is only a single unit Floquet multiplier, based on
accurate and systematic computations of the Floquet multipliers for beta
ranging from 0 to 10. However, N-2 multipliers are extremely close to 1 for
beta larger than about 1. In addition, two more Floquet multipliers approach 1
as beta becomes large. We visualize the global dynamics responsible for these
nearly degenerate multipliers, and then estimate them accurately by a multiple
time-scale analysis. For N=4 junctions the analysis also predicts that the
system converges toward either the in-phase state, the splay state, or two
clusters of two oscillators, depending on the parameters.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 18:41:39 GMT""}]","2015-06-30"
"hep-ph/9611211","Mikulas Gintner","Mikulas Gintner, Stephen Godfrey (Ottawa), and Gilles Couture
  (Montreal)","Measurement of the W W gamma and W W Z Couplings in the Process $e^+e^-
  \to l \nu q\bar{q}'$","Appears in Physics and Technology of the Next Linear Collider - A
  report submitted to Snowmass'96 by The NLC ZDR Design Group and The NLC
  Physics Working Group, 9 pages, LaTeX, 1 figure (eps)",,,"OCIP/C-96-2, UQAM-PHE-96-08","hep-ph",,"  We studied the sensitivity of the process $e^+e^-\to \ell \nu q\bar{q}'$ to
anomalous trilinear gauge boson couplings of the $WW\gamma$ and WWZ vertices at
the center of mass energies $\sqrt{s}=500$ GeV and 1 TeV. The bounds for the
couplings we obtained result from an analysis of a five dimensional angular
differential cross section. In our calculations we included all tree level
Feynman diagrams contributing to the final state as well as the finite widths
of the vector bosons. Both unpolarized and polarized beams were considered. We
found that the 500 GeV measurements will be at the level of loop contributions
to the couplings and may show hints of new physics while the 1 TeV should be
sensitive to new physics at the loop level. We also explored $\ell\nu q\bar{q}$
final states off the W resonance and found that useful information could be
extracted from this region of phase space.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 15:09:10 GMT""}]","2016-09-06"
"hep-ph/9611212","Toshio Tsukamoto","Toshio Tsukamoto (Saga Univ.)","Study on the single-W production at LEP energies","7 pages, 4 EPS figures, To appear in Acta Physica Polonica","Acta Phys.Polon.B28:695-700,1997",,"SAGA-HE-113","hep-ph",,"  We present a study of single-W production ($\eetoenuW$) as a new probe of the
anomalous couplings at the LEP energy region. The cross-section measurement of
the single-W process is found to give complementary bounds on the anomalous
couplings to those obtained from W-pair analysis at LEP2.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 05:01:09 GMT""}]","2011-04-15"
"hep-ph/9611213",,"Sergey Alekhin (IHEP, Protvino, Russia)","Extraction of parton distributions and $\alpha_s$ from DIS data within
  the Bayesian treatment of systematic errors","17 pages, Latex, 9 PS figures","Eur.Phys.J.C10:395-403,1999","10.1007/s100520050763","IHEP-96-79","hep-ph",,"  We have performed the NLO QCD global fit of BCDMS, NMC, H1 and ZEUS data with
full account of point-to-point correlations using the Bayesian approach to the
treatment of systematic errors. Parton distributions in the proton associated
with experimental uncertainties, including both statistical and systematic ones
were obtained. The gluon distribution in the wide region of $x$ was determined
and it turned out to be softer than in the global analysis using prompt photon
data. We also obtained the robust estimate of $\alpha_s(M_Z) = 0.1146\pm0.0036
(75% C.L.)$ based on Chebyshev's inequality, which is compatible with the
earlier determination of $\alpha_s$ from DIS data, but with less dependence on
high twist effects.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 10:49:34 GMT""}]","2016-09-06"
"hep-ph/9611214","Johannes Bluemlein","J. Bl\""umlein, S. Riemersma, and A. Vogt","On the Resummation of the $\alpha \ln^2 z Terms for QED Corrections to
  Deep-Inelastic $ep$ Scattering and $e^+e^-$ Annihilation","11 pages Latex, including 3 eps-figures","Eur.Phys.J.C1:255-259,1998","10.1007/BF01245815","DESY 96-120, WUE-ITP-96-027","hep-ph",,"  The resummation of the $\alpha \ln^2(z)$ non-singlet contributions is
performed for initial state QED corrections. As examples, the effect of the
resummation on neutral-current deep-inelastic scattering and the $e^+ e^-
\rightarrow \mu^+ \mu^-$ scattering cross section near the $Z^0$-peak is
investigated.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 13:15:03 GMT""}]","2015-06-25"
"hep-th/9611008","Ergin Sezgin","P.S. Howe and E. Sezgin","D=11, p=5","7 pages, latex","Phys.Lett. B394 (1997) 62-66","10.1016/S0370-2693(96)01672-3","Texas A&M/CTP TAMU-55/96, King's College/kcl-th-96-16","hep-th",,"  The equations of motion of the super five-brane in D=11 dimensions are
derived using the formalism of superembeddings. The equations describe highly
nonlinear self-interactions of a tensor multiplet in the six dimensional
worlsurface, and they have manifest worldsurface local supersymmetry. The
geometry of the target space corresponds to D=11 supergravity.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 09:58:56 GMT""}]","2009-10-30"
"hep-th/9611009",,"A. Aghamohammadi, A. Alimohammadi, M. Khorrami","A pseudo-conformal representation of the Virasoro algebra","LaTex, 5 pages","Mod.Phys.Lett. A12 (1997) 1349-1353","10.1142/S0217732397001369",,"hep-th",,"  Generalizing the concept of primary fields, we find a new representation of
the Virasoro algebra, which we call it a pseudo-conformal representation. In
special cases, this representation reduces to ordinary- or
logarithmic-conformal field theory. There are, however, other cases in which
the Green functions differ from those of ordinary- or logarithmic-conformal
field theories. This representation is parametrized by two matrices. We
classify these two matrices, and calculate some of the correlators for a simple
example.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 07:48:26 GMT""}]","2015-06-26"
"nucl-th/9611003","Akira Ohnishi","A. Ohnishi (Hokkaido University, Sapporo, Japan) and J. Randrup
  (Lawrence Berkeley Laboratory, Berkeley, USA)","Quantum Fluctuation Effects on Nuclear Fragment Formation","15 Pages, LaTeX with epsf, and embedded 4 ps figures","Phys.Lett. B394 (1997) 260-268","10.1016/S0370-2693(97)00032-4","LBL-39473; HUPS-96-5","nucl-th",,"  Multifragmentation in Au+Au collisions is investigated at incident energies
in the range 100-400 MeV per nucleon by means of a recently developed quantal
Langevin model. The inclusion of quantum fluctuations enhances the average
multiplicity of intermediate mass fragments, especially in central collisions.
This is mainly because the excitation energies of fragments are reduced due to
the quantal behavior of intrinsic specific heat.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 19:06:18 GMT""}]","2009-10-30"
"nucl-th/9611004","Dieter Kiderlen","D. Kiderlen and P. Danielewicz","Fragments in Gaussian Wave-Packet Dynamics with and without correlations","22 pages, revtex, 6 postscript figures",,"10.1016/S0375-9474(97)00181-4",,"nucl-th",,"  Generalization of Gaussian trial wave functions in quantum molecular dynamics
models is introduced, which allows for long-range correlations characteristic
for composite nuclear fragments. We demonstrate a significant improvement in
the description of light fragments with correlations. Utilizing either type of
Gaussian wave functions, with or without correlations, however, we find that we
cannot describe fragment formation in a dynamic situation. Composite fragments
are only produced in simulations if they are present as clusters in the
substructure of original nuclei. The difficulty is traced to the delocalization
of wave functions during emission. Composite fragments are produced abundantly
in the Gaussian molecular dynamics in the limit $\hbar \rightarrow 0$.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 23:49:54 GMT""}]","2009-10-30"
"q-alg/9611002","Vyjayanthi Chari","Vyjayanthi Chari and Andrew Pressley","Twisted Quantum Affine Algebras","Several mistakes in Section 1 have been corrected. Proposition 4.2
  has been changed and its proof has been inserted",,,,"q-alg math.QA",,"  We classify the irreducible finite-dimensional representations of the twisted
quantum affine algebras.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 18:31:04 GMT""},{""version"":""v2"",""created"":""Mon, 22 Sep 1997 22:04:50 GMT""}]","2008-02-03"
"quant-ph/9611001",,"E. M. Rains (AT&T Research)","Quantum shadow enumerators","AMSTeX, 10 pages, no figures, submitted to IEEE Trans. Inf. Theory
  Updated 2/19/97 to reflect strengthening of the n/6 bound to impure codes, as
  well as minor typographical changes and bibliographical updates","IEEE Trans.Info.Theor. 45 (1999) 2361-2366",,,"quant-ph",,"  In a recent paper [quant-ph/9610040], Shor and Laflamme define two ``weight
enumerators'' for quantum error correcting codes, connected by a MacWilliams
transform, and use them to give a linear-programming bound for quantum codes.
We extend their work by introducing another enumerator, based on the classical
theory of shadow codes, that tightens their bounds significantly. In
particular, nearly all of the codes known to be optimal among additive quantum
codes (codes derived from orthogonal geometry ([quant-ph/9608006])) can be
shown to be optimal among all quantum codes. We also use the shadow machinery
to extend a bound on additive codes (E. M. Rains, manuscript in preparation) to
general codes, obtaining as a consequence that any code of length n can correct
at most floor((n+1)/6) errors.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 16:30:00 GMT""},{""version"":""v2"",""created"":""Wed, 19 Feb 1997 14:50:31 GMT""}]","2008-02-03"
"quant-ph/9611002","Todd Brun","Nicolas Gisin (Group of Applied Physics, University of Geneva) Todd A.
  Brun (Institute for Theoretical Physics, UCSB) Marco Rigo (Maths Department,
  Royal Holloway College, London)","From Quantum to Classical: the Quantum State Diffusion Model","6 pages standard LaTeX + 2 figures (postscript) To appear in the
  Proceedings of the 2nd International Conference on Fundamental Problems in
  Quantum Physics, Oviedo, Spain, 1996",,,,"quant-ph",,"  Quantum mechanics is nonlocal. Classical mechanics is local. Consequently
classical mechanics can not explain all quantum phenomena. Conversely, it is
cumbersome to use quantum mechanics to describe classical phenomena. Not only
are the computations more complex, but - and this is the main point - it is
conceptually more difficult: one has to argue that nonlocality, entanglement
and the principle of superposition can be set aside when crossing the ""quantum
$\rightarrow$ classical"" border. Clearly, nonlocality, entanglement and the
principle of superposition should become irrelevant in the classical limit. But
why should one argue? Shouldn't it just come out of the equations? Does it come
out of the equations? This contribution is about the last question. And the
answer is: ""it depends on which equation"".
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 19:13:54 GMT""}]","2007-05-23"
"quant-ph/9611003","Hong-Chen FU","Hong-Chen Fu and Ryu Sasaki","Generally Deformed Oscillator, Isospectral Oscillator System and
  Hermitian Phase Operator","21 pages, latex, no figures","J.Phys.A29:4049,1996","10.1088/0305-4470/29/14/027",,"quant-ph",,"  The generally deformed oscillator (GDO) and its multiphoton realization as
well as the coherent and squeezed vacuum states are studied. We discuss, in
particular, the GDO depending on a complex parameter q (therefore we call it
q-GDO) together with the finite dimensional cyclic representations. As a
realistic physical system of GDO the isospectral oscillator system is studied
and it is found that its coherent and squeezed vacuum states are closely
related to those of the oscillator. It is pointed out that starting from the
q-GDO with q root of unity one can define the hermitian phase operators in
quantum optics consistently and algebraically. The new creation and
annihilation operators of the Pegg-Barnett type phase operator theory are
defined by using the cyclic representations and these operators degenerate to
those of the ordinary oscillator in the classical limit q->1.
","[{""version"":""v1"",""created"":""Sat, 2 Nov 1996 03:36:49 GMT""}]","2008-11-26"
"solv-int/9611003","Alexander V. Razumov","A. V. Razumov, M. V. Saveliev","Some explicit solutions of the Lam\'e and Bourlet type equations","12 pages, LaTeX file",,,"LPTENS-96/61","solv-int dg-ga hep-th math.DG nlin.SI",,"  Some special solutions to the multidimensional Lam\'e and Bourlet type
equations are constructed in an explicit form.
","[{""version"":""v1"",""created"":""Fri, 1 Nov 1996 17:17:03 GMT""}]","2008-02-03"
