"adap-org/9611005","Henri Waelbroeck","C. R. Stephens and H. Waelbroeck","Analysis of the Effective Degrees of Freedom in Genetic Algorithms","31 pages, TeX source, please email the authors for a hard copy
  including figures",,,,"adap-org cond-mat nlin.AO",,"  An evolution equation for a population of strings evolving under the genetic
operators: selection, mutation and crossover is derived. The corresponding
equation describing the evolution of schematas is found by performing an exact
coarse graining of this equation. In particular exact expressions for schemata
reconstruction are derived which allows for a critical appraisal of the
``building-block hypothesis'' of genetic algorithms. A further coarse-graining
is made by considering the contribution of all length-l schematas to the
evolution of population observables such as fitness growth. As a test function
for investigating the emergence of structure in the evolution the increase per
generation of the in-schemata fitness averaged over all schematas of length l,
$\Delta_l$, is introduced. In finding solutions of the evolution equations we
concentrate more on the effects of crossover, in particular we consider
crossover in the context of Kauffman Nk models with k=0,2. For k=0, with a
random initial population, in the first step of evolution the contribution from
schemata reconstruction is equal to that of schemata destruction leading to a
scale invariant situation where the contribution to fitness of schematas of
size l is independent of l. This balance is broken in the next step of
evolution leading to a situation where schematas that are either much larger or
much smaller than half the string size dominate over those with $l \approx
N/2$. The balance between block destruction and reconstruction is also broken
in a k>0 landscape. It is conjectured that the effective degrees of freedom for
such landscapes are landscape connective trees that break down into effectively
fit smaller blocks, and not the blocks themselves. Numerical simulations
confirm this ``connective tree hypothesis'' by showing that correlations drop
off with connective distance and not with intrachromosomal distance.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 19:06:22 GMT""}]","2008-02-03"
"cond-mat/9611113","Clement Sire","B. Yurke, A.N. Pargellis (Bell Labs, USA), S.N. Majumdar (Yale U., USA
  and TIFR, India), C. Sire (Univ. Toulouse-CNRS, France)","Experimental Measurement of the Persistence Exponent of the Planar Ising
  Model","4 pages RevTeX (multicol.sty and epsf.sty needed): 1 EPS figure.
  Introduction and reference list modified","Phys. Rev. E 56, R40 (1997)","10.1103/PhysRevE.56.R40",,"cond-mat.soft",,"  Using a twisted nematic liquid crystal system exhibiting planar Ising model
dynamics, we have measured the scaling exponent $\theta$ which characterizes
the time evolution, $p(t) \sim t^{-\theta}$, of the probability p(t) that the
local order parameter has not switched its state by the time t. For 0.4 seconds
to 200 seconds following the phase quench, the system exhibits scaling behavior
and, measured over this interval, $\theta = 0.19 \pm 0.031$, in good agreement
with theoretical analysis and numerical simulations.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 14:17:39 GMT""},{""version"":""v2"",""created"":""Tue, 19 Nov 1996 16:29:43 GMT""}]","2009-10-28"
"cond-mat/9611117","Vladislav","V. Popkov (SNU, Seoul, FTINT, Kharkov, Ukraine), B. Nienhuis
  (University of Amsterdam)","3-Dimensional Multilayered 6-vertex Statistical Model: Exact Solution","20 pages, LaTeX, 6 figures (included in latex file), to appear in
  J.Phys.A",,,,"cond-mat.stat-mech nlin.SI solv-int",,"  Solvable via Bethe Ansatz (BA) anisotropic statistical model on cubic lattice
consisting of locally interacting 6-vertex planes, is studied. Symmetries of BA
lead to infinite hierarchy of possible phases, which is further restricted by
numerical simulations. The model is solved for arbitrary value of the
interlayer coupling constant. Resulting is the phase diagram in general
3-parameter space. Exact mapping onto the models with some inhomogenious sets
of interlayer coupling constants is established.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 13:50:19 GMT""}]","2008-02-03"
"dg-ga/9611003",,"Andrzej Bi\'s and Pawe{\l} Walczak","Pseudo-orbits, pseudoleaves and geometric entropy of foliations","AMSTeX, 14 pages, 3 figures available from the authors",,,,"dg-ga math.DG",,"  We show that the entropy of a finitely generated pseudogroup (resp., of a
foliation of a compact Riemannian manifold) can be calculated by suitable
counting separated pseudo-orbits (resp., pseudoleaves).
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 08:20:51 GMT""}]","2008-02-03"
"gr-qc/9611039","Haret Rosu","H.C. Rosu and J. Socorro","Whittaker quantum universes","6 pages, LaTex","Nuovo Cim. B113 (1998) 119-123",,,"gr-qc",,"  We show that closed, radiation-filled Friedmann-Robertson-Walker quantum
universes of arbitrary factor ordering obey the Whittaker equation. We also
present the formal Witten factorization as well as the double Darboux strictly
isospectral scheme for the Whittaker equation
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 21:34:00 GMT""},{""version"":""v2"",""created"":""Sun, 15 Feb 1998 18:05:19 GMT""}]","2008-02-03"
"gr-qc/9611040","Kim Sang Pyo","Sang Pyo Kim(Kunsan National University, Dept. of Physics)","Problem of Unitarity and Quantum Corrections in Semiclassical Quantum
  Gravity","Replaced with the version published in PRD","Phys.Rev.D55:7511-7517,1997","10.1103/PhysRevD.55.7511",,"gr-qc hep-th",,"  Using both the Born-Oppenheimer idea and the de Broglie-Bohm interpretation
of wavefunction we represent in a different way the semiclassical quantum
gravity from the Wheeler-DeWitt equation in an oscillating regime which can
preserve completely the unitary quantum evolution of a matter field at the
expense of a nonlinear gravitational field equation, but has the same
asymptotic limit as the others. We apply the de Broglie-Bohm interpretation to
the nonlinear gravitational field equation to develop a perturbation method to
find the quantum corrections of a matter field to the gravity. The
semiclassical Einstein equation with the quantum corrections is found for a
minimal quantum FRW cosmological model.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 11:55:25 GMT""},{""version"":""v2"",""created"":""Wed, 20 Nov 1996 07:46:07 GMT""},{""version"":""v3"",""created"":""Wed, 19 Feb 1997 05:24:01 GMT""},{""version"":""v4"",""created"":""Thu, 12 Jun 1997 08:27:32 GMT""}]","2014-11-17"
"hep-ex/9611007","Maury Goodman","W.W.M. Allison, G.J. Alner, D.S. Ayres, W.L. Barrett, C. Bode, P.M.
  Border, C.B. Brooks, J.H. Cobb, D.J.A. Cockerill, R.J. Cotton, H. Courant,
  D.M. DeMuth, T.H. Fields, H.R. Gallagher, C. Garcia-Garcia, M.C. Goodman,
  R.N. Gray, K. Johns, T. Kafka, S.M.S. Kasahara, W. Leeson, P.J. Litchfield,
  N.P. Longley, M.J. Lowe, W.A. Mann, M.L. Marshak, E.N. May, R.H. Milburn,
  W.H. Miller, L. Mualem, A. Napier, W. Oliver, G.F. Pearce, D.H. Perkins, E.A.
  Peterson, D.A. Petyt, L.E. Price, D.M. Roback, K. Ruddick, D.J. Schmid, J.
  Schneps, M.H. Schub, R.V. Seidlein, M.A. Shupe, A. Stassinakis, N.
  Sundaralingam, J.Thomas, J.L. Thron, V. Vassiliev, G. Villaume, S.P. Wakely,
  D. Wall, S.J. Werkema, N. West, U.M. Wielgosz","Measurement of the atmospheric neutrino flavour composition in Soudan 2","18 pages, LaTeX, 3 ps files, and 2 style files. Submitted to Physics
  Letters","Phys.Lett.B391:491-500,1997","10.1016/S0370-2693(96)01609-7","PDK-570","hep-ex",,"  The atmospheric neutrino flavour ratio measured using a 1.52 kton-year
exposure of Soudan 2 is found to be 0.72 +- 0.19 +0.05 -0.07 relative to the
expected value from a Monte Carlo calculation. The possible background of
interactions of neutrons and photons produced in muon interactions in the rock
surrounding the detector has been investigated and is shown not to produce low
values of the ratio.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 23:47:37 GMT""},{""version"":""v2"",""created"":""Fri, 29 Nov 1996 17:28:46 GMT""}]","2008-11-26"
"hep-ex/9611008","Michael Kuhlen","M. Kuhlen","QCD and the structure of the proton","19 pages, latex, master file is protvino.tex, 21 figs. as ps/eps",,,"DESY 96-234, MPI-PhE/96-23","hep-ex",,"  Measurements of structure functions and of the hadronic final state in deep
inelastic scattering at HERA are presented. The results comprise the extraction
of parton densities, measurements of the strong coupling, and the search for
novel QCD effects in the new kinematic regime at HERA.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 13:49:01 GMT""}]","2007-05-23"
"hep-lat/9611014","Carlos Lopez Ullod","J. Pech, A. Tarancon, C. L. Ullod","A Dedicated Computer for Ising-like Spin Glass Models","18 pages, 6 figures, latex2e (elsart.cls)","Comput.Phys.Commun. 106 (1997) 10-20","10.1016/S0010-4655(97)00049-0","DFTUZ/96/19","hep-lat cond-mat.dis-nn physics.comp-ph",,"  We present a parallel machine, based on programmable devices, dedicated to
simulate spin glass models with Z2 variables and short range interaction. A
working prototype is described for two lattices containing 312x312 spins each
with an update time of 50 ns per spin. The final version of the three
dimensional parallel machine is discussed with spin update time up to 312 ps.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 10:18:26 GMT""}]","2009-10-28"
"hep-ph/9611316","Hong-Jian He","H.-J. He (DESY), Y.-P. Kuang (Tsinghua), C.-P. Yuan (MSU)","Estimating The Sensitivity Of The LHC To Electroweak Symmetry Breaking:
  Longitudinal-Goldstone Boson Equivalence As A Criterion","Version to be Published in Phys.Rev.D. RevTex, 70-pages, including 22
  individual Figs put in 13 PS-files, (Combined PS-Figs in one Postscript is
  avaiable from http://xxx.lanl.gov/ps/hep-ph/9611316)","Phys.Rev. D55 (1997) 3038-3067","10.1103/PhysRevD.55.3038","DESY-96-148, TUIMP-TH-96/78, MSUHEP-60615","hep-ph",,"  Based upon our recent study, we reveal the profound physical content of the
longitudinal-Goldstone boson equivalence theorem as being able to discriminate
physical processes which are sensitive/insensitive to probing the electroweak
symmetry breaking (EWSB) sector. We then develop a precise electroweak power
counting rule (a generalization from Weinberg's counting method) to
`separately' count the power dependences on the energy E and all relevant mass
scales. With these, we analyze the complete set of the bosonic operators in the
electroweak chiral Lagrangian and systematically estimate and classify the
sensitivities for testing all these effective operators at the CERN LHC via the
weak-boson fusions and quark-anti-quark annihilations. These two kinds of
processes are shown to be `complementary' in probing the EWSB mechanism.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 16:30:55 GMT""}]","2009-10-30"
"hep-ph/9611317","Alexander V. Kisselev","A.V. Kisselev and V.A. Petrov","Hadron Multiplicities at the Energies of LEP-1.5 and LEP-2","4 pages, plain LaTeX, no figures","Phys.Atom.Nucl.61:657-658,1998; Yad.Fiz.61N4:732-733,1998",,"IHEP 96-87","hep-ph",,"  Total hadron multiplicities and multiplicities of hadrons in events with
heavy quarks in $e^+e^-$ annihilation at the energies of LEP-1.5 and LEP-2 are
calculated on the basis of QCD.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 16:44:16 GMT""}]","2011-01-25"
"hep-ph/9611318","Alexander V. Kisselev","A.V. Kisselev and V.A. Petrov","Dependence of Deep Inelastic Structure Functions on Quark Masses","13 pages, plain LaTeX, 3 figures","Phys.Atom.Nucl.60:1533-1539,1997; Yad.Fiz.60:1680-1687,1997",,"IHEP 96-88","hep-ph",,"  We argue that the difference between the structure functions corresponding to
deep inelastic scattering with and without heavy quarks in the current
fragmentation region scales at high $Q^2$ and fixed (low) $x_{Bj}$. The lower
bound on charm contribution to the total structure function, $F_2^c(Q^2,x)$, is
calculated and compared with the recent data on $F_2^c(Q^2,x)$ from H1
Collaboration.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 17:29:33 GMT""}]","2011-01-25"
"hep-ph/9611319","Stuart Raby","T. Blazek and S. Raby","Supersymmetric Grand Unified Theories and Global Fits to Low Energy Data","6 pages, Latex, 2 figures included","Phys.Lett.B392:371-375,1997","10.1016/S0370-2693(96)01586-9","OHSTPY-HEP-T-96-037","hep-ph",,"  We present a self-consistent $\chi^2$ analysis of several supersymmetric
(SUSY) grand unified theories recently discussed in the literature. We obtain
global fits to low energy data, including gauge couplings, fermion masses and
mixing angles, gauge boson masses and $BR(b\rightarrow s\gamma)$. One of the
models studied provides an excellent fit to the low energy data with
$\chi^2\sim 1$ for 3 degrees of freedom, in a large region of the
experimentally allowed SUSY parameter space. We also discuss the consequences
of our work for a general MSSM analysis at the $Z$ scale.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 20:28:52 GMT""}]","2011-02-11"
"hep-ph/9611320","Zoltan Fodor","F. Csikor and Z. Fodor","Determining the beta-function of the strong interaction and closing the
  light gluino window","6 pages, Latex, 3 eps figures included. Recently calculated
  three-loop calculations and some new experimental results are included in the
  analysis","Phys.Rev.Lett.78:4335-4338,1997","10.1103/PhysRevLett.78.4335","CERN-TH/96-323, ITP-Budapest 522","hep-ph hep-ex",,"  We discuss the perturbative running of alpha_s in a model independent way.
Our analysis contains data on the hadronic tau decay and hadronic cross
sections in e+e- annihilation between 5 GeV and M_Z. We determine the color
coefficients and the perturbative beta-function of the strong interaction. The
results are in agreement with QCD and rule out the QCD+light gluino scenarios
on the 70.8 - 93.0% CL. We combine our method with that of the multi-jet
analysis at LEP. The combined result rules out light gluinos at least on the
99.76% CL, provided that nonperturbative effects are not large.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 20:13:02 GMT""},{""version"":""v2"",""created"":""Thu, 14 Nov 1996 15:54:49 GMT""},{""version"":""v3"",""created"":""Thu, 15 May 1997 09:14:48 GMT""}]","2008-11-26"
"hep-ph/9611321","Tom Mehen","Thomas Mehen (Johns Hopkins University)","Testing Quarkonium Production with Photoproduced $J/\psi + \gamma$","uses Revtex, 12 pages, 4 EPS figures embedded using epsf.sty. Some
  references have been added. Version accepted for publication in Phys. Rev. D","Phys.Rev.D55:4338-4343,1997","10.1103/PhysRevD.55.4338","JHU-TIPAC-96022","hep-ph",,"  I compute the leading color-octet contributions to the process $\gamma + p
\to J/\psi + \gamma (+ X)$ within the non-relativistic QCD (NRQCD)
factorization formalism. In the color-singlet model, $J/\psi + \gamma$ can only
be produced when the photon interacts through its structure function, while the
color-octet mechanism allows for production of $J/\psi + \gamma$ via direct
photon-gluon fusion. Resolved photon processes can be easily be distinguished
from direct photon processes by examining the fraction of the incident photon
energy carried away by the $J/\psi$ in the event. Therefore, this process
provides a conclusive test of the color-octet mechanism. $J/\psi + \gamma$
production is particularly sensitive to the NRQCD matrix element which figures
prominently in the fragmentation production of $J/\psi$ at large $p_{\perp}$ in
hadron colliders. I also examine the predictions of the color evaporation model
(CEM) of quarkonium production and find that this process can easily
discriminate between the NRQCD factorization formalism and the CEM.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 21:23:27 GMT""},{""version"":""v2"",""created"":""Tue, 14 Jan 1997 19:57:42 GMT""}]","2014-11-17"
"hep-ph/9611322","Jido Daisuke","D. Jido and M. Oka (Tokyo Inst. of Tech.)","QCD Sum Rule for 1/2- Baryons","14 page, LaTeX, 5 EPS figures, uses epsf.sty",,,"TIT/HEP-348/NP","hep-ph nucl-th",,"  The masses of the flavor octet and singlet baryons with negative parity and
spin 1/2 are calculated using the QCD sum rule. We find that the chiral
symmetry breaking vacuum condensates cause the mass splitting of the positive
and negative baryons. The present sum rule reproduces the observed masses of
these baryons within 10%, and predicts the mass of the excited Xi baryon with
$J^P = {1/2}^{-}$ at 1.63 GeV. We confirm that the negative-parity state,
$\Lambda_S-$, is the ground state in the flavor singlet baryon spectrum.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 10:20:31 GMT""},{""version"":""v2"",""created"":""Mon, 17 Feb 1997 09:36:06 GMT""}]","2008-02-03"
"hep-ph/9611323","Mikhail Krivoruchenko","M. I. Krivoruchenko (ITEP)","Explicit Solutions to the Unitarity Relations for Isovector Nucleon Form
  Factors","Talk given at the 6-th International Symposium on Meson-Nucleon
  Physics and the Structure of the Nucleon, Blaubeuren/Tuebingen, 10-14 July,
  1995; published in PiN Newsletter, 10 (1995) 156","PiN Newslett.10:156-158,1995",,,"hep-ph",,"  The explicit one-dimensional integral representations for isovector nucleon
form factors are constructed by solving the unitarity relations in terms of the
pion form factor and imaginary parts of the t-channel p-wave $\pi N$-scattering
amplitudes. The possibility of computation of the high-energy parts of the
integrals with the use of the information on the low-energy real parts of the
$\pi N$-scattering amplitudes is discussed.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 10:44:50 GMT""}]","2011-04-15"
"hep-ph/9611328",,"J. Murray, W. Bauer, and K. Haglin","Low-mass dileptons at the SPS","14 pages of LaTex and 5 postscript figures submitted Phys Rev D","Phys.Rev.C57:882-888,1998","10.1103/PhysRevC.57.882","MSUNSCL-1050","hep-ph nucl-th",,"  We use a simple QCD-based model to study particle production in S+Au
collisions at 200 GeV/n. A requisite consistency is met for the hadronic
observables (pi0 and pi- spectra) while pursuing estimates for e+e- production.
Since radiative decays of initially produced hadrons has accounted for only a
portion of the observed dileptons at the CERN SPS, we search for additional
mechanisms. By including contributions from prompt secondary hadronic
scatterings, pi rho -> pi e+e-, and adding to pi+ pi- annihilation and hadronic
decays, the ``excess'' dilepton signal can possibly be interpreted.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 15:41:01 GMT""}]","2008-11-26"
"hep-th/9611094","Arvind Rajaraman","Renata Kallosh, Arvind Rajaraman and Wing Kai Wong","Supersymmetric Rotating Black Holes and Attractors","7 pages,latex","Phys.Rev.D55:3246-3249,1997","10.1103/PhysRevD.55.3246","SU-ITP-96-49","hep-th",,"  Five-dimensional stringy rotating black holes are embedded into N=2
supergravity interacting with one vector multiplet. The existence of an
unbroken supersymmetry of the rotating solution is proved directly by solving
the Killing spinor equations. The asymptotic enhancement of supersymmetry near
the horizon in the presence of rotation is established via the calculation of
the super-curvature. The area of the horizon of the rotating supersymmetric
black holes is found to be $\sqrt {Z_{fix}^{3 }- J^2}$, where $Z_{fix}$ is the
extremal value of the central charge in moduli space.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 22:31:34 GMT""}]","2009-12-30"
"hep-th/9611100",,"Paolo Pasti, Dmitri Sorokin and Mario Tonin","On Lorentz Invariant Actions for Chiral P-Forms","RevTeX file, 7 pages","Phys.Rev. D55 (1997) 6292-6298","10.1103/PhysRevD.55.6292","DFPD 96/TH/58","hep-th",,"  We demonstrate how a Lorentz covariant formulation of the chiral p-form model
in D=2(p+1) containing infinitely many auxiliary fields is related to a Lorentz
covariant formulation with only one auxiliary scalar field entering a chiral
p-form action in a nonpolynomial way. The latter can be regarded as a
consistent Lorentz-covariant truncation of the former. We make the Hamiltonian
analysis of the model based on the nonpolynomial action and show that the Dirac
constraints have a simple form and are all of the first class. In contrast to
the Siegel model the constraints are not the square of second-class
constraints. The canonical Hamiltonian is quadratic and determines energy of a
single chiral p-form. In the case of d=2 chiral scalars the constraint can be
improved by use of `twisting' procedure (without the loss of the property to be
of the first class) in such a way that the central charge of the quantum
constraint algebra is zero. This points to possible absence of anomaly in an
appropriate quantum version of the model.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 19:02:59 GMT""}]","2009-10-30"
"hep-th/9611101","Konstantin Selivanov","A.A. Rosly, K.G. Selivanov","On amplitudes in self-dual sector of Yang-Mills theory","9 pages, Latex, a misguided reference is corrected, ps is also
  available at http://wwwtheor.itep.ru/preprints/1996/","Phys.Lett. B399 (1997) 135-140","10.1016/S0370-2693(97)00268-2","ITEP-TH-96-50","hep-th hep-ph",,"  Self-dual perturbiner in the Yang-Mills theory is constructed by the twistor
methods both in topologically trivial and topologically nontrivial cases.
Maximally helicity violating amplitudes and their instanton induced analogies
are briefly discussed.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 22:11:04 GMT""},{""version"":""v2"",""created"":""Fri, 15 Nov 1996 13:46:21 GMT""}]","2009-10-30"
"hep-th/9611102","Phillial Oh","Phillial Oh and Chaiho Rim","Holstein-Primakoff Realizations on Coadjoint Orbits","14 pages, Revtex, A minor revision is made","Mod.Phys.Lett. A12 (1997) 163-172","10.1142/S0217732397000169","SNUTP/96-113","hep-th",,"  We derive the Holstein-Primakoff oscillator realization on the coadjoint
orbits of the $SU(N+1)$ and $SU(1,N)$ group by treating the coadjoint orbits as
a constrained system and performing the symplectic reduction. By using the
action-angle variables transformations, we transform the original variables
into Darboux variables. The Holstein-Primakoff expressions emerge after
quantization in a canonical manner with a suitable normal ordering. The
corresponding Dyson realizations are also obtained and some related issues are
discussed.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 22:48:04 GMT""},{""version"":""v2"",""created"":""Wed, 27 Nov 1996 09:01:01 GMT""},{""version"":""v3"",""created"":""Tue, 3 Dec 1996 00:47:30 GMT""}]","2009-10-30"
"hep-th/9611103","Vipul Periwal","Vipul Periwal","Matrices on a point as the theory of everything","5 pages, plain TeX","Phys.Rev.D55:1711-1713,1997","10.1103/PhysRevD.55.1711","PUPT-1665","hep-th",,"  It is shown that the world-line can be eliminated in the matrix quantum
mechanics conjectured by Banks, Fischler, Shenker and Susskind to describe the
light-cone physics of M theory. The resulting matrix model has a form that
suggests origins in the reduction to a point of a Yang-Mills theory. The
reduction of the Nishino-Sezgin 10+2 dimensional supersymmetric Yang-Mills
theory to a point gives a matrix model with the appropriate features: Lorentz
invariance in 9+1 dimensions, supersymmetry, and the correct number of physical
degrees of freedom.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 07:29:24 GMT""},{""version"":""v2"",""created"":""Thu, 12 Dec 1996 12:41:25 GMT""}]","2009-12-30"
"hep-th/9611104","Jacques Distler","Jacques Distler and Amihay Hanany","(0,2) Noncritical Strings in Six Dimensions","15 pages, LaTeX2e, using utarticle.cls (included), amsmath.sty,
  amsfonts.sty and hyperref.sty. Bibtex style: utphys.bst (.bbl file included)","Nucl.Phys. B490 (1997) 75-90","10.1016/S0550-3213(97)00046-1","UTTG-19-96, IASSNS-HEP-96/116","hep-th",,"  Type IIB strings compactified on K3 have a rich structure of solitonic
strings, transforming under SO(21,5,Z). We derive the BPS tension formula for
these strings, and discuss their properties, in particular, the points in the
moduli space where certain strings become tensionless. By examining these
tensionless string limits, we shed some further light on the conjectured dual
M-Theory description of this compactification.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 07:33:54 GMT""}]","2016-09-06"
"hep-th/9611105","U. Mitreuter","U.G. Mitreuter, J.M. Pawlowski and A. Wipf","Polyakov-Loops and Fermionic Zero Modes in QCD2 on the Torus","some comments added and some typos corrected, 17 pages, Latex, 2
  figures","Nucl.Phys. B514 (1998) 381-398","10.1016/S0550-3213(97)00733-5","FSUJ-TPI-17/96","hep-th",,"  A simple derivation of the free energy and expectation values of
Polyakov-loops in $QCD_2$ via path integral methods is given. In the chosen
gauge (which can be generalized to 4 dimensions) without Gribov-copies the
Fadeev-Popov determinant and the integration over the space component of the
gauge field cancel exactly and we are left only with an integration over the
zero components of the gauge field in the Cartan sub-algebra. This way the
Polyakov-loop operators become Vertex-operators in a simple quantum mechanical
model. The number of fermionic zero modes is related to the winding-numbers of
$A_0$ in this gauge.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 10:40:24 GMT""},{""version"":""v2"",""created"":""Tue, 6 May 1997 10:03:27 GMT""},{""version"":""v3"",""created"":""Fri, 29 Aug 1997 08:49:37 GMT""}]","2009-10-30"
"hep-th/9611106",,"Timothy J. Hollowood","Semi-classical decay of monopoles in N=2 gauge theory","17 pages, plain tex with macro included. Minor changes, more
  references included",,,"SWAT/135","hep-th",,"  It is shown how monopoles and dyons decay on curves of marginal stability in
the moduli space of vacua at weak coupling in pure N=2 gauge theory with
arbitrary gauge group. The analysis involves a semi-classical treatment of the
monopole and rests on the fact that the monopole moduli space spaces for a
magnetic charge vector equal to a non-simple root enlarge discontinuously at
the curves of marginal stability. This enlargement of the moduli space
describes the freedom for the monopole to be separated into stable constituent
monopoles. Such decays do not occur in the associated theory with N=4
supersymmetry because in this case there exist bound-states at threshold.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 11:17:29 GMT""},{""version"":""v2"",""created"":""Tue, 3 Dec 1996 17:09:28 GMT""}]","2008-02-03"
"hep-th/9611107","Leith Cooper","Leith Cooper, Ian I. Kogan and Kai-Ming Lee","String Winding Modes From Charge Non-Conservation in Compact
  Chern-Simons Theory","15 pages, LaTeX, 2 figures, uses psfig","Phys.Lett. B394 (1997) 67-74","10.1016/S0370-2693(96)01692-9","OUTP-96-68P","hep-th",,"  In this letter we show how string winding modes can be constructed using
topological membranes. We use the fact that monopole-instantons in compact
topologically massive gauge theory lead to charge non-conservation inside the
membrane which, in turn, enables us to construct vertex operators with
different left and right momenta. The amount of charge non-conservation inside
the membrane is interpreted as giving the momentum associated with the string
winding mode and is shown to match precisely the full mass spectrum of
compactified string theory.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 13:05:39 GMT""}]","2009-10-30"
"hep-th/9611109","M. D. R. Sampaio","Paul Mansfield, Marcos Sampaio","Constructing the Leading Order Terms of the Yang-Mills Schroedinger
  Functional","4 pages, LaTeX, no figures, no macros",,,,"hep-th",,"  The leading short-time behaviour of the Yang-Mills Schroedinger functional is
obtained within a local expansion in the fields.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 14:42:15 GMT""}]","2007-05-23"
"hep-th/9611110","Alexandros Kehagias","Alexandros Kehagias","N=2 Heterotic Stringy Cosmic Strings","26 pages, latex",,,"TUM-HEP-262/96","hep-th",,"  We construct solitonic string solutions of N=2 four-dimensional heterotic
models of rank three, four and five. These finite energy configurations have
constant dilaton while the moduli fields vary over space-time with jumps at the
location of the string cores consistent with the T-duality groups SL(2,Z),
SL(2,Z) X SL(2,Z) and Sp(4,Z). The solutions are expressed in terms of modular
forms of the T-duality group. They break half of the supersymmetries and the
vacuum contain a certain number of solitonic strings in order the singularities
to be resolved in a Ricci flat way.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 15:55:12 GMT""}]","2016-09-06"
"hep-th/9611112","Antoine Van Proeyen","Antoine Van Proeyen","N=2 Supergravity and Special Geometry","9 pages, latex, no figures. Contribution to the workshop ""Gauge
  Theories, Applied Supersymmetry and Quantum Gravity"", London Imperial
  College, july 1996",,"10.1142/9781848160927_0033","KUL-TF-96/23","hep-th",,"  The essential elements in the construction of the couplings of vector
multiplets to supergravity using the conformal approach are repeated. This
approach leads automatically to the basic quantities on which the symplectic
transformations, the basic tools for duality transformations, are defined. A
recent theorem about the existence of a basis allowing for a prepotential is
discussed.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 15:54:20 GMT""}]","2016-12-21"
"nucl-th/9611024",,"W. S. Chung, G. Q. Li, and C. M. Ko","Phi meson production cross sections in pion-baryon and baryon-baryon
  interactions","LaTeX, including 8 postscript figures, revised version to appear in
  Phys. Lett. B",,"10.1016/S0370-2693(97)00374-2",,"nucl-th",,"  Phi meson production in pion-baryon and baryon-baryon interactions near the
production threshold is studied in a boson-exchange model. Parameters in this
model are either taken from the Bonn model for the nucleon-nucleon potential or
determined from the measured phi meson decay width and the experimental data
for the reactions $\pi^-p\arr \phi n$ and $pp\arr pp\phi$. The isospin-averaged
cross sections for the reactions $\pi N\arr \phi N$, $\pi \Delta \arr \phi N$,
$NN\arr NN\phi$, which are needed in transport models to study phi meson
production in heavy-ion collisions at subthreshold energies, have been
evaluated. For the reactions $N\Delta\arr NN\phi$ and $\Delta\Delta\arr
NN\phi$, which become singular when the exchanged pion is on-shell, the Peierls
method is used to calculate their cross sections. We find that the cross
section for the reaction $\pi N\arr\phi N$ is much larger than the other cross
sections.
","[{""version"":""v1"",""created"":""Wed, 13 Nov 1996 16:33:20 GMT""},{""version"":""v2"",""created"":""Wed, 19 Mar 1997 22:06:38 GMT""}]","2009-10-30"
"nucl-th/9611025","Carlos Bertulani","G. Baur and C.A. Bertulani","Comment on ""A Quantum-Mechanical Equivalent-Photon Spectrum for Heavy
  Ion Physics""","3 pages, LaTeX","Phys.Rev.C56:581-582,1997","10.1103/PhysRevC.56.581",,"nucl-th",,"  We critically discuss the recently developed quantum-mechanical equivalent
photon spectrum by Benesh et al. We point out that the key point, the strong
absorption in heavy ion collisions, is not treated adequately. Conclusions
drawn from such a spectrum are invalid. Equivalent photon spectra appropriate
for heavy ions, have been given before in quantal as well as semiclassical
versions and were found to be very satisfactory.
","[{""version"":""v1"",""created"":""Thu, 14 Nov 1996 11:51:14 GMT""}]","2008-11-26"
