"adap-org/9611007","Boon Tiong Melvin Leok","Boon Tiong Melvin Leok (California Institute of Technology)","Dynamical Equilibrium of Interacting Ant Societies","5 pages, 2 figures",,,,"adap-org nlin.AO q-bio.PE",,"  The sustainable biodiversity associated with a specific ecological niche as a
function of land area is analysed computationally by considering the
interaction of ant societies over a collection of islands. A power law
relationship between sustainable species and land area is observed. We will
further consider the effect a perturbative inflow of ants has upon the model.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 00:58:08 GMT""}]","2008-06-25"
"gr-qc/9611062","BoB","Roberto Casadio (Dipartimento di Fisica, Universita' di Bologna and
  I.N.F.N., Sezione di Bologna, Italy)","Semiclassical Collapse of a Sphere of Dust and Hawking Radiation","LaTeX, 4 pages, talk given at the ""Second conference on constrained
  dynamics and quantum gravity"", Santa Margherita Ligure, Italy, 17-21
  September 1996. To appear in the proceedings","Nucl.Phys.Proc.Suppl. 57 (1997) 177-180","10.1016/S0920-5632(97)00367-8",,"gr-qc",,"  The independent dynamical variables of a collapsing homogeneous sphere of
dust are canonically quantised and coupled equations describing matter (dust)
and gravitation are obtained. The conditions for the validity of the adiabatic
(Born-Oppenheimer) and semiclassical approximations are derived. On neglecting
back-reaction effects, it is also shown that in the vicinity of the horizon and
inside the dust the Wightman function for a conformal scalar field coupled to a
monopole emitter is thermal at the characteristic Hawking temperature.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 08:51:32 GMT""}]","2009-10-28"
"hep-lat/9611024","Stefan Thurner","M. Feurstein, E.-M. Ilgenfritz, M. M\""uller-Preussker and S. Thurner","Topology at the Deconfinement Transition Uncovered by Inverse Blocking
  in SU(2) Pure Gauge Theory with Fixed Point Action","Updated version to appear in Nucl. Phys. B","Nucl.Phys. B511 (1998) 421-447","10.1016/S0550-3213(97)00738-4",,"hep-lat",,"  Renormalization group transformations as discussed recently in deriving fixed
point actions are used to analyse the vacuum structure near to the
deconfinement temperature. Monte Carlo configurations are generated using the
fixed point action. We compare equilibrium configurations with configurations
obtained by inverse blocking from a coarser lattice. The absence of short range
vacuum fluctuations in the latter does not influence the string tension. For
the inversely blocked configurations we find the following: (i) the topological
susceptibility chi_top is consistent with the phenomenological value in the
confinement phase, (ii) chi_top drops across the deconfinement transition,
(iii) density and size of instantons are estimated, (iv) the topological
density is found to be correlated to Abelian monopole currents and (v) the
density of spacelike monopole currents becomes a confinement order parameter.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 17:41:49 GMT""},{""version"":""v2"",""created"":""Mon, 20 Oct 1997 11:15:00 GMT""}]","2009-10-28"
"hep-lat/9611025","Gunnar Bali","Gunnar S. Bali (U Southampton), Klaus Schilling (HLRZ Juelich & U
  Wuppertal), Armin Wachter (HLRZ Juelich)","Ab Initio Calculation of Relativistic Corrections to the Static
  Interquark potential I: SU(2) Gauge Theory","37 pages REVTeX with 20 encapsuled ps figures","Phys.Rev. D55 (1997) 5309-5324","10.1103/PhysRevD.55.5309","SHEP 96/27, HLRZ 72/96, WUB 96-39","hep-lat",,"  We test the capability of state-of-the-art lattice techniques for a precise
determination of relativistic corrections to the static interquark potential,
by use of SU(2) gauge theory. Emphasis is put on the short range structure of
the spin dependent potentials, with lattice resolution a ranging from a approx
0.04 fm (at beta=2.74) down to a approx 0.02 fm (at beta=2.96) on volumes of
32^4 and 48^4 lattice sites. We find a new short range Coulomb-like
contribution to the spin-orbit potential V_1'.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 19:10:47 GMT""}]","2009-10-28"
"hep-lat/9611026","Howard Trottier","Howard D. Trottier","Quarkonium spin structure in lattice NRQCD","16 pages, REVTEX v3.1, 5 postscript figures included","Phys.Rev. D55 (1997) 6844-6851","10.1103/PhysRevD.55.6844","SFU HEP-131-96","hep-lat hep-ph",,"  Numerical simulations of the quarkonium spin splittings are done in the
framework of lattice nonrelativistic quantum chromodynamics (NRQCD). At leading
order in the velocity expansion the spin splittings are of $O(M_Q v^4)$, where
$M_Q$ is the renormalized quark mass and $v^2$ is the mean squared quark
velocity. A systematic analysis is done of all next-to-leading order
corrections. This includes the addition of $O(M_Q v^6)$ relativistic
interactions, and the removal of $O(a^2 M_Q v^4)$ discretization errors in the
leading-order interactions. Simulations are done for both S- and P-wave mesons,
with a variety of heavy quark actions and over a wide range of lattice
spacings. Two prescriptions for the tadpole improvement of the action are also
studied in detail: one using the measured value of the average plaquette, the
other using the mean link measured in Landau gauge. Next-to-leading order
interactions result in a very large reduction in the charmonium splittings,
down by about 60% from their values at leading order. There are further
indications that the velocity expansion may be poorly convergent for
charmonium. Prelimary results show a small correction to the hyperfine
splitting in the Upsilon system.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 23:24:05 GMT""}]","2016-09-01"
"hep-lat/9611027","Stefan Spiegel","S.P. Spiegel (Institut fuer Theoretische Physik, Zuerich, Switzerland)","Thermodynamics of the two--dimensional O(3) non linear sigma model with
  Fixed-Point lattice action","10 pages, 5 postscript figures, 1 table, uses elsart.cls and
  epsf.tex, sent for publication to Physics Letters B, reference number 9194","Phys.Lett. B400 (1997) 352-357","10.1016/S0370-2693(97)00346-8",,"hep-lat",,"  We calculate the free energy density of the two dimensional O(3) non linear
sigma model over a large temperature region. At high temperatures the
calculations could be done by perturbation theory whereas in the low
temperature regime we used Monte-Carlo simulations. Using the Fixed--Point
action the results do not show any remarkable cut-off effects and furthermore
the behaviour of these effects is nearly the same over the whole temperature
region. The results of the Fixed-Point action are then compared to those of the
standard Wilson action.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 10:43:00 GMT""}]","2009-10-28"
"hep-ph/9611415","Jean-Yves Ollitrault","Benoit Vanderheyden, Jean-Yves Ollitrault","Damping rates of hard momentum particles in a cold ultrarelativistic
  plasma","40 pages, Revtex, 17 Postscript figures (included). Revised version","Phys.Rev. D56 (1997) 5108-5122","10.1103/PhysRevD.56.5108","Saclay-T96-133","hep-ph",,"  We compute the damping rates of one-particle excitations in a cold
ultrarelativistic plasma to leading order in the coupling constant e for three
types of interaction: Yukawa coupling to a massless scalar boson, QED and QCD.
Damping rates of charged particles in QED and QCD are of order e^3 mu, while
damping rates of other particles are of order e^4 mu or e^4 mu log(1/e). We
find that the damping rate of an electron or of a quark is constant far from
the Fermi surface, and decreases linearly with the excitation energy close to
the Fermi surface. This unusual behavior is attributed to the long-range
magnetic interactions.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 17:12:22 GMT""},{""version"":""v2"",""created"":""Tue, 25 Mar 1997 10:37:02 GMT""}]","2009-10-30"
"hep-ph/9611416","Matthias Burkardt","M. Burkardt (New Mexico State University)","Fermions and Condensates on the Light-Front","lecture notes, 28 pages, lamuphys.sty",,,,"hep-ph",,"  Light-Front quantization is one of the most promising and physical tools
towards studying deep inelastic scattering on the basis of quark gluon degrees
of freedom. The simplified vacuum structure (nontrivial vacuum effects can only
appear in zero-mode degrees of freedom) and the physical basis allows for a
description of hadrons that stays close to intuition. I am reviewing recent
progress in understanding the deep connection between renormalization of
light-front Hamiltonians, effective light-front Hamiltonians and nontrivial
vacuum condensates.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 19:34:02 GMT""}]","2007-05-23"
"hep-ph/9611417","Paulo Sergio Rodrigues Da Silva","A. A. Natale and P. S. Rodrigues da Silva","Compatibility of a model for the QCD-Pomeron and chiral-symmetry
  breaking phenomenologies","21 pages, uuencoded latex file, 3 postscript figures, uses epsf.sty
  and epsf.tex. To be published in Phys. Lett. B","Phys.Lett. B390 (1997) 378-384","10.1016/S0370-2693(96)01381-0","IFT-P.045/96","hep-ph",,"  The phenomenology of a QCD-Pomeron model based on the exchange of a pair of
non-perturbative gluons, i.e. gluon fields with a finite correlation length in
the vacuum, is studied in comparison with the phenomenology of QCD chiral
symmetry breaking, based on non-perturbative solutions of Schwinger-Dyson
equations for the quark propagator including these non-perturbative gluon
effects. We show that these models are incompatible, and point out some
possibles origins of this problem.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 23:16:02 GMT""}]","2016-09-06"
"hep-ph/9611418","John F. Donoghue","John F. Donoghue and Euy Soo Na (Univ. of Massachusetts, Amherst)","Asymptotic Limits and Structure of the Pion Form Factor","8 pages, Latex, 2 figures","Phys.Rev.D56:7073-7076,1997","10.1103/PhysRevD.56.7073","UMHEP-435","hep-ph",,"  We use dispersive techniques to address the behavior of the pion form factor
as $Q^2 \to \infty$ and $Q^2 \to 0$. We perform the matching with the
constraints of perturbative QCD and chiral perturbation theory in the high
energy and low energy limits, leading to four sum rules. We present a version
of the dispersive input which is consistent with the data and with all
theoretical constraints. The results indicate that the asymptotic perturbative
QCD limit is approached relatively slowly, and give a model independent
determination of low energy chiral parameters.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 20:43:08 GMT""},{""version"":""v2"",""created"":""Tue, 26 Nov 1996 03:02:53 GMT""}]","2011-07-19"
"hep-ph/9611419","John F. Donoghue","John F. Donoghue (Univ. of Massachusetts, Amherst)","Non-perturbative Methods in Kaon Physics: Aside from the Lattice","10 pages, Latex, Invited talk presented at the Workshop on Kaon
  Physics, Orsay, June, 1996, to be published in the proceedings",,,,"hep-ph",,"  I discuss the progress in the use of analytic techniques for low energy QCD,
in particular as applied to kaon physics. These methods are becoming
increasingly powerful and we have gained a good deal of control over the
difficult hadronic interactions. There are continuing developments, and I
speculate on the ways that these techniques may become yet more sophisticated
in the future.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 21:07:11 GMT""}]","2007-05-23"
"hep-ph/9611420","Juan I. Collar","J. I. Collar (CERN)","Endpoint Structure in Beta Decay from Coherent Weak-Interaction of the
  Neutrino","Small paragraph added with estimate of {\it quantitative} effect of
  the potential on experimental data. References to recent relevant
  publications added. LaTeX, 3 pages, 2 enbedded eps figs",,,,"hep-ph astro-ph nucl-ex physics.atom-ph",,"  Recent tritium beta decay experiments yield unphysical negative best-fit
values for the square of the neutrino mass. An unidentified bump-like excess of
counts few eV below the endpoint in the electron energy spectrum has been
tentatively recognized as the source of this anomaly. It is shown that the
repulsive potential acting on the emitted antineutrino and originating in its
coherent weak-interaction with the daughter atom may effectively account for
this excess.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 23:30:39 GMT""},{""version"":""v2"",""created"":""Fri, 9 Jul 1999 20:21:03 GMT""}]","2008-02-03"
"hep-ph/9611421",,"James D. Bjorken (SLAC)","QCD: Questions, Challenges, and Dilemmas","Latex, 24 pages",,,"SLAC-PUB-7361","hep-ph",,"  An introduction to some outstanding issues in QCD is presented, with emphasis
on work by Diakonov and co-workers on the influence of the instanton vacuum on
low-energy QCD observables. This includes the calculation of input
valence-parton distributions for deep-inelastic scattering.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 00:17:45 GMT""}]","2007-05-23"
"hep-ph/9611422",,"Maxim Pospelov","FCNC in left-right symmetric theories and constraints on the
  right-handed scale","11 pages, latex, 3 figures","Phys. Rev. D 56, 259 (1997)","10.1103/PhysRevD.56.259","UQAM-PHE/96-09","hep-ph",,"  We revise the limits on the FCNC higgses in manifestly left-right symmetric
theories. It is shown that the combination of the Kobayashi-Maskawa
CP-violation with the tree level $\Delta S=2$ higgs exchange gives very large
contribution to the CP-violating $\epsilon$ parameter. It leads to the new
strong constraint on the FCNC higgs mass, M>50- 100 TeV, enhanced by factor of
the order $\sqrt{m_t/m_c}$. Being addressed to the supersymmetric left-right
models, FCNC problem requires both right-handed scale and supersymmetric mass
parameters be heavier than 50 TeV for $tan\beta\sim 1$. The most relaxed case
corresponds to $tan\beta\sim 20- 30$ where right-handed scale can be of the
order of few TeV.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 02:06:57 GMT""}]","2016-08-24"
"hep-ph/9611423","Sandip Pakvasa","A. Acker and S. Pakvasa (University of Hawaii at Manoa)","Three Neutrino Flavors are Enough","15 pages, LATEX format. 5 figures. Replaced 1 figure and corrected
  typographical errors","Phys.Lett. B397 (1997) 209-215","10.1016/S0370-2693(97)00174-3","UH-511-861-96","hep-ph astro-ph",,"  It is shown that it is possible to account for all three experimental
indications for neutrino oscillations with just three neutrino flavors. In
particular, we suggest that the solar and atmospheric neutrino anomalies are to
be explained by the same mass difference and mixing. Possible implications and
future tests of the resulting mass-mixing pattern are given.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 03:07:15 GMT""},{""version"":""v2"",""created"":""Thu, 28 Nov 1996 02:24:00 GMT""}]","2009-10-30"
"hep-ph/9611424","U. Meissner","Ulf-G. Mei{\ss}ner","Nucleon form factors: From the space-like to the time-like region","11 pp, LaTeX, uses epsf and espcrc1.sty, 6 figures, invited talk,
  DAPHCE 96, Frascati, November 1996, to appear in the proceedings (Nucl. Phys.
  A)","Nucl.Phys. A623 (1997) 340c-350c","10.1016/S0375-9474(97)00453-3","KFA-IKP(TH)-1996-15","hep-ph nucl-th",,"  I discuss how dispersion relations can be used to analyse the nucleon
electromagnetic form factors, with particular emphasis on the constraints from
unitarity and pQCD. Results for nucleon radii, vector-meson couplings, the
onset of pQCD and bounds on the strangeness form factors are presented. The em
form factors in the time-like region reveal some interesting physics which is
not yet understood in full detail. The need for a better data basis at low,
intermediate and large momentum transfer and also in the time-like region is
stressed.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 07:33:26 GMT""}]","2009-10-30"
"hep-ph/9611425","Esteban Roulet","L. Covi and E. Roulet","Baryogenesis from mixed particle decays","Latex file, 14 pgs. two figures","Phys.Lett. B399 (1997) 113-118","10.1016/S0370-2693(97)00287-6",,"hep-ph",,"  We consider the $CP$ violating asymmetries produced in the decay of heavy
particles, studying the effects of heavy particle mixing for arbitrary mass
splittings. A considerable enhancement of the asymmetries is achieved when the
masses of the mixed states are comparable, and the enhancement is maximal for
mass splittings of the order of the widths of the decaying particles. We apply
the results to the particular case of heavy scalar neutrino decays relevant for
leptogenesis scenarios.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 11:13:16 GMT""}]","2009-10-30"
"hep-ph/9611426","Dima Bardin","Dima Bardin, Johannes Bl\""umlein, Penka Christova, Lida Kalinovskaya,
  and Tord Riemann","QED and Electroweak Corrections to Deep Inelastic Scattering","22 pages Latex, including 6 eps-figures; to appear in the Proceedings
  of the 3rd International Symposium on Radiative Corrections, Cracow, August
  1-5, 1996, Acta Phys. Polonica B","Acta Phys.Polon.B28:511-528,1997",,"DESY 96-243","hep-ph",,"  We describe the state of the art in the field of radiative corrections for
deep inelastic scattering. Different methods of calculation of radiative
corrections are reviewed. Some new results for QED radiative corrections for
polarized deep inelastic scattering at HERA are presented. A comparison of
results obtained by the codes POLRAD and HECTOR is given for the kinematic
regime of the HERMES experiment. Recent results on radiative corrections to
deep inelastic scattering with tagged photons are briefly discussed.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 12:27:41 GMT""}]","2011-04-15"
"hep-ph/9611427","Silvano Simula","I.L. Grach, I.M. Narodetskii, K.A. Ter-Martirosyan and S. Simula","Charmed decays of the B-meson in the quark model","to appear in the Proc. of the 2^{nd} Int. Conf. on Hyperons, Charm
  and Beauty Hadrons, Montreal, Canada, 27-30 August 1996","Nucl.Phys.Proc.Suppl. 55A (1997) 84-87","10.1016/S0920-5632(97)00157-6","preprint INFN-ISS 96/10","hep-ph",,"  Exclusive and inclusive, semileptonic and non-leptonic, charmed decays of the
B-meson are investigated in the context of a phenomenological quark model.
Bound-state effects are taken care of by adopting a single (model-dependent)
non-perturbative wave function, describing the motion of the light spectator
quark in the B-meson. A nice reproduction of both exclusive and inclusive
semileptonic data is obtained. Our predictions for the electron spectrum are
presented and compared with those of the Isgur-Scora-Grinstein-Wise quark
model. Finally, our approach is applied to the calculation of inclusive
non-leptonic widths, obtaining a remarkable agreement with experimental
findings.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 13:32:00 GMT""}]","2009-10-30"
"hep-ph/9611428","Don Lichtenberg","D.B. Lichtenberg, R. Roncaglia, and E. Predazzi","Diquark model of exotic mesons","9 pages, plaintex, no figures",,,"IUHET--344, IU/NTC--96--10, DFTT 59/96","hep-ph",,"  This is a conference mostly devoted to diquarks. Although an exotic meson can
in principle be composed of a diquark and an antidiquark, such an exotic is
unlikely to be experimentally observable in the near future. The reason,
according to the model, is that diquark-antidiquark exotics have masses well
above the threshold for decay into two mesons, and are likely to have widths
too large to make them observable. A possible exception is a $ u d \bar b \bar
b$ exotic, but it will be a long time before such a state can be observed even
if it is stable against strong decay.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 14:18:47 GMT""}]","2007-05-23"
"hep-ph/9611429","Don Lichtenberg","D.B. Lichtenberg, R. Roncaglia, and E. Predazzi","Diquark model of dibaryons","4 pages, plaintex, no figures",,,"IUHET--345, IU/NTC--96--11, DFTT 65/96","hep-ph",,"  A diquark model previously formulated to describe exotic mesons is extended
to dibaryons. In the model, dibaryons containing only light quarks are unbound.
The $H$ dibaryon, consisting of $uuddss$ quarks, is unstable by about 90 MeV or
more, and should decay strongly into two $\Lambda$ baryons. A charmed dibaryon
$H_c$, composed of $uuddsc$, is unstable by about 60 MeV or more and should
decay strongly into $\Lambda + \Lambda_c$. On the other hand, we find that a
bottom dibaryon $H_b$, made of $uuddsb$, may be just bound by about 10 MeV with
respect to $\Lambda + \Lambda_b$. If so, it should decay weakly into various
final states with a charmed hadron. A possible two-body decay would be into
$\Lambda + \Lambda_c$.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 14:19:08 GMT""}]","2007-05-23"
"hep-ph/9611430","Peter Haberl","P. Haberl","CP violating couplings in Z -> 3 jet decays revisited","LaTeX, 11 pages, 4 figures",,,"HD-THEP-96-16","hep-ph",,"  Possible CP violating effects in $Z\rightarrow$ 3 jet decays are
investigated. The analysis assumes the presence of CP violating $Zq\bar qG$
couplings. The contribution of these couplings to the $Z\rightarrow q\bar qG$
decay width is calculated for different cut algorithms, including nonzero quark
masses. Various CP--odd observables are discussed and it is shown that their
sensitivity can change significantly if one uses normalized or unnormalized
momentum vectors for their construction. Optimal observables are proposed which
allow to measure the new couplings simultaneously.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 15:09:25 GMT""}]","2007-05-23"
"hep-ph/9611431","Jose F. Nieves","Jose F. Nieves and Palash B. Pal","Electromagnetic properties of neutral and charged spin 1 particles","LaTeX, 24 pages","Phys.Rev. D55 (1997) 3118-3130","10.1103/PhysRevD.55.3118",,"hep-ph",,"  The structure of the electromagnetic vertex of spin-1 particles are studied
in a general way, for the diagonal as well as the off-diagonal couplings. In
each case, we consider in detail the consequences of gauge invariance and the
space-time discrete symmetries, paying particular attention to the implications
for the couplings of the photon to neutral gauge bosons, which arise in higher
orders. Several general results concerning the static electromagnetic
properties of neutral bosons are derived, analogous to the results that are
well known in the case of neutral spin-1/2 particles.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 15:19:47 GMT""}]","2009-10-30"
"hep-ph/9611432",,"Stefano Moretti (Cavendish Laboratory, Cambridge, UK)","W+4jet irreducible background events from QCD in top and Higgs searches
  at the Next Linear Collider","16 pages, latex, epsfig, 9 postscript figures bitmapped at 100dpi,
  complete paper including high resolution figures available at
  ftp://axpa.hep.phy.cam.ac.uk/stefano/cavendish_9617 and at
  http://www.hep.phy.cam.ac.uk/theory/papers/ to be published in Zeit. Phys. C","Z.Phys. C75 (1997) 465-469",,"Cavendish-HEP-96/17","hep-ph",,"  Irreducible background effects due to $e^+e^-\to W^\pm + bbjj$ and $e^+e^-\to
W^\pm + jjjj$ events produced via QCD in top-antitop production and heavy Higgs
searches in the bremsstrahlung channel are studied at the Next Linear Collider.
Various distributions relevant to phenomenological analyses are given and
compared to those expected from top and Higgs signals in the decay channel
$b\bar bW^+W^-\to b\bar b W^\pm jj$. This analysis follows similar ones
previously carried out for the case of the irreducible background proceeding
via electroweak interactions
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 15:23:40 GMT""}]","2007-05-23"
"hep-ph/9611435","Smirnov Alexei","A. Yu. Smirnov","Solar neutrino spectroscopy (before and after SuperKamiokande)","20 pages, LaTeX, Talk given at the XVII International conference on
  Neutrino Physics and Astrophysics, Helsinki, Finland, June 13-19, 1996",,,"IC/96/242","hep-ph",,"  Results of solar neutrino spectroscopy based on data from four experiments
are presented. Perspectives related to forthcoming experiments are discussed.
Implications of the results for neutrino properties are considered.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 16:55:12 GMT""}]","2007-05-23"
"hep-th/9611212",,"Vladimir O. Soloviev","On the Difference between Admissible and ""Differentiable"" Hamiltonians","11 pages, Latex, version.sty is used to include both English and
  Russian (KOI-8) equivalent texts, English is the default","Phys.Rev.D55:7973-7976,1997","10.1103/PhysRevD.55.7973","IHEP-96-86","hep-th",,"  It is shown that the Regge-Teitelboim criterion for fixing the unique
boundary contribution to the Hamiltonian compatible with free boundary
conditions should be modified if the Poisson structure is noncanonical. The new
criterion requires cancellation of boundary contributions to the Hamiltonian
equations of motion. In the same time, boundary contributions to the variation
of Hamiltonian are allowed. The Ashtekar formalism for gravity and
hydrodynamics of the ideal fluid with a free surface in the Clebsch variables
are treated as examples.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 20:41:53 GMT""}]","2008-11-26"
"hep-th/9611213",,"G. Dvali and M. Shifman","Dynamical Compactification as a Mechanism of Spontaneous Supersymmetry
  Breaking","This is the final version published in Nuclear Physics B504 (1997)
  127. Compared to v2, minor corrections made in Sect. 2.1","Nucl.Phys. B504 (1997) 127-146","10.1016/S0550-3213(97)00420-3","CERN-TH/96-335, TPI-MINN-96/21-T","hep-th hep-ph",,"  Supersymmetry breaking and compactification of extra space-time dimensions
may have a common dynamical origin if our universe is spontaneously generated
in the form of a four-dimensional topological or non-topological defect in
higher dimensional space-time. Within such an approach the conventional
particles are zero modes trapped in the core of the defect. In many cases
solutions of this type spontaneously break all supersymmetries of the original
theory, so that the low-energy observer from ``our'' universe inside the core
would not detect supersymmetry. Since the extra dimensions are not compact but,
rather, inaccessible to low-energy observers, the usual infinite tower of the
Kaluza-Klein excitations does not exist. Production of superpartners at the
energy scale of SUSY restoration will be accompanied by four-momentum
non-conservation. (Depending on the nature of the solution at hand, the
non-conservation may either happen above some threshold energy or be
continuous). In either case, the door to extra dimensions may be not very far
from the energies accessible at present colliders.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 18:48:04 GMT""},{""version"":""v2"",""created"":""Wed, 11 Dec 1996 15:05:59 GMT""},{""version"":""v3"",""created"":""Thu, 13 Feb 2003 23:57:08 GMT""}]","2009-10-30"
"hep-th/9611214","Akikazu Hashimoto","Akikazu Hashimoto and Igor Klebanov","Scattering of Strings from D-branes","16 pages, 4 figures, LaTeX, espcrc2.sty, psfig.sty, fleqn.sty. Based
  on lectures given by Igor Klebanov at the Trieste Spring School 1996. Minor
  TeX error corrected","Nucl.Phys.Proc.Suppl.55B:118-133,1997","10.1016/S0920-5632(97)00074-1","PUPT-1669","hep-th",,"  We review a number of perturbative calculations describing the interactions
of D-branes with massless elementary string states. The form factors for the
scattering of closed strings off D-branes are closely related to the Veneziano
amplitude. They show that, in interactions with strings, D-branes acquire many
of their physical features: the effective size of D-branes is of order the
string scale and expands with the energy of the probe, while the fixed angle
scattering amplitudes fall off exponentially. We also calculate the leading
process responsible for the absorption of closed strings: the amplitude for a
closed string to turn into a pair of open strings attached to the D-brane. The
inverse of this process describes the Hawking radiation by an excited D-brane.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 22:05:26 GMT""},{""version"":""v2"",""created"":""Sat, 30 Nov 1996 22:10:13 GMT""}]","2010-04-06"
"hep-th/9611215","Ofer Aharony","Ofer Aharony and Micha Berkooz (Rutgers University)","Membrane Dynamics in M(atrix) Theory","20 pages, harvmac","Nucl.Phys.B491:184-200,1997","10.1016/S0550-3213(97)00130-2","RU-96-106","hep-th",,"  We analyze some of the kinematical and dynamical properties of flat infinite
membrane solutions in the conjectured M theory proposed by Banks, Fischler,
Shenker and Susskind. In particular, we compute the long range potential
between membranes and anti-membranes, and between membranes and gravitons, and
compare it with the supergravity results. We also discuss membranes with finite
relative longitudinal velocities, providing some evidence for the eleven
dimensional Lorentz invariance of the theory.
","[{""version"":""v1"",""created"":""Mon, 25 Nov 1996 23:55:57 GMT""}]","2009-09-29"
"hep-th/9611216","Kojima Takeo","T. Kojima, V. Korepin and N. Slavnov","Determinant representation for dynamical correlation functions of the
  Quantum nonlinear Schr\""odinger equation","LaTEX file, 35 pages, to appear in C.M.P. (1997)","Commun.Math.Phys. 188 (1997) 657-689","10.1007/s002200050182",,"hep-th cond-mat math.QA nlin.SI q-alg solv-int",,"  The foundation for the theory of correlation functions of exactly solvable
models is determinant representation. Determinant representation permit to
describe correlation functions by classical completely integrable differential
equations [Barough, McCoy, Wu]. In this paper we show that determinant
represents works not only for free fermionic models. We obtained determinant
representation for the correlation function $<\psi(0,0)\psi^\dagger(x,t)>$ of
the quantum nonlinear Schr\""odinger equation, out of free fermionic point. In
the forthcoming publications we shall derive completely integrable equation and
asymptotic for the quantum correlation function of this model of interacting
fermions.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 07:07:19 GMT""},{""version"":""v2"",""created"":""Wed, 26 Mar 1997 20:37:41 GMT""}]","2016-09-06"
"hep-th/9611217","Wojtek Zakrzewski","A. Kudryavtsev, B. Piette and W.J. Zakrzewski","Mesons, Baryons and Waves in the Baby Skyrmion Model","plain tex : 17 pages, 14 Postscript figures, uses epsf.tex","Eur.Phys.J.C1:333-341,1998","10.1007/BF01245822","DTP-96/17","hep-th",,"  We study various classical solutions of the baby-Skyrmion model in $(2+1)$
dimensions. We point out the existence of higher energy states interpret them
as resonances of Skyrmions and anti-Skyrmions and study their decays. Most of
the discussion involves a highly exited Skyrmion-like state with winding number
one which decays into an ordinary Skyrmion and a Skyrmion-anti-Skyrmion pair.
We also study wave-like solutions of the model and show that some of such
solutions can be constructed from the solutions of the sine-Gordon equation. We
also show that the baby-Skyrmion has non-topological stationary solutions. We
study their interactions with Skyrmions.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 09:56:23 GMT""}]","2015-06-26"
"hep-th/9611219","A. Mikovic","J. Cruz, A. Mikovic and J. Navarro-Salas","A Quantum Model of Schwarzschild Black Hole Evaporation","14 pages, Latex, 2 figures","Phys.Lett.B395:184-190,1997","10.1016/S0370-2693(97)00060-9","FTUV-96-79","hep-th gr-qc",,"  We construct a one-loop effective metric describing the evaporation phase of
a Schwarzschild black hole in a spherically symmetric null-dust model. This is
achieved by quantising the Vaidya solution and by chosing a time dependent
quantum state. This state describes a black hole which is initially in thermal
equilibrium and then the equilibrium is switched off, so that the black hole
starts to evaporate, shrinking to a zero radius in a finite proper time. The
naked singularity appears, and the Hawking flux diverges at the end-point.
However, a static metric can be imposed in the future of the end-point.
Although this end-state metric cannot be determined within our construction, we
show that it cannot be a flat metric.
","[{""version"":""v1"",""created"":""Tue, 26 Nov 1996 14:22:27 GMT""}]","2009-01-16"
