"adap-org/9610001","Henri Waelbroeck","S. Vera and H. Waelbroeck","Symmetry Breaking and Adaptation: The Genetic Code of Retroviral Env
  Proteins","Some typos and presentation problems have been corrected",,,,"adap-org nlin.AO q-bio",,"  Although several synonymous codons can encode the same aminoacid, this
symmetry is generally broken in natural genetic systems. In this article, we
show that the symmetry breaking can result from selective pressures due to the
violation of the synonym symmetry by mutation and recombination. We conjecture
that this enhances the probability to produce mutants that are well-adapted to
the current environment. Evidence is found in the codon frequencies of the HIV
{\it env} protein: the codons most likely to mutate and lead to new viruses
resistant to the current immunological attack, are found with a greater
frequency than their less mutable synonyms.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 22:57:09 GMT""},{""version"":""v2"",""created"":""Wed, 9 Oct 1996 00:16:53 GMT""}]","2008-02-03"
"cond-mat/9610005","Bill Mullin","W. J. Mullin (Department of Physics and Astronomy, University of
  Massachusetts)","Bose-Einstein Condensation in a Harmonic Potential","34 pages, LaTeX, 6 Postscript figures, Submitted to Jour. Low Temp.
  Phys",,"10.1007/BF02395928",,"cond-mat",,"  We examine several features of Bose-Einstein condensation (BEC) in an
external harmonic potential well. In the thermodynamic limit, there is a phase
transition to a spatial Bose-Einstein condensed state for dimension D greater
than or equal to 2. The thermodynamic limit requires maintaining constant
average density by weakening the potential while increasing the particle number
N to infinity, while of course in real experiments the potential is fixed and N
stays finite. For such finite ideal harmonic systems we show that a BEC still
occurs, although without a true phase transition, below a certain
``pseudo-critical'' temperature, even for D=1. We study the momentum-space
condensate fraction and find that it vanishes as 1/N^(1/2) in any number of
dimensions in the thermodynamic limit. In D less than or equal to 2 the lack of
a momentum condensation is in accord with the Hohenberg theorem, but must be
reconciled with the existence of a spatial BEC in D=2. For finite systems we
derive the N-dependence of the spatial and momentum condensate fractions and
the transition temperatures, features that may be experimentally testable. We
show that the N-dependence of the 2D ideal-gas transition temperature for a
finite system cannot persist in the interacting case because it violates a
theorem due to Chester, Penrose, and Onsager.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 09:03:20 GMT""}]","2016-08-31"
"cs/9610101",,"G. Zlotkin, J. S. Rosenschein","Mechanisms for Automated Negotiation in State Oriented Domains","See http://www.jair.org/ for any accompanying files","Journal of Artificial Intelligence Research, Vol 5, (1996),
  163-238",,,"cs.AI",,"  This paper lays part of the groundwork for a domain theory of negotiation,
that is, a way of classifying interactions so that it is clear, given a domain,
which negotiation mechanisms and strategies are appropriate. We define State
Oriented Domains, a general category of interaction. Necessary and sufficient
conditions for cooperation are outlined. We use the notion of worth in an
altered definition of utility, thus enabling agreements in a wider class of
joint-goal reachable situations. An approach is offered for conflict
resolution, and it is shown that even in a conflict situation, partial
cooperative steps can be taken by interacting agents (that is, agents in
fundamental conflict might still agree to cooperate up to a certain point). A
Unified Negotiation Protocol (UNP) is developed that can be used in all types
of encounters. It is shown that in certain borderline cooperative situations, a
partial cooperative agreement (i.e., one that does not achieve all agents'
goals) might be preferred by all agents, even though there exists a rational
agreement that would achieve all their goals. Finally, we analyze cases where
agents have incomplete information on the goals and worth of other agents.
First we consider the case where agents' goals are private information, and we
analyze what goal declaration strategies the agents might adopt to increase
their utility. Then, we consider the situation where the agents' goals (and
therefore stand-alone costs) are common knowledge, but the worth they attach to
their goals is private information. We introduce two mechanisms, one 'strict',
the other 'tolerant', and analyze their affects on the stability and efficiency
of negotiation outcomes.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 00:00:00 GMT""}]","2014-11-17"
"cs/9610102",,"J. R. Quinlan","Learning First-Order Definitions of Functions","See http://www.jair.org/ for any accompanying files","Journal of Artificial Intelligence Research, Vol 5, (1996),
  139-161",,,"cs.AI",,"  First-order learning involves finding a clause-form definition of a relation
from examples of the relation and relevant background information. In this
paper, a particular first-order learning system is modified to customize it for
finding definitions of functional relations. This restriction leads to faster
learning times and, in some cases, to definitions that have higher predictive
accuracy. Other first-order learning systems might benefit from similar
specialization.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 00:00:00 GMT""}]","2014-11-17"
"dg-ga/9609012","Mihaela Manoliu","Mihaela Manoliu","Quantization of symplectic tori in a real polarization","65 pages, AMSLaTeX version 1.2",,"10.1063/1.531970",,"dg-ga hep-th math.DG",,"  We apply the geometric quantization method with real polarizations to the
quantization of a symplectic torus. By quantizing with half-densities we
canonically associate to the symplectic torus a projective Hilbert space and
prove that the projective factor is expressible in terms of the
Maslov-Kashiwara index. As in the quantization of a linear symplectic space, we
have two ways of resolving the projective ambiguity: (i) by introducing a
metaplectic structure and using half-forms in the definition of the Hilbert
space; (ii) by choosing a 4-fold cover of the Lagrangian Grassmannian of the
linear symplectic space covering the torus. We show that the Hilbert space
constructed through either of these approaches realizes a unitary
representation of the integer metaplectic group.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 23:31:14 GMT""}]","2009-10-28"
"funct-an/9609004","Rainer Verch","Rainer Verch","Continuity of symplectically adjoint maps and the algebraic structure of
  Hadamard vacuum representations for quantum fields on curved spacetime","42 pages, LaTeX. The Def. 3.3 was incomplete and this has been
  corrected. Several misprints have been removed. All results and proofs remain
  unchanged","Rev.Math.Phys. 9 (1997) 635-674","10.1142/S0129055X97000233",,"funct-an gr-qc math-ph math.FA math.MP",,"  We derive for a pair of operators on a symplectic space which are adjoints of
each other with respect to the symplectic form (that is, they are sympletically
adjoint) that, if they are bounded for some scalar product on the symplectic
space dominating the symplectic form, then they are bounded with respect to a
one-parametric family of scalar products canonically associated with the
initially given one, among them being its ``purification''. As a typical
example we consider a scalar field on a globally hyperbolic spacetime governed
by the Klein-Gordon equation; the classical system is described by a symplectic
space and the temporal evolution by symplectomorphisms (which are
symplectically adjoint to their inverses). A natural scalar product is that
inducing the classical energy norm, and an application of the above result
yields that its ``purification'' induces on the one-particle space of the
quantized system a topology which coincides with that given by the two-point
functions of quasifree Hadamard states. These findings will be shown to lead to
new results concerning the structure of the local (von Neumann)
observable-algebras in representations of quasifree Hadamard states of the
Klein-Gordon field in an arbitrary globally hyperbolic spacetime, such as local
definiteness, local primarity and Haag-duality (and also split- and type
III_1-properties). A brief review of this circle of notions, as well as of
properties of Hadamard states, forms part of the article.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 16:10:18 GMT""},{""version"":""v2"",""created"":""Mon, 18 Nov 1996 11:41:28 GMT""}]","2009-10-28"
"gr-qc/9609073","Fernando Lombardo","Fernando C. Lombardo and Francisco D. Mazzitelli","Einstein-Langevin Equations from Running Coupling Constants","10 pages, RevTex file, no figures","Phys.Rev.D55:3889-3892,1997","10.1103/PhysRevD.55.3889",,"gr-qc",,"  The Einstein-Langevin equations take into account the backreaction of quantum
matter fields on the background geometry. We present a derivation of these
equations to lowest order in a covariant expansion in powers of the curvature.
For massless fields, the equations are completely determined by the running
coupling constants of the theory.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 17:04:07 GMT""}]","2014-11-17"
"gr-qc/9610001","Ho JeongWon","Jeongwon Ho, Yongduk Kim and Young-Jai Park","On the Entropy of Minimally Coupled and Non-minimally Coupled Gravities","latex, 11 pages, no figures, 1 reference is added","Mod.Phys.Lett. A11 (1996) 2037","10.1142/S0217732396002022",,"gr-qc",,"  We investigate whether the gravitational thermodynamic properties of the
scalar-tensor theory of gravity are affected by the conformal transformation or
not. As an explicit example, we consider an electrically charged static
spherical black hole in the 4-dimensional low energy effective theory of
bosonic string.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 07:13:22 GMT""},{""version"":""v2"",""created"":""Thu, 17 Oct 1996 07:39:29 GMT""}]","2009-10-28"
"gr-qc/9610002","Ladygin V. P.","V.P. Ladygin, N.B. Ladygina (LHE-JINR, Dubna, Moscow Region, Russia)","Full determination of the $dp$ backward elastic scattering matrix
  element","15 pages, LaTeX","J.Phys.G23:847-856,1997","10.1088/0954-3899/23/7/009","E1-96-322","gr-qc",,"  The model independent analysis of the $dp$ elastic scattering in the
collinear geometry has been performed. It is shown that the measurements of 10
polarization observables of the first and second order realize the complete
experimental program on the determination of the amplitudes of the $dp$
backward elastic scattering reaction.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 14:48:03 GMT""}]","2016-08-31"
"hep-lat/9610001","Neda Sadooghi","Neda Sadooghi, Heinz J. Rothe","Continuum Behaviour of Lattice QED, Discretized with One-Sided Lattice
  Differences, in One-Loop Order","3 figures, Latex, revised version: Addition of a reference, and of a
  sentence in the abstract and conclusion","Phys. Rev. D 55, 6749 (1997)","10.1103/PhysRevD.55.6749","HD-THEP-96-39","hep-lat",,"  A lattice action for QED is considered, where the derivatives in the Dirac
operator are replaced by one-sided lattice differences. A systematic expansion
in the lattice spacing of the one-loop contribution to the fermion self energy,
vacuum polarization tensor and vertex function is carried out for an arbitrary
choice of one-sided lattice differences. It is shown that only the vacuum
polarization tensor possesses the correct continuum limit, while the fermion
self energy and vertex function receive non-covariant contributions. A lattice
action, discretized with a fixed choice of one-sided lattice differences
therefore does not define a renormalizable field theory. The non-covariant
contributions can however be eliminated by averaging the expressions over all
possible choices of one-sided lattice differences.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 15:27:12 GMT""},{""version"":""v2"",""created"":""Fri, 15 Nov 1996 13:47:46 GMT""}]","2016-08-24"
"hep-ph/9609525",,"A.P. Szczepaniak and E.S. Swanson","From Current to Constituent Quarks: a Renormalization Group Improved
  Hamiltonian-based Description of Hadrons","36 pages, RevTeX, 5 ps figures included","Phys.Rev. D55 (1997) 1578-1591","10.1103/PhysRevD.55.1578",,"hep-ph",,"  A model which combines the perturbative behavior of QCD with low energy
phenomenology in a unified framework is developed. This is achieved by applying
a similarity transformation to the QCD Hamiltonian which removes interactions
between the ultraviolet cutoff and an arbitrary lower scale. Iteration then
yields a renormalization group improved effective Hamiltonian at the hadronic
energy scale. The procedure preserves the standard ultraviolet behavior of QCD.
Furthermore, the Hamiltonian evolves smoothly to a phenomenological low energy
behavior below the hadronic scale. This method has the benefit of allowing
radiative corrections to be directly incorporated into nonperturbative
many-body techniques. It is applied to Coulomb gauge QCD supplemented with a
low energy linear confinement interaction. A nontrivial vacuum is included in
the analysis via a Bogoliubov-Valatin transformation. Finally, the formalism is
applied to the vacuum gap equation, the quark condensate, and the dynamical
quark mass.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 17:04:57 GMT""}]","2009-10-28"
"hep-ph/9609526","Matthias Heyssler","Matthias Heyssler and Vassilis C. Spanos (Department of Physics,
  Durham)","Testing a Model with extra Vector Fermions at the LEP2 Collider","12 pages, LaTeX source file, 3 figures, uses epsf.sty","Mod.Phys.Lett.A12:393-402,1997","10.1142/S0217732397000406","DTP/96/86","hep-ph",,"  Our aim is to test a model recently presented, motivated by the reported
$R_b$ and $R_c$ ``crisis"", which contains extra vector fermions. We suggest an
alternative indirect test of the possible existence of new heavy quark flavours
at the LEP2 collider, which turns out to give the clearest signal. We calculate
$q\bar{q}$ cross sections within this framework, including one loop
corrections, and find measurable differences compared to the Standard Model
predictions.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 17:42:20 GMT""}]","2011-01-25"
"hep-ph/9609527","Daniel Cormier","D. Boyanovsky, D. Cormier, H.J. de Vega, R. Holman, A. Singh and M.
  Srednicki","Preheating in FRW Universes","6 pages, RevTex, 2 epsf figures",,,"UCSBTH-96-23; CMU-HEP-96-10; DOR-ER/40682-121; PITT-96-2235;
  LPTHE-96- 40","hep-ph astro-ph",,"  The nonlinear time evolution of the quantum fields is studied in the O(N)
model for large N in a radiation dominated FRW universe, with a view towards
the phenomenon of explosive particle production due to either spinodal
instabilities or parametric amplification, i.e. preheating. Quantum
backreaction effects due to the produced particles are included consistently
within the large N approximation. We find that preheating persists when the
expansion is included, although the amount of particle production is reduced
compared to the values found in Minkowski space. We also see that the behavior
of the evolving zero mode is very different from that in Minkowski space,
though the late time behavior in all cases is determined by a sum rule that
implies the existence of Goldstone bosons in the final state.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 17:44:56 GMT""}]","2007-05-23"
"hep-ph/9609528","Ralf Hempfling","Ralf Hempfling","Neutrino properties and SUSY without $R$-parity","4 pages, 3 PS-fig, LATEX, uses world-sci.sty",,,"MPI-PhT/96-104 and UCDPHY-96-27 to appear in the Proceedings of the
  VIIIth Rencontres de Blois: ""Neutrinos, Dark Matter and the Universe"", Blois,
  France (June 8-12, 1996)","hep-ph",,"  In supersymmetric models without $R$-parity neutrinos naturally become
massive and mix with each other. We explore the predictions of a very
restricted model with only three free parameters and find that this model
naturally yields masses and mixing angles compatible with experimental results
from solar and atmospheric neutrino experiments. Furthermore, there is a tiny
region in parameter space where the solution to the solar neutrino puzzle is
compatible with either the LSND result or the existence of significant hot dark
matter neutrinos.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 21:31:20 GMT""}]","2007-05-23"
"hep-ph/9609529","Sandip Trivedi","E. Poppitz and S.P. Trivedi","New Models of Gauge and Gravity Mediated Supersymmetry Breaking","Revised discussion of communication of supersymmetry breaking, 24
  pages, LaTeX","Phys.Rev.D55:5508-5519,1997","10.1103/PhysRevD.55.5508","EFI-96-35; Fermilab-Pub-96/338-T","hep-ph hep-th",,"  We show that supersymmetry breaking in a class of theories with SU(N) x
SU(N-2) gauge symmetry can be studied in a calculable sigma model. We use the
sigma model to show that the supersymmetry breaking vacuum in these theories
leaves a large subgroup of flavor symmetries intact, and to calculate the
masses of the low-lying states. By embedding the Standard Model gauge groups in
the unbroken flavor symmetry group we construct a class of models in which
supersymmetry breaking is communicated by both gravitational and gauge
interactions. One distinguishing feature of these models is that the messenger
fields, responsible for the gauge mediated communication of supersymmetry
breaking, are an integral part of the supersymmetry breaking sector. We also
show how, by lowering the scale that suppresses the nonrenormalizable
operators, a class of purely gauge mediated models with a combined
supersymmetry breaking-cum-messenger sector can be built. We briefly discuss
the phenomenological features of the models we construct.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 21:37:25 GMT""},{""version"":""v2"",""created"":""Mon, 23 Dec 1996 22:43:18 GMT""}]","2011-05-05"
"hep-ph/9609530","Alexey Petrov","John F. Donoghue, Eugene Golowich, and Alexey A. Petrov (University of
  Massachusetts)","Final state rescattering as a contribution to $B \to \rho \gamma$","15 pages, RevTex, 3 figures","Phys.Rev. D55 (1997) 2657-2662","10.1103/PhysRevD.55.2657","UMHEP-433","hep-ph hep-ex",,"  We provide a new estimate of the long-distance component to the radiative
transition $B \to \rho \gamma$. Our mechanism involves the soft-scattering of
on-shell hadronic products of nonleptonic $B$ decay, as in the chain $B \to
\rho\rho \to \rho\gamma$. We employ a phenomenological fit to scattering data
to estimate the effect. The specific intermediate states considered here modify
the $B \to \rho \gamma$ decay rate at roughly the $5 \to 8%$ level, although
the underlying effect has the potential to be larger. Contrary to other
mechanisms of long distance physics which have been discussed in the
literature, this yields a non-negligible modification of the $B^0 \to \rho^0
\gamma$ channel and hence will provide an uncertainty in the extraction of
$V_{td}$. This mechanism also affects the isospin relation between the rates
for $B^- \to \rho^-\gamma$ and $B^0 \to \rho^0 \gamma$ and may generate CP
asymmetries at experimentally observable levels.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 21:44:34 GMT""}]","2009-10-28"
"hep-ph/9609531","Marc Kamionkowski","Marc Kamionkowski","Particle Dark Matter","13 pages, ReVTeX, to appear in the proceedings of the VIIIth
  Rencontres de Blois, Neutrinos, Dark Matter, and the Universe, June 8--12,
  1996, Blois, France (fixed preprint number)",,,"CU-TP-786, CAL-616","hep-ph astro-ph",,"  Several ideas for new physics beyond the standard model may provide particle
candidates for the dark matter in the Galactic halo. The two leading candidates
are an axion and a weakly-interacting massive particle (WIMP), such as the
neutralino in supersymmetric extensions of the standard model. Several
possibilities for detection of such particles are discussed. An assessment of
the relative merits of various WIMP-detection techniques is given. I then
review the prospects for improving our knowledge of the amount, distribution,
and nature of the dark matter in the Universe from future maps of the cosmic
microwave background.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 18:16:20 GMT""},{""version"":""v2"",""created"":""Tue, 1 Oct 1996 11:30:59 GMT""}]","2008-02-03"
"hep-ph/9610201","Indranil","Indranil Dasgupta (Boston University) and Ryan Rohm (University of
  North Carolina)","Binary String Dynamics","10 pages, plain TeX, uses harvmac and epsf, 1 postscript figure","Phys.Rev.D55:2504-2507,1997","10.1103/PhysRevD.55.2504","BUHEP-96-39","hep-ph",,"  In this paper we investigate the dynamical properties of binary cosmic
strings. We find extrinsic curvature dependence of the string action and show
that kinks on binary strings are eroded while cusps can play a major role in
their evolution.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 00:39:27 GMT""}]","2014-11-17"
"hep-ph/9610202","Giovanni Amelino-Camelia","G. Amelino-Camelia, J.D. Bjorken, and S.E. Larsson","Disoriented Chiral Condensates in Hadron-Hadron Collisions","9 pages, LaTex. Presented by G. Amelino-Camelia at the 10th
  International Conference on Problems of Quantum Field Theory, Alushta,
  Crimea, Ukraine, May 13-18, 1996. To appear in the proceedings",,,"OUTP-96-53P CERN-TH/96-246","hep-ph",,"  We review recent progress in the description and understanding of disoriented
chiral condensates. Certain important unsolved issues are underlined, and the
preliminary results of our program of investigation of these issues in the
framework of the classical linear sigma model are reported. We also briefly
review a formalism which could be useful at the full non-equilibrium quantum
field theory level of analysis.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 09:58:01 GMT""}]","2007-05-23"
"hep-ph/9610203","Johannes Bluemlein","J. Bl\""umlein and A. Vogt","The Effect of Small-x Resummations on the Evolution of Polarized
  Structure Functions","5 pages Latex, containing 4 eps-figures, To appear in the Proceedings
  of the 12th Intern. Symposium on High-Energy Spin Physics, Amsterdam, 10-14
  Sept. 1996, (World Scientific, Singapore, 1996)",,,,"hep-ph",,"  The impact of the resummation of leading small-$x$ terms in the anomalous
dimensions is briefly summarized for the evolution of non--singlet and singlet
polarized structure functions.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 13:46:04 GMT""}]","2007-05-23"
"hep-ph/9610204","Sergio Lupia","V. A. Khoze (1,2), S. Lupia (3), W. Ochs (3) ((1) Univ. of Durham, (2)
  Inst. Nucl. Phys., St. Petersburg, (3) Max-Planck-Inst. fuer Physik, Munich)","QCD coherence and the soft limit of the energy spectrum","LaTeX2e, 16 pages, 3 figures, uses epsfig.sty","Phys.Lett. B394 (1997) 179-187","10.1016/S0370-2693(96)01668-1","DTP/96/90, MPI-PhT/96-92","hep-ph",,"  The analytical perturbative approach, if taken to the limit of its
applicability, allows one to predict an energy independent limit for the
one-particle invariant density in QCD jets E dn/d^3p at very small momenta p.
This is a direct consequence of the colour coherence in soft gluon branching.
The existing data on the charged and identified particle inclusive spectra
follow this prediction surprisingly well. Further tests of the perturbatively
based picture in the soft region are discussed.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 08:30:34 GMT""}]","2009-10-28"
"hep-ph/9610205","Thomas Weigl","L. Mankiewicz, T. Weigl (TU Munich)","Combining Lattice QCD Results with Regge Phenomenology in a Description
  of Quark Distribution Functions","LaTeX, 17 pages including 7 figures, shorter version will appear in
  Phys. Lett. B","Phys.Lett. B389 (1996) 334-340","10.1016/S0370-2693(96)01274-9","TUM/T39-96-21","hep-ph",,"  The most striking feature of quark distribution functions transformed to the
longitudinal distance representation is the recognizable separation of small
and large longitudinal distances. While the former are responsible for the
average properties of parton distributions, the latter can be shown to
determine specifically their small-$x$ behavior. In this paper we demonstrate
how the distribution at intermediate longitudinal distances can be approximated
by taking into account constraints which follow from the general properties of
parton densities, such as their support and behavior at $x \to 1$. We show that
the combined description of small, intermediate, and large longitudinal
distances allows a good approximation of both shape and magnitude of parton
distribution functions. As an application we have calculated low-virtuality C
even and odd (valence) u and d quark parton densities of the nucleon and the
C-even transversity distribution $h_1(x)$, combining recent QCD sum rules and
lattice QCD results with phenomenological information about their small-$x$
behavior.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 09:04:46 GMT""}]","2009-10-28"
"hep-ph/9610206",,"V. Barone, M. Genovese","Longitudinal and Transverse Nuclear Shadowing","latex, 6 pages",,,,"hep-ph",,"  Nuclear shadowing arises from multiple scattering of the hadronic
fluctuations of the virtual photon in a nucleus. We predict different
longitudinal and transverse shadowing and an A-dependence of R which can be up
to a 50% effect. The possibility of detecting nuclear effects on R at HERA is
discussed.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 10:45:06 GMT""}]","2007-05-23"
"hep-ph/9610208",,"Joao P. Silva (CFNUL) and L. Wolfenstein (CMU)","Detecting New Physics from CP-violating phase measurements in B decays","6 pages, Latex, no figures","Phys.Rev. D55 (1997) 5331-5333","10.1103/PhysRevD.55.5331","CFNUL/96-09 and CMU-HEP96-13","hep-ph",,"  The standard CKM model can be tested and New Physics detected using only
CP-violating phase measurements in B decays. This requires the measurement of a
phase factor which is small in the Standard Model, in addition to the usual
large phases $\beta$ and $\gamma$. We also point out that identifying
violations of the unitarity of the CKM matrix is rather difficult, and cannot
be done with phase measurements alone.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 13:50:07 GMT""}]","2016-09-06"
"hep-ph/9610209",,"Markus Peter","The static quark-antiquark potential in QCD to three loops","Latex, 11 pages, 3 figures included. The complete paper, including
  figures, is also available via anonymous ftp at
  ftp://ttpux2.physik.uni-karlsruhe.de/ , or via www at
  http://www-ttp.physik.uni-karlsruhe.de/cgi-bin/preprints/ . Revised version,
  essentially identical to the version published in Physical Review Letters","Phys.Rev.Lett. 78 (1997) 602-605","10.1103/PhysRevLett.78.602","TTP96-37","hep-ph",,"  The static potential between an infinitely heavy quark and antiquark is
derived in the framework of perturbative QCD to three loops by performing a
full calculation of the two-loop diagrams and using the renormalization group.
The contribution of massless fermions is included.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 12:57:28 GMT""},{""version"":""v2"",""created"":""Tue, 4 Feb 1997 14:29:50 GMT""}]","2009-10-28"
"hep-ph/9610210","Rudolf Baier","R. Baier, M. Dirks and K. Redlich","Thermal Dileptons from pi - rho Interactions in a Hot Pion Gas","21 pages LaTeX, 8 figs with epsfig.sty macro included","Phys.Rev. D55 (1997) 4344-4354","10.1103/PhysRevD.55.4344","BI-TP 96/33, GSI - 96 - 43","hep-ph",,"  A systematic study of low mass dilepton production from $\pi-\rho$
interactions in a hot medium is presented. Applying finite temperature
perturbation theory the dilepton rate, respectively the virtual photon rate, is
computed up to order $g_\rho^2$. For dilepton masses below the $\rho$ the
two-body reactions $\pi\pi\to \rho \gamma^*$, $\pi\rho\to \pi \gamma^*$, and
the decay process $\rho \to \pi \pi \gamma^*$ give significant contributions.
Non-equilibrium contributions to the thermal rate are estimated, including the
modification of the particle distribution function with non-zero pion chemical
potential. The comparison of the dilepton rate with the recent data measured in
nucleus-nucleus collisions at SPS energy by the CERES Collaboration is also
performed. It is shown that the additional thermal dileptons from $\pi-\rho$
interactions can partially account for the access of the soft dilepton yield
seen experimentally.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 14:31:40 GMT""}]","2009-10-28"
"hep-th/9609232","Jens Hoppe","Jens Hoppe","On Zero-Mass Bound States in Super-Membrane Models","6 pages Latex",,,,"hep-th",,"  For the simplest case of a supermembrane matrix model, various symmetry
reductions are given, with the fermionic contribution(s) (to an effective
Schr\""odinger equation) corresponding to an attractive $\delta$-function
potential (towards zero-area configurations). The differential equations are
real, and are shown not to admit square-integrable real solutions (even when
allowing non-vanishing boundary conditions at infinity). Complex solutions,
however, are not excluded by this argument.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 16:15:24 GMT""}]","2007-05-23"
"hep-th/9609233","Peter Bowcock","P. Bowcock (Durham University)","Classical backgrounds and scattering for affine Toda theory on a
  half-line","Latex document, 28 pages, 3 figures included","JHEP 9805:008,1998","10.1088/1126-6708/1998/05/008","DTP 96-37","hep-th",,"  We find classical solutions to the simply-laced affine Toda equations which
satisfy integrable boundary conditions using solitons which are analytically
continued from imaginary coupling theories. Both static `vacuum' configurations
and the time-dependent perturbations about them which correspond to classical
vacua and particle scattering solutions respectively are considered. A large
class of classical scattering matrices are calculated and found to satisfy the
reflection bootstrap equation.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 16:49:41 GMT""}]","2010-02-03"
"hep-th/9609234","Marika M. Taylor-Robinson","Marika Taylor-Robinson (DAMTP, University of Cambridge)","Semi-classical stability of supergravity vacua","41 pages, LaTeX","Phys.Rev.D55:4822-4838,1997","10.1103/PhysRevD.55.4822",,"hep-th",,"  The existence of instantonic decay modes would indicate a semi-classical
instability of the vacua of ten and eleven dimensional supergravity theories.
Decay modes whose spin structures are incompatible with those of supersymmetric
vacua have previously been constructed, and we present generalisations
including those involving non trivial dilaton and antisymmetric tensor fields.
We then show that the requirement that any instanton describing supersymmetric
vacuum decay should admit both a zero momentum hypersurface from which we
describe the subsequent Lorentzian evolution and a spin structure at infinity
compatible with the putative vacuum excludes all such decay modes, except those
with unphysical energy momentum tensors which violate the dominant energy
condition.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 18:25:56 GMT""}]","2008-11-26"
"hep-th/9609235","Valerie Nowak","Stephen L. Adler and Jeeva Anandan","Nonadiabatic Geometric Phase in Quaternionic Hilbert Space","14 pages, plain Tex, no figures","Found.Phys. 26 (1996) 1579-1589","10.1007/BF02282121","IASSNS-HEP-96/89","hep-th",,"  We develop the theory of the nonadiabatic geometric phase, in both the
Abelian and non-Abelian cases, in quaternionic Hilbert space.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 18:34:08 GMT""}]","2009-10-30"
"hep-th/9609236","Jordi Comellas","Jordi Comellas","Exact Renormalization Group with Fermions","8 pages, LaTeX with sprocl.sty, talk given at RG96, Dubna",,,,"hep-th cond-mat hep-ph",,"  The development of the Exact Renormalization Group for fermionic theories is
presented, together with its application to the chiral Gross-Neveu model. We
focus on the reliability of various approximations, specifically the derivative
expansion and further truncations in the number of fields. The main differences
with bosonic theories are discussed.
","[{""version"":""v1"",""created"":""Tue, 1 Oct 1996 04:08:36 GMT""}]","2007-05-23"
"hep-th/9609237","Dr R. Szabo","Richard J. Szabo and John F. Wheater","Curvature Matrix Models for Dynamical Triangulations and the
  Itzykson-DiFrancesco Formula","37 pages LaTeX; Some clarifying comments added, last Section
  rewritten","Nucl.Phys. B491 (1997) 689-723","10.1016/S0550-3213(97)00045-X","OUTP-96-56P","hep-th",,"  We study the large-N limit of a class of matrix models for dually weighted
triangulated random surfaces using character expansion techniques. We show that
for various choices of the weights of vertices of the dynamical triangulation
the model can be solved by resumming the Itzykson-Di Francesco formula over
congruence classes of Young tableau weights modulo three. From this we show
that the large-N limit implies a non-trivial correspondence with models of
random surfaces weighted with only even coordination number vertices. We
examine the critical behaviour and evaluation of observables and discuss their
interrelationships in all models. We obtain explicit solutions of the model for
simple choices of vertex weightings and use them to show how the matrix model
reproduces features of the random surface sum. We also discuss some general
properties of the large-N character expansion approach as well as potential
physical applications of our results.
","[{""version"":""v1"",""created"":""Mon, 30 Sep 1996 19:50:10 GMT""},{""version"":""v2"",""created"":""Wed, 18 Dec 1996 13:46:52 GMT""}]","2009-10-30"
