"alg-geom/9612012","Rolf Schimmrigk","Rolf Schimmrigk","Scaling Behavior on the Space of Calabi-Yau Manifolds","11 pages, 4 eps figs Latex",,,"BONN-TH-96-13","alg-geom hep-th math.AG",,"  Recent work is reviewed which suggests that certain universal quantities,
defined for all Calabi-Yau manifolds, exhibit a specific behavior which is not
present for general K\""ahler manifolds. The variables in question, natural from
a mathematical perspective, are of physical importance because they determine
aspects of the low-energy string physics in four dimensions, such as Yukawa
couplings and threshold corrections. It is shown that these quantities,
evaluated on the complete class of Calabi-Yau hypersurfaces in weighted
projective 4-space, exhibit scaling behavior with respect to a new scaling
variable. (To appear in Mirror Symmetry II.)
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 16:46:01 GMT""},{""version"":""v2"",""created"":""Fri, 13 Dec 1996 19:18:59 GMT""}]","2008-02-03"
"hep-ex/9612012","Bruce Schumm","P. N. Burrows (MIT), L. Dixon (SLAC), A. X. El-Khadra (University of
  Illinois, Urbana), J. W. Gary (University of California, Riverside), W. Giele
  (Fermilab), D. A. Harris (University of Rochester), S. Ritz (Columbia
  University), B. A. Schumm (University of California, Santa Cruz)","Prospects for the Precision Measurement of Alpha_S","14 pages, Latex2e, 5 eps figures, need snow2ex.cls","ECONF C960625:QCD180,1996",,"SLAC-PUB-7371, ILL-TH-96-10, SCIPP 96/56, UCRHEP-E180","hep-ex",,"  The prospects for the measurement of the strong coupling constant
alpha_msbar(M_Z) to a relative uncertainty of 1% are discussed. Particular
emphasis is placed on the implications relating to future High Energy Physics
facilities.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 18:37:34 GMT""},{""version"":""v2"",""created"":""Fri, 13 Dec 1996 01:57:28 GMT""}]","2010-11-15"
"hep-ex/9612013","Bruce Schumm","Bruce A. Schumm (University of California, Santa Cruz)","Identification of a sample of e+e- -> qq Events For the Precise
  Measurement of Alpha_S in High Energy Electron Positron Colliders","10 pages, Phyzzx, 7 eps figures, need psfig-nora.tex",,,"SCIPP 96/45","hep-ex",,"  Based on the PYTHIA physics simulation package, and a fast simulation of the
proposed detector for the Next Linear Collider, a set of cuts is identified
which leads to a sample of e+e- -> qq events appropriate for the precise
measurement of alpha_s in e+e- annihilation at sqrt(s) = 500 GeV/c^2. Using
these cuts, the systematic uncertainty on alpha_s associated with correcting
for selection cut biases and remaining non-e+e- -> qq (q ^= t) contamination is
expected to be less than +/- 1%. This work was done as part of a study of the
prospects for the precise measurement of alpha_s at future High Energy Physics
facilities, undertaken for the 1996 Snowmass Workshop on New Directions in High
Energy Physics.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 19:11:43 GMT""},{""version"":""v2"",""created"":""Fri, 13 Dec 1996 01:56:07 GMT""}]","2008-02-03"
"hep-ph/9612339","Thorsten Ohl","Christopher Balzereit and Thorsten Ohl (TH Darmstadt)","Heavy Quark Effective Field Theory at O(1/m_Q^2). II. QCD Corrections to
  the Currents","14 pages, LaTeX (using amsmath.sty)","Phys.Lett. B398 (1997) 365-373","10.1016/S0370-2693(97)00241-4","IKDA 96/12","hep-ph",,"  We present a calculation of the renormalized heavy-light and heavy-heavy
currents in HQET at order O(1/m_Q^2).
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 17:55:45 GMT""}]","2009-10-30"
"hep-ph/9612340","Christoph Greub","C. Greub and P. Minkowski","Heavy Majorana neutrinos in e^-e^- collisions","18 pages with 7 postscript figures included, uses epsfig.sty","ECONF C960625:NEW149,1996; Int.J.Mod.Phys.A13:2363-2381,1998","10.1142/S0217751X98001153","DESY 96-253, BUTP-96/28","hep-ph",,"  We discuss the process $e^-e^- \to W^- W^-$ mediated by heavy Majorana
neutrino exchange in the t- and u channel. In our model the cross section for
this reaction is a function of the masses (m_N) of the heavy Majorana neutrinos
and mixing parameters (U_{eN}) originating from mixing between the ordinary
left-handed standard model neutrinos and additional singlet right-handed
neutrino fields. Taking into account the standard model background and
contraints from low energy measurements, we present discovery limits in the
(m_N,U_{eN}^2) plane. We also discuss how to measure in principle the CP
violating phases, i.e., the relative phases between the mixing parameters.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 18:34:04 GMT""}]","2014-11-17"
"hep-ph/9612341","Theodore Tomaras","T.N. Tomaras","Metastable Defects in Generic Extensions of the Standard Model","9 pages, Latex, 4 figures. To appear in the Proceedings of the
  Conference QUARKS-96, Yaroslavl, Russia, 5-11 May 1996",,,"Crete-96/18","hep-ph",,"  The main features of the recently found classically stable quasi-topological
membranes and strings in generic, topologically trivial and weakly coupled
two-Higgs extensions of the standard model are briefly reviewed. A variety of
localized solutions in the same model are also presented.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 18:41:16 GMT""}]","2007-05-23"
"hep-ph/9612342","Mikulas Gintner","Mikulas Gintner and Stephen Godfrey","t tbar Production via Vector Boson Fusion at High Energy e^+ e^-
  Colliders","submitted to Snowmass'96, 5 pages, LaTeX2e, 6 figures (eps)","ECONF C960625:STC130,1996",,"OCIP/C-96-5","hep-ph",,"  We examine t tbar production via vector boson fusion at high energy e^+ e^-
colliders using the effective vector-boson approximation. We show cross
sections as functions of CM energy for various Higgs masses ranging from 100
GeV up to 1 TeV, and also for M_H = infinity which corresponds to the LET. We
give expressions for sigma(V_i V_j -> t tbar) in the 2M_(W,Z)/sqrt(s) = 0
approximation and show how this approximation effects the results.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 19:58:50 GMT""}]","2011-03-02"
"hep-ph/9612343","Alex Kovner","Alex Kovner","Dual Superconductivity. Variations on a Theme","14 pages, latex, no figures, to be published in the special issue of
  Foundations of Physics dedicated to Larry Horwitz","Found.Phys. 27 (1997) 101-111","10.1007/BF02550159","UMN-TH-1513-96, TPI-MINN-96/16-T","hep-ph hep-lat hep-th",,"  It is pointed out that the low energy effective theory that describes the low
lying glueballs of the pure Yang Mills theory sustains static classical
stringlike solutions. We suggest that these objects can be identified with the
QCD flux tubes and their energy per unit length with the string tension.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 20:22:02 GMT""}]","2009-10-30"
"hep-ph/9612344","Ralph Engel","F.W. Bopp (Univ. Siegen), R. Engel (Univ. Leipzig and Univ. Siegen),
  and A. Rostovtsev (LPNHE Paris Universite Paris VI, and ITEP Moscow)","Hadronic photon interactions at high energies","LaTeX, 6 pages, 6 ps-figs, sprocl.sty, talk given by R. Engel at
  ""XXVI International Symposium on Multiparticle Dynamics"" held in Faro,
  Portugal, September 1996",,,"SI 96-12","hep-ph",,"  A simple phenomenological introduction to the physics of multi-pomeron
exchange amplitudes in connection with the Abramovski-Gribov-Kancheli (AGK)
cutting rules is given. The AGK cutting rules are applied to obtain qualitative
and quantitative predictions on multiparticle production at high energies. On
this basis, particle production in hadron-hadron scattering, photoproduction,
and in particular the transition to deep-inelastic scattering is discussed.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 20:21:38 GMT""}]","2007-05-23"
"hep-ph/9612345","Piotr Raczka","P. A. Raczka (ITP, Warsaw University/CPT, Univ. of Durham)","QCD tests in tau decays with optimized perturbation expansion","6 pages in LateX, 4 PostScript figures embedded in text, uses
  espcrc2.sty (included), to appear in the Proceedings of the Fourth
  International Workshop on Tau Lepton Physics, 16-19 September 1996, Estes
  Park, Colorado, U.S.A","Nucl.Phys.Proc.Suppl. 55C (1997) 403-408","10.1016/S0920-5632(97)00236-3","IFT-26/96","hep-ph",,"  The next-to-next-to-leading order perturbative QCD corrections to R_tau and
the higher moments of the invariant mass distribution in the hadronic tau
decays are considered. The renormalization scheme dependence of these
corrections is discussed. The optimized predictions are obtained, using the
principle of minimal sensitivity as a guide to select the preferred
renormalization scheme. A simplified fit is performed, using R_tau and
R^12_tau, to see how the use of the optimized expansion may affect the
determination of the alpha_s and the dimension six condensates from the
experimental data.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 20:58:23 GMT""}]","2009-10-30"
"hep-ph/9612346","Marta Losada","Glennys R. Farrar and Marta Losada","SUSY and the Electroweak Phase Transition","17 pages, 6 figures, uses epsf","Phys.Lett. B406 (1997) 60-65","10.1016/S0370-2693(97)00663-1","RU-96-26","hep-ph",,"  We analyze the effective 3 dimensional theory previously constructed for the
MSSM and multi-Higgs models to determine the regions of parameter space in
which the electroweak phase transition is sufficiently strong for a $B+L$
asymmetry to survive in the low temperature phase. We find that the inclusion
of all supersymmetric scalars and all 1-loop corrections has the effect of
enhancing the strength of the phase transition. Without a light stop or
extension of the MSSM the phase transition is sufficiently first order only if
the lightest Higgs mass $M_{h}\lsi 70$ GeV and $tan\beta\lsi 1.75$.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 22:43:19 GMT""}]","2009-10-30"
"hep-ph/9612347",,"A.V. Smilga","Physics of Thermal QCD","Final version of the review to be published in Physics Reports","Phys.Rept.291:1-106,1997","10.1016/S0370-1573(97)00014-8","TPI-MINN-96/23, NUC-MINN-96/21-T","hep-ph",,"  We give a review of modern theoretical understanding of the physics of QCD at
finite temperature. Three temperature regions are studied in details: the low
temperature region where the system presents a rarefied pion gas and its
properties are described by chiral perturbation theory, the high temperature
region where the system is adequately described in terms of quarks and gluons,
and the intermediate region where phase transition occurs in some variants of
the theory.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 00:54:13 GMT""},{""version"":""v2"",""created"":""Mon, 17 Feb 1997 00:23:49 GMT""},{""version"":""v3"",""created"":""Thu, 10 Jul 1997 15:10:02 GMT""}]","2008-11-26"
"hep-ph/9612348",,"Michael Melles (SLAC)","Exact Results on O(alpha^2) Single Bremsstrahlung Corrections to Low
  Angle Bhabha Scattering at LEP/SLC Energies","needs latest version of latex2e (otherwise press enter five times),59
  pages,8 figures (eps),bbl file included. To be published in Acta Physica
  Polonica.","Acta Phys.Polon.B28:1159-1206,1997",,"SLAC-PUB 7383","hep-ph",,"  In this thesis exact results on O(alpha^2) single bremsstrahlung corrections
to low angle Bhabha scattering at LEP/SLC energies are given. The calculation
represents the last outstanding theoretical second order subleading electroweak
contribution for that process, needed to determine the experimental luminosity
at second generation LEP detectors below the 0.1% precision threshold. The
exact, fully differential result is obtained by employing analytical as well as
computer-algebraic methods and includes terms up to O(0.05%) relative to the
Born cross section. The initial output of over 20,000 terms could be reduced to
90, only 18 of which are shown to be numerically relevant and for which a
simple logarithmic ansatz is derived, that is in remarkable agreement with the
complete answer. Strong consistency checks are performed, including
Ward-Takahashi identities and tests on the right infrared limit according to
the Yennie, Frautschi and Suura program. Monte Carlo results for the integrated
cross section are compared with existing calculations in the leading
logarithmic approximation for a chosen set of experimental cuts. The size of
the missing subleading terms is found to be small but non negligible in the
context of setting stringent limits on Standard Model predictions and thus its
realm of validity.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 01:11:38 GMT""}]","2011-06-20"
"hep-ph/9612349","Nikolai Uraltsev","N.G. Uraltsev","The Heavy Quark Expansion","30 pages, 3 figures in the text; LaTeX. Talk given at the Symposium
  on Radiative Corrections (CRAD96), Cracow, 1-5 August 1996. To appear in
  Proceedings of ""CRAD96""","Acta Phys.Polon.B28:755-787,1997",,"UND-HEP-96-BIG08","hep-ph",,"  I review the status of the modern theoretical approach to weak decays of
heavy flavor hadrons based on the 1/m_Q expansion in QCD. The qualitative
features are explained and the subtleties in simultaneously incorporating
perturbative and power-suppressed effects are addressed. A few topical
phenomenological applications are discussed in quantitative detail.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 03:04:51 GMT""}]","2014-11-17"
"hep-ph/9612351","W. James Stirling","Valery A. Khoze (Durham), W. J. Stirling (Durham)","On the Partonometry of V(=gamma,W,Z)+jet Events at Hadron Colliders","15 pages (latex), including 7 embedded figures, uses epsfig.sty","Z.Phys. C76 (1997) 59-65",,"DTP/96/106","hep-ph",,"  Significant colour interference effects are expected in V(=gamma,W,Z)+jet
production at hadron colliders. These directly influence the hadronic antenna
patterns and can provide a valuable diagnostic tool for probing the nature of
the underlying parton subprocesses. Motivated by these ideas, we present
quantitative predictions for the distributions of soft particles and jets in
W+jet production at the Tevatron proton-antiproton collider.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 09:33:28 GMT""}]","2007-05-23"
"hep-ph/9612352",,"J. Nassalski","Spin Structure of the Nucleon","Plenary talk presented at the XXVII International Conference on High
  Energy Physics, 25-31 July, Warsaw, Poland; to be published in the
  Proceedings. Two-column 15 pages, TEX 2.09, 17 figures embedded in the text.
  Replaced to correct layout of figures",,,"SINS-17/VI","hep-ph",,"  New experimental results on the spin dependent structure functions g_1 and
g_2 which are determined from deep-inelastic scattering experiments at CERN,
SLAC and DESY are reported. These results are used to evaluate the Bjorken sum
rule and the singlet axial charge a_0. Results are discussed in the framework
of next-to-leading order perturbative QCD. The role of the polarised gluons in
the interpretation of the results on a_0 is emphasised. New experiments which
aim to determine gluon polarisation are shortly described.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 14:12:42 GMT""},{""version"":""v2"",""created"":""Tue, 17 Dec 1996 13:12:31 GMT""},{""version"":""v3"",""created"":""Wed, 18 Dec 1996 09:35:02 GMT""}]","2008-02-03"
"hep-ph/9612353","Paolo Nason","P. Nason and B.R. Webber","Non-Perturbative Corrections to Heavy Quark Fragmentation in e^+e^-
  Annihilation","11 pages, Latex","Phys.Lett. B395 (1997) 355-363","10.1016/S0370-2693(97)00129-9","CERN-TH/96-290, Cavendish-HEP-96/19","hep-ph",,"  We estimate the non-perturbative power-suppressed corrections to heavy
flavour fragmentation and correlation functions in e^+e^- annihilation, using a
model based on the analysis of one-loop Feynman graphs containing a massive
gluon. This approach corresponds to the study of infrared renormalons in the
large-n_f limit of QCD, or to the assumption of an infrared-finite effective
coupling at low scales. We find that the leading corrections to the heavy quark
fragmentation function are of order $\lambda/M$, where $\lambda$ is a typical
hadronic scale ($\lambda\sim 0.4$ GeV) and M is the heavy quark mass. The
inclusion of higher corrections corresponds to convolution with a universal
function of M(1-x) concentrated at values of its argument of order $\lambda$,
in agreement with intuitive expectations. On the other hand, corrections to
heavy quark correlations are very small, of the order of $(\lambda/Q)^p$, where
Q is the centre-of-mass energy and $p \ge 2$.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 14:21:00 GMT""}]","2009-10-30"
"hep-th/9612131","Yaron Oz","Jan de Boer, Kentaro Hori, Hirosi Ooguri, Yaron Oz and Zheng Yin","Mirror Symmetry in Three-Dimensional Gauge Theories, SL(2,Z) and D-Brane
  Moduli Spaces","36 pages, 16 figures, LaTex 2","Nucl.Phys.B493:148-176,1997","10.1016/S0550-3213(97)00115-6","LBNL-039707, UCB-PTH-96/58","hep-th",,"  We construct intersecting D-brane configurations that encode the gauge groups
and field content of dual N=4 supersymmetric gauge theories in three
dimensions. The duality which exchanges the Coulomb and Higgs branches and the
Fayet-Iliopoulos and mass parameters is derived from the SL(2,Z) symmetry of
the type IIB string. Using the D-brane configurations we construct explicitly
this mirror map between the dual theories and study the instanton corrections
in the D-brane worldvolume theory via open string instantons. A general
procedure to obtain mirror pairs is presented and illustrated. We encounter
transitions among different field theories that correspond to smooth movements
in the D-brane moduli space. We discuss the relation between the duality of the
gauge theories and the level-rank duality of affine Lie algebras. Examples of
other dual theories are presented and explained via T-duality and extremal
transitions in type II string compactifications. Finally we discuss a second
way to study instanton corrections in the gauge theory, by wrapping five-branes
around six-cycles in M-theory compactified on a Calabi-Yau 4-fold.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 23:10:50 GMT""}]","2009-09-17"
"hep-th/9612132","Phillial Oh","Phillial Oh","The Field Theory of Generalized Ferromagnet on the Hermitian Symmetric
  Spaces","9 pages, Talk given at 15th Symposium on Theoretical Physics: ""Field
  Theoretical Methods in Fundamental Physics"", Seoul, Korea, August 1996",,,"SNUTP/96-123","hep-th",,"  We discuss the recent developments in the generalized continuous Heisenberg
ferromagnet model formulated as a nonrelativistic field theory defined on the
target space of the coadjoint orbits. Hermitian symmetric spaces are special
because they provide completely integrable field theories in 1+1 dimension and
self-dual Chern-Simons solitons and vortices in 2+1 dimension.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 00:21:14 GMT""}]","2007-05-23"
"hep-th/9612142","Tomas Ortin Miguel","Tomas Ortin (CERN)","Extremality Versus Supersymmetry in Stringy Black Holes","Latex2e file with optional macros for small versions. References to
  Kutasov and Martinec's work added","Phys.Lett.B422:93-100,1998","10.1016/S0370-2693(98)00040-9","CERN-TH/96-357","hep-th",,"  We study general black-hole solutions of the low-energy string effective
action in arbitrary dimensions using a general metric that can describe them
all in a unified way both in the extreme and non-extreme cases. We calculate
the mass, temperature and entropy and study which relations amongst the charges
and the mass lead to extremality. We find that the temperature always vanishes
in the extreme limit and we find that, for a set of n charges (no further
reducible by duality) there are 2^{(n-1)} combinations of the charges that
imply extremality. Not all of these combinations can be central charge
eigenvalues and, thus, there are in general extreme black holes which are not
supersymmetric (or ``BPS-saturated''). In the N=8 supergravity case we argue
that the existence of roughly as many supersymmetric and non-supersymmetric
extreme black holes suggests the existence of an underlying twelve-dimensional
structure.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 17:03:48 GMT""},{""version"":""v2"",""created"":""Wed, 22 Jan 1997 17:18:40 GMT""}]","2014-11-18"
"hep-th/9612143",,"Matthias Blau, George Thompson","Aspects of N_{T}\geq 2 Topological Gauge Theories and D-Branes","58 pages, LaTeX file","Nucl.Phys.B492:545-590,1997","10.1016/S0550-3213(97)00161-2","IC/96/262, PAR-LPTHE 96/53, ENSLAPP-L-630/96","hep-th",,"  We comment on various aspects of topological gauge theories possessing
N_{T}\geq 2 topological symmetry: (1) We show that the construction of
Vafa-Witten and Dijkgraaf-Moore of `balanced' topological field theories is
equivalent to an earlier construction in terms of N_{T}=2 superfields inspired
by Susy QM. (2) We explain the relation between topological field theories
calculating signed and unsigned sums of Euler numbers of moduli spaces. (3) We
show that the topological twist of N=4 d=4 Yang-Mills theory recently
constructed by Marcus is formally a deformation of four-dimensional super-BF
theory. (4) We construct a novel N_{T}=2 topological twist of N=4 d=3
Yang-Mills theory, a `mirror' of the Casson invariant model, with some unusual
features. (5) We give a complete classification of the topological twists of
N=8 d=3 Yang-Mills theory and show that they are realised as world-volume
theories of Dirichlet two-brane instantons wrapping supersymmetric three-cycles
of Calabi-Yau three-folds and G_{2}-holonomy Joyce manifolds. (6) We describe
the topological gauge theories associated to D-string instantons on holomorphic
curves in K3s and Calabi-Yau 3-folds.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 20:13:18 GMT""}]","2008-11-26"
"hep-th/9612144","Miao Li","Miao Li","Open Membranes in Matrix Theory","8 pages, harvmac, comments on boundary dynamics and central charges
  are added, A mistake in spinor indices corrected","Phys.Lett. B397 (1997) 37-41","10.1016/S0370-2693(97)00147-0","EFI-96-36","hep-th",,"  We discuss how to construct open membranes in the recently proposed matrix
model of M theory. In order to sustain an open membrane, two boundary terms are
needed in the construction. These boundary terms are available in the system of
the longitudinal five-branes and D0-branes.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 21:50:58 GMT""},{""version"":""v2"",""created"":""Sun, 15 Dec 1996 21:50:13 GMT""},{""version"":""v3"",""created"":""Fri, 14 Feb 1997 17:01:12 GMT""}]","2015-06-26"
"hep-th/9612145","Log","A. Stern and P. Vitale","Hidden Quantum Group Symmetry in the Chiral Model","Latex file, 23 pages","Nucl.Phys. B496 (1997) 571-589","10.1016/S0550-3213(97)00242-3",,"hep-th",,"  We apply the SL(2,C) lattice Kac-Moody algebra of Alekseev, Faddeev and
Semenov-Tian-Shansky to obtain a new lattice description of the SU(2) chiral
model in two dimensions. The system has a global quantum group symmetry and it
can be regarded as a deformation of two different theories. One is the
nonabelian Toda lattice which is obtained in the limit of infinite central
charge, while the other is a nonstandard Hamiltonian description of the chiral
model obtained in the continuum limit.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 22:21:00 GMT""}]","2009-10-30"
"hep-th/9612146","Gary Horowitz","Gary T. Horowitz and Joseph Polchinski","A Correspondence Principle for Black Holes and Strings","24 pages, one typo corrected","Phys.Rev.D55:6189-6197,1997","10.1103/PhysRevD.55.6189","NSF-ITP-96-144","hep-th gr-qc",,"  For most black holes in string theory, the Schwarzschild radius in string
units decreases as the string coupling is reduced. We formulate a
correspondence principle, which states that (i) when the size of the horizon
drops below the size of a string, the typical black hole state becomes a
typical state of strings and D-branes with the same charges, and (ii) the mass
does not change abruptly during the transition. This provides a statistical
interpretation of black hole entropy. This approach does not yield the
numerical coefficient, but gives the correct dependence on mass and charge in a
wide range of cases, including neutral black holes.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 01:02:13 GMT""},{""version"":""v2"",""created"":""Fri, 4 Apr 1997 00:35:58 GMT""}]","2009-10-09"
"hep-th/9612148","Mitsuhiro Kato","Mitsuhiro Kato and Tomoharu Okada","D-Branes on Group Manifolds","16 pages, LaTeX","Nucl.Phys. B499 (1997) 583-595",,"UT-Komaba/96-30","hep-th",,"  Possible Dirichlet boundary states for WZW models with untwisted affine super
Kac-Moody symmetry are classified for all compact simple Lie groups. They are
obtained by inner- and outer-automorphism of the group. D-brane world-volume
turns out to be a group manifold of a symmetric subgroup, so that the moduli
space of D-brane is a irreducible Riemannian symmetric space. It is also
clarified how these D-branes are transformed to each other under abelian
T-duality of WZW model. Our result implies, for example, there is no D-particle
on the compact simple group manifold. When the D-brane world-volume contains
$S^1$ factor, the D-brane moduli space becomes hermitian symmetric space and
the open string world-sheet instantons are allowed.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 08:08:10 GMT""}]","2007-05-23"
"hep-th/9612149","Juergen Tolksdorf","Juergen Tolksdorf","The Einstein-Hilbert-Yang-Mills-Higgs Action and the Dirac-Yukawa
  Operator","LaTeX, 39 pages, replacement of Dec. 20th with corrections in the
  second part, see eq.'s (164-169)","J.Math.Phys. 39 (1998) 2213-2241","10.1063/1.532284",,"hep-th",,"  In this article we show in some detail how the full action functional of the
standard model of elementary particle physics can be described within the
geometrical setting of generalized Dirac operators. We thereby introduce a new
model building kit for (a certain class of) gauge invariant theories which
provides a unified geometrical description of Einstein's theory of gravity and
Yang-Mills gauge theories on the ""classical"" level. Moreover, when the gauge
symmetry is spontaneously broken, the Higgs sector as well has a natural
geometrical interpretation. It turns out that the Higgs field is related to the
gravitational potential.
  Since the full action functional of the standard model is derived in one
stroke, the appropriate parameters of the model have to satisfy certain
relations similar to those in the Connes-Lott approach. Likewise, this may
yield some phenomenological consequences, which is illustrated by using the
gauge group of the standard model in the case of $N-$generations of leptons and
quarks.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 10:20:58 GMT""},{""version"":""v2"",""created"":""Fri, 20 Dec 1996 11:37:03 GMT""},{""version"":""v3"",""created"":""Thu, 23 Jan 1997 16:07:33 GMT""}]","2009-10-30"
"hep-th/9612150",,"E. Corrigan and Z-M Sheng","Classical integrability of the O(N) nonlinear Sigma model on a half-line","12 Pages. Latex file (process twice)","Int.J.Mod.Phys. A12 (1997) 2825-2834","10.1142/S0217751X97001560","HUP-96/001, DTP-96/27","hep-th",,"  The classical integrability the O(N) nonlinear sigma model on a half-line is
examined, and the existence of an infinity of conserved charges in involution
is established for the free boundary condition. For the case N=3 other possible
boundary conditions are considered briefly.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 10:57:22 GMT""}]","2015-06-26"
"hep-th/9612151","Matej Pavsic","Matej Pavsic","Fock-Schwinger proper time formalism for p-branes","6 pages","Nucl.Phys.Proc.Suppl. 57 (1997) 265-268","10.1016/S0920-5632(97)00400-3","IJS-TP-96/28","hep-th",,"  The theory of the usual, constrained p-branes is embedded into a larger
theory in which there is no constraints. In the latter theory the
Fock-Schwinger proper time formalism is extended from point-particles to
p-branes which can be considered as a points in an infinite dimensional space
M. The quantization appears to be straightforward and elegant. The conventional
p-brane states are particular stationary solutions to the functional
Schr\""odinger equation which describes the evolution of a membrane's state with
respect to the invariant evolution parameter $\tau$. It is also shown that
states of a lower dimensional p-brane can be considered as particular states of
a higher dimensional p-brane.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 11:10:55 GMT""}]","2009-10-30"
"hep-th/9612152","Franco Ferrari","Franco Ferrari","Topologically Nontrivial Sectors of the Maxwell Field Theory on
  Algebraic Curves","24 pages, latex file + 3 ps figures","J.Geom.Phys.25:91-103,1998","10.1016/S0393-0440(97)00023-5","preprint UTF 379, PAR-LPTHE 96-30","hep-th",,"  In this paper the Maxwell field theory is considered on the $Z_n$ symmetric
algebraic curves. As a first result, a large family of nondegenerate metrics is
derived for general curves. This allows to treat many differential equations
arising in quantum mechanics and field theory on Riemann surfaces as
differential equations on the complex sphere. The examples of the scalar fields
and of an electron immersed in a constant magnetic field will be briefly
investigated. Finally, the case of the Maxwell equations on curves with $Z_n$
group of automorphisms is studied in details. These curves are particularly
important because they cover the entire moduli space spanned by the Riemann
surfaces of genus $g\le 2$. The solutions of these equations corresponding to
nontrivial values of the first Chern class are explicitly constructed.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 12:25:05 GMT""}]","2014-11-18"
"hep-th/9612154","Riccardo Guida","Riccardo Guida and Nicodemo Magnoli","Tricritical Ising Model near criticality","LaTeX file, 15 pages +1 postscript figure included. Revised version","Int.J.Mod.Phys.A13:1145-1158,1998","10.1142/S0217751X98000512","SPhT-t96/142;GEF-TH-15","hep-th cond-mat",,"  The most relevant thermal perturbation of the continuous d=2 minimal
conformal theory with c=7/10 (Tricritical Ising Model) is treated here. This
model describes the scaling region of the phi^6 universality class near the
tricritical point. The problematic IR divergences of the naive perturbative
expansion around conformal theories are dealt within the OPE approach developed
at all orders by the authors. The main result is a description of the short
distance behaviour of correlators that is compared with existing long distance
expansion (form factors approach) related to the integrability of the model.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 15:59:01 GMT""},{""version"":""v2"",""created"":""Wed, 9 Jul 1997 10:43:45 GMT""}]","2014-11-18"
"math/9611202",,"Steven G. Krantz and Song-Ying Li","Application of the Complex Monge-Ampere equation to the study of proper
  holomorphic mappings of strictly pseudoconvex domains",,,,"MSRI 1996-082","math.CV",,"  We construct a special plurisubharmonic defining function for a smoothly
bounded strictly pseudoconvex domain so that the determinant of the complex
Hessian vanishes to high order on the boundary. This construction, coupled with
regularity of solutions of complex Monge-Ampere equation and the reflection
principle, enables us to give a new proof of the Fefferman mapping theorem.
","[{""version"":""v1"",""created"":""Fri, 13 Dec 1996 14:25:44 GMT""}]","2009-09-25"
"nucl-ex/9612004",,"L.G. Moretto, K. Tso and G.J. Wozniak (Lawrence Berkeley National
  Laboratory)","Stable Coulomb bubbles ?","4 pages, TeX, epsfig, also available at
  http://csa5.lbl.gov/moretto/ps/bubble.ps, submitted to Phys. Rev. Lett","Phys.Rev.Lett. 78 (1997) 824-827","10.1103/PhysRevLett.78.824",,"nucl-ex",,"  Coulomb bubbles, though stable against monopole displacement, are unstable at
least with respect to quadrupole and octupole distortions. We show that there
exists a temperature at which the pressure of the vapor filling the bubble
stabilizes all the radial modes. In extremely thin bubbles, the crispation
modes become unstable due to the surface-surface interaction.
","[{""version"":""v1"",""created"":""Thu, 12 Dec 1996 18:17:20 GMT""}]","2009-10-30"
