"adap-org/9606004","Kunihiko Kaneko","Kunihiko Kaneko (Univ. of Tokyo,Komaba)","Coupled Maps with Growth and Death: An Approach to Cell Differentiation","LatexText,figures are not included. submitted to PhysicaD
  (1995,revised 1996 May)",,"10.1016/S0167-2789(96)00282-5",,"adap-org nlin.AO q-bio",,"  An extension of coupled maps is given which allows for the growth of the
number of elements, and is inspired by the cell differentiation problem. The
growth of elements is made possible first by clustering the phases, and then by
differentiating roles. The former leads to the time sharing of resources, while
the latter leads to the separation of roles for the growth. The mechanism of
the differentiation of elements is studied. An extension to a model with
several internal phase variables is given, which shows differentiation of
internal states. The relevance of interacting dynamics with internal states
(``intra-inter"" dynamics) to biological problems is discussed with an emphasis
on heterogeneity by clustering, macroscopic robustness by partial
synchronization and recursivity with the selection of initial conditions and
digitalization.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 06:47:12 GMT""}]","2009-10-28"
"gr-qc/9606077","Thibault Damour","Thibault Damour","Theoretical aspects of gravitational radiation","14 pages, Latex, uses sprocl.sty, to appear in the Proceedings of
  GR14, eds M. Francaviglia et al, World Scientific",,,"IHES/P/95/101","gr-qc",,"  A central problem in gravitational wave research is the {\it generation
problem}, i.e., the problem of relating the outgoing gravitational wave field
to the structure and motion of the material source. This problem has become, in
recent years, of increased interest in view of the development of a worldwide
network of gravitational wave detectors. We review recent progress in {\it
analytical} methods of tackling the gravitational wave generation problem. In
particular, we describe recent work in an approach which consists of matching a
post-Newtonian expansion of the metric near the material source with a
multipolar-post-Minkowskian expansion of the external metric. The results of
such analytical methods are important notably for providing accurate
theoretical predictions for the most promising targets of the LIGO/VIRGO
interferometric network: the ``chirp'' gravitational waveforms emitted during
the radiation-reaction-driven inspiral of binary systems of compact objects
(neutron stars or black holes).
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 17:19:09 GMT""}]","2007-05-23"
"gr-qc/9606078","Eric Poisson","Eric Poisson","Gravitational radiation from infall into a black hole: Regularization of
  the Teukolsky equation","ReVTeX, 23 pages","Phys.Rev.D55:639-649,1997","10.1103/PhysRevD.55.639",,"gr-qc",,"  The Teukolsky equation has long been known to lead to divergent integrals
when it is used to calculate the gravitational radiation emitted when a test
mass falls into a black hole from infinity. Two methods have been used in the
past to remove those divergent integrals. In the first, integrations by parts
are carried out, and the infinite boundary terms are simply discarded. In the
second, the Teukolsky equation is transformed into another equation which does
not lead to divergent integrals. The purpose of this paper is to show that
there is nothing intrinsically wrong with the Teukolsky equation when dealing
with non-compact source terms, and that the divergent integrals result simply
from an incorrect choice of Green's function. In this paper, regularization of
the Teukolsky equation is carried out in an entirely natural way which does not
involve modifying the equation.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 18:40:31 GMT""}]","2011-09-09"
"gr-qc/9606079","Thibault Damour","Thibault Damour","Gravitation, experiment and cosmology","37 pages, Latex, uses hep93.sty, based on lectures given at Les
  Houches 1992, SUSY-95 and Corfu 1995, to appear in the Proceedings of the 5th
  Hellenic School of Elementary Particle Physics",,,"IHES/P/95/104","gr-qc",,"  The confrontation between general relativity (and its theoretically most
plausible deviations) and experimental or observational results is summarized.
Some discussion is devoted to the various methodologies used in confronting
theory and experiment. Both weak-field (solar system) and strong-field (binary
pulsar) tests are discussed in detail. A special discussion is devoted to the
cosmology of moduli fields, i.e. scalar fields having only
gravitational-strength couplings to matter.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 19:32:08 GMT""}]","2007-05-23"
"gr-qc/9606080","Thibault Damour","Thibault Damour","Testing the equivalence principle: why and how?","11 pages, Latex, uses ioplppt.sty, submitted to Class. Quantum Grav","Class.Quant.Grav.13:A33-A42,1996","10.1088/0264-9381/13/11A/005","IHES/P/96/9","gr-qc",,"  Part of the theoretical motivation for improving the present level of testing
of the equivalence principle is reviewed. The general rationale for optimizing
the choice of pairs of materials to be tested is presented. One introduces a
simplified rationale based on a trichotomy of competing classes of theoretical
models.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 20:12:14 GMT""}]","2010-04-06"
"gr-qc/9606081","Ayon Juan Eloy","Eloy Ay\'on-Beato","Staticity Theorem for Non-Rotating Black Holes with Non-Minimally
  Coupled Self-Interacting Scalar Fields","8 pages, LaTeX; new version to appear in ``Exact Solutions and Scalar
  Fields in Gravity: Recent Developments,'' eds. A. Macias, J. Cervantes-Cota,
  and C. Laemmerzahl (Kluwer Academic Publishing)","``Exact Solutions and Scalar Fields in Gravity: Recent
  Developments,'' edited by A. Macias, J.L. Cervantes-Cota, and C. Laemmerzahl
  (Kluwer Academic/Plenum Publishers, New York 2001), p. 263.",,,"gr-qc",,"  Self-interacting scalar field configurations which are non-minimally coupled
($\zeta\neq0$) to the gravity of a strictly stationary black hole with
non-rotating horizon are studied. It is concluded that for analytical
configurations the corresponding domain of outer communications is static.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 03:03:21 GMT""},{""version"":""v2"",""created"":""Tue, 30 Jan 2001 18:11:14 GMT""}]","2008-02-03"
"gr-qc/9606082","Ayon Juan Eloy","Eloy Ay\'on (Grupo de F\'isica Te\'orica, Centro de Matem\'aticas y
  F\'isica Te\'orica, ICIMAF, Cuba)","On the Equivalence of Brans-Dicke and Einstein Theories with Static
  Black Holes","4 pages, RevTeX, e-mail: eloy@cidet.icmf.edu.cu",,,,"gr-qc",,"  A `no-hair' theorem for the Brans-Dicke field, in the domain of outer
communications of a static black hole, is established, when the trace of the
energy-momentum tensor, T, is a definite-sign scalar. This implies that
Brans-Dicke theory of gravitation, for matter with T of definite sign, is
equivalent to Einstein gravity with the constraint T=0.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 03:27:03 GMT""}]","2016-08-15"
"gr-qc/9606083","Benni Reznik","B. Reznik","Trans-Planckian Tail in a Theory with a Cutoff","17 pages, RevTex","Phys.Rev. D55 (1997) 2152-2158","10.1103/PhysRevD.55.2152",,"gr-qc hep-th quant-ph",,"  Trans-planckian frequencies can be mimicked outside a black-hole horizon as a
tail of an exponentially large amplitude wave that is mostly hidden behind the
horizon. The present proposal requires implementing a final state condition.
This condition involves only frequencies below the cutoff scale. It may be
interpreted as a condition on the singularity. Despite the introduction of the
cutoff, the Hawking radiation is restored for static observers. Freely falling
observers see empty space outside the horizon, but are ""heated"" as they cross
the horizon.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 04:50:55 GMT""}]","2009-10-28"
"gr-qc/9606084","Nobuyuki Sakai","Yoonbai Kim, Kei-ichi Maeda and Nobuyuki Sakai","Production of Global Monopoles through the Nucleation of $O(3)$ Bubbles","8 pages, latex, figures are included; talk given at Pacific
  Conference on Gravitation and Cosmology, Seoul, Feb. 1-6, 1996",,,"SNUTP-96-053","gr-qc astro-ph hep-th",,"  First-order cosmological phase transitions are considered in the models with
an $O(3)$-symmetric scalar field, in the high temperature limit. It is shown
that a global monopole can be produced at the center of a bubble when the
bubble is nucleated.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 07:20:08 GMT""}]","2007-05-23"
"hep-ex/9606016","Arun Tripathi","E. M. Aitala, et al, E791 Collaboration","Search for D0 - D0_bar Mixing in Semileptonic Decay Modes","Total 9 pages, Includes two figures","Phys.Rev.Lett.77:2384-2387,1996","10.1103/PhysRevLett.77.2384",,"hep-ex",,"  We report the result of a search for D0 - D0_bar mixing in the data from
hadroproduction experiment E791 at Fermilab. We use the D* tag and semileptonic
decay vertices of D0 to look for wrong-sign decays with mixing time dependence.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 18:15:55 GMT""}]","2008-11-26"
"hep-ex/9606017","Masahiro Komatsu","K.Kodama, S.Torikai, N.Ushida, A.Mokhtarani, V.S.Paolone, J.T.Volk,
  J.O.Wilcox, P.M.Yager, R.M.Edelstein, A.P.Freyberger, D.B.Gibaut, R.J.Lipton,
  W.R.Nichols, D.M.Potter, J.S.Russ, C.Zhang, Y.Zhang, H.I.Jang, J.Y.Kim,
  B.R.Baller, R.J.Stefanski, K.Nakazawa, S.H.Chung, M.S.Park, I.G.Park,
  J.S.Song, C.S.Yoon, M.Aryal, N.W.Reay, R.A.Sidwell, N.R.Stanton, S.Yoshida,
  M.Chikawa, T.Hara, S.Aoki, K.Hoshino, M.Kobayashi, M.Komatsu, M.Miyanishi,
  M.Nakamura, S.Nakanishi, K.Niwa, M.Nomura, K.Okada, H.Tajima, K.Teraoka,
  J.M.Dunlea, S.G.Frederiksen, S.Kuramata, B.G.Lundberg, G.A.Oleynik, K.Reibel,
  G.R.Kalbfleisch, P.Skubic, J.M.Snow, S.E.Willis, K.Nakamura, T.Okusawa,
  T.Yoshida, H.Okabe, J.Yokota, N.Ihara, M.Kazuno, T.Koya, E.Niu, S.Ogawa,
  H.Shibuya, S.Watanabe, N.Yasuda, K.Ehara, K.Horie, Y.Sato, K.Suzuki, I.Tezuka
  (Fermilab E653 Collaboration)","Measurement of B(D_s+ -> mu+ nu_mu)/B(D_s+ -> phi mu+ nu_mu) and
  Determination of the Decay Constant f_{D_s}","15 pages including one figure","Phys.Lett.B382:299-304,1996","10.1016/0370-2693(96)00792-7","DPNU-96-33","hep-ex",,"  We have observed $23.2 \pm 6.0_{-0.9}^{+1.0}$ purely-leptonic decays of
$D_s^+ -> \mu^+ \nu_\mu$ from a sample of muonic one prong decay events
detected in the emulsion target of Fermilab experiment E653. Using the $D_s^+
-> \phi \mu^+ \nu_\mu$ yield measured previously in this experiment, we obtain
$B(D_s^+ --> \mu^+ \nu_\mu) / B(D_s^+ --> \phi \mu^+ \nu_\mu) =0.16 \pm 0.06
\pm 0.03$. In addition, we extract the decay constant $f_{D_s}=194 \pm 35 \pm
20 \pm 14 MeV$.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 04:02:26 GMT""}]","2008-11-26"
"hep-lat/9606022","Alistair Hart","A. Hart and M. Teper (Oxford)","Monopole Spectra in non-Abelian Gauge Theories","Talk presented at LATTICE96(topology) LaTeX, with 4 LaTeX figures","Nucl.Phys.Proc.Suppl. 53 (1997) 497-499","10.1016/S0920-5632(96)00698-6","OUTP-96-36-P","hep-lat",,"  We study the continuum limit of the length spectrum of magnetic monopole
structures found after various Abelian projections of pure gauge SU(2),
including the maximally Abelian gauge. We comment on Gribov copies, and
measurements of the string tension.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 12:43:58 GMT""}]","2009-10-28"
"hep-ph/9606459","Michel Tytgat","Robert D. Pisarski and Michel Tytgat","Cool Pions move at less than the speed of light","11 pages, latex + sprocl.sty, talk given at Continuous Advances in
  QCD'96, Minneapolis",,,,"hep-ph",,"  At nonzero temperature, pions propagate through a thermal medium at less than
the speed of light. About low temperature, this effect begins not at $\sim
T^2$, but at next to leading order, $\sim T^4$. We also derive the
generalization of the relation of Gell-Mann, Oakes, and Renner to nonzero
temperature.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 19:29:14 GMT""}]","2007-05-23"
"hep-ph/9606460","Sean Gavin","S. Gavin, R. Vogt","Charmonium Suppression by Comover Scattering in Pb+Pb Collisions","9 pages, latex, 6 figures, epsf, figure added and text modified to
  clarify results","Phys.Rev.Lett.78:1006-1009,1997","10.1103/PhysRevLett.78.1006","LBL-37980","hep-ph nucl-th",,"  The first reports of $\psi$ and $\psi'$ production from experiment NA50 at
the CERN SPS are compared to predictions based on a hadronic model of
charmonium suppression. Data on centrality dependence and total cross sections
are in good accord with these predictions.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 22:53:25 GMT""},{""version"":""v2"",""created"":""Wed, 25 Sep 1996 11:57:18 GMT""}]","2016-09-06"
"hep-ph/9606461","Otto Kong","Otto C.W. Kong (UNC-Chapel Hill)","A New Approach to the Family Structure","substantially rewritten to incorporate more results; has notation
  changes and new references","Mod.Phys.Lett. A11 (1996) 2547-2554","10.1142/S0217732396002551","IFP-728-UNC","hep-ph",,"  In this letter, we introduce a new approach to formulate the family structure
of the standard model. Trying to mimic the highly contrained representation
structure of the standard model while extending the symmetry, we propose a
$SU(4)\otimes SU(3)\otimes SU(2)\otimes U(1)$ symmetry with a SM-like chiral
spectra basically ""derived"" from the gauge anomaly constraints. Embedding the
SM leads to $SU(4)_A\otimes SU(3)_C\otimes SU(2)_L\otimes U(1)_X$ models, which
upon the $SU(4)_A\otimes U(1)_X \longrightarrow U(1)_Y$ symmetry breaking,
gives the three families naturally as a result. A specific model obtained from
the approach is illustrated. The model, or others from our approach, holds
promise of a very interesting phenomenology. We sketch some of the results
here. An interesting possiblity of supersymmetrizing the model with the
EW-Higgses already in the spectrum is noted. A comparison with other approaches
is also discussed.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 00:06:18 GMT""},{""version"":""v2"",""created"":""Thu, 8 Aug 1996 22:52:22 GMT""}]","2009-10-28"
"hep-ph/9606462","Kuang-Ta Chao","Cong-feng Qiao, Kuang-Ta Chao (Peking University)","Color-Octet Charmonium Production in Top Quark Decays","10 pages LaTex (2 figures in PS-file)","Phys.Rev. D55 (1997) 2837-2839","10.1103/PhysRevD.55.2837","PUTP-96-08","hep-ph",,"  We calculate the direct production rate of $J/\psi$ in top quark decays. The
color-octet $J/\psi$ production via $t\rightarrow W^+ b J/\psi$ is shown to
have a large branching ratio of order $1.5\times 10^{-4}$, which is over an
order of magnitude higher than that of the color-singlet $J/\psi$ production
via $t\rightarrow W^+ b J/\psi~g~g $ or $t\rightarrow W^+ b~\chi_{cJ}~g$
followed by $\chi_{cJ}\rightarrow J/\psi~\gamma$. This result can be used as a
powerful tool to test the importance of the color-octet mechanism in heavy
quarkonium production.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 03:44:20 GMT""}]","2009-10-28"
"hep-ph/9606463","Bruce Campbell","Rouzbeh Allahverdi and Bruce A. Campbell","Cosmological Reheating and Self-Interacting Final State Bosons","17 pages LaTeX, accepted for publication in Physics Letters B,
  extended discussion of broad-band resonance regime, and references added","Phys.Lett. B395 (1997) 169-177","10.1016/S0370-2693(97)00045-2","Alberta-THY-18/96","hep-ph",,"  We consider inflaton decay to final state bosons with self-interactions of
moderate strength. We find that such final state self-interactions
qualitatively alter the reheat dynamics. In the case of narrow-band resonance
decay, where a quantitative analysis is possible, we show that these final
state interactions regulate the decay rate. The phenomenon of parametric
amplification is then effectively suppressed, and does not drastically enhance
the decay rate and reheat temperature. Detailed applications of our results to
realistic classes of inflationary models will be considered elsewhere.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 04:02:30 GMT""},{""version"":""v2"",""created"":""Sun, 22 Dec 1996 20:46:58 GMT""}]","2009-10-28"
"hep-ph/9606464","Alexander V. Vereshagin","Vladimir V. Vereshagin","Tree-level (pi, K)-amplitude and analyticity",,"Phys.Rev. D55 (1997) 5349-5361","10.1103/PhysRevD.55.5349","SPbU-TP-96-20","hep-ph",,"  We consider the tree-level amplitude, describing all 3 channels of the binary
(pi ,K)-reaction, as a meromorphic polynomially bounded function of 3 dependent
complex variables. Relying systematically on the Mittag-Leffler theorem, we
construct 3 convergent partial fraction expansions, each one being applied in
the corresponding domain. Noting, that the mutual intersections of those
domains are nonempty, we realize the analytical continuation. It is shown that
the necessary conditions to make such a continuation feasible, are the
following: 1) The only parameters completely determining the amplitude are the
on-shell couplings and masses; 2) These parameters are restricted by a certain
(infinite) system of bootstrap equations; 3) The full cross-symmetric amplitude
takes the typically dual form, the Pomeron contribution being taken into
account; 4)This latter contribution corresponds to a nonresonant background,
which, in turn, is expressed in terms of cross-channel resonances parameters.
It is demonstrated also, that the Chiral Symmetry provides a unique scale for
the mentioned parameters, the resonance saturation effect appearing as a direct
consequence of the above results.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 03:53:09 GMT""}]","2009-10-28"
"hep-ph/9606465","Laurent Favart","L. Favart, M. Gruw\'e, P. Marage, Z. Zhang","On the possibility of measuring $F_L(x,Q^2)$ at HERA using radiative
  events","12 pages (6 figures)","Z.Phys. C72 (1996) 425-428","10.1007/BF02909170","LAL 96-32, IIHE 96-01","hep-ph",,"  It is shown that a significant measurement of the longitudinal structure
function $F_L(x,Q^2)$ can be performed at HERA, for $Q^2 = 2 GeV^2$ and $Q^2 =
5 GeV^2$ and for x around $10^{-4}$, using radiative events with hard photon
emission collinear to the incident lepton beam, under the present running
conditions and with an integrated luminosity of 10 $pb^{-1}$. The influence of
experimental conditions is discussed.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 04:28:32 GMT""}]","2009-10-28"
"hep-ph/9606466","Andrew Morgan","Zvi Bern, Aaron K. Grant, and Andrew G. Morgan","Light Gluinos and Jet Production in $\bar p p$ Collisions","13 pages (LaTeX) with 5 PostScript figures (included with epsfig.sty)","Phys.Lett. B387 (1996) 804-811","10.1016/0370-2693(96)01093-3","UCLA/96/TEP/21","hep-ph",,"  The impact of a light, long lived gluino on jet production cross sections in
$\bar p p$ collisions is estimated. The effect is found to be relatively
modest, particularly when gluinos are incorporated into the parton densities of
the proton. Although a light gluino does enhance the production of jets at high
$E_T$, the effect is insufficient, by itself, to explain the high $E_T$ excess
observed by CDF.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 04:38:23 GMT""}]","2009-10-28"
"hep-ph/9606467","Keith Dienes","Keith R. Dienes (Institute for Advanced Study, Princeton)","New Constraints on SO(10) Model-Building from String Theory","21 pages, LaTeX, no figures; revised/expanded version matches version
  to appear in Nucl. Phys. B","Nucl.Phys. B488 (1997) 141-158","10.1016/S0550-3213(96)00705-5","IASSNS-HEP-96/64 (June 1996)","hep-ph hep-th",,"  A recent analysis of the methods by which higher-level gauge symmetries are
realized in string theory has made it possible to systematically obtain new
constraints on string GUT model-building. In this paper, we perform such a
study for the case of SO(10) free-field string GUT models, and find a number of
significant new results. First, we show that within the conventional string
models using the so-called ``diagonal'' embeddings, all representations larger
than the 16 must always transform as singlets under all gauge symmetries beyond
SO(10). This includes the 45 and 54 representations, and holds regardless of
the affine level at which SO(10) is realized. Furthermore, we show that such
constructions can never give rise to the 120, 126, or 144 representations of
SO(10) --- again regardless of the affine level. We also perform a similar
analysis for E_6, and find that the adjoint 78 representation must always
transform as a singlet under all gauge symmetries beyond E_6; moreover, all
representations beyond the 78 representation are prohibited. Taken together,
these results thus severely limit the types of phenomenologically realistic
field-theoretic SO(10) and E_6 models that can be obtained using such string
constructions. Finally, we also explore the possibility of using non-diagonal
free-field embeddings, and show that in the SO(10) case such embeddings may
have improved phenomenological prospects.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 05:42:50 GMT""},{""version"":""v2"",""created"":""Sun, 9 Mar 1997 19:29:17 GMT""}]","2009-10-28"
"hep-ph/9606468","Ellwanger","Ulrich Ellwanger, Manfred Hirsch and Axel Weber","The Heavy Quark Potential from Wilson's Exact Renormalization Group","33 pages, 9 figs, (Comments on the compatibility of the
  approximations with BRST invariance have been added)","Eur.Phys.J.C1:563-578,1998","10.1007/s100520050105","LPTHE ORSAY 96-50, HD-THEP-96-21, ICN-UNAM-96-08","hep-ph hep-th",,"  We perform a calculation of the full momentum dependence of the gluon and
ghost propagators in pure SU(3) Yang-Mills theory by integrating Wilson's exact
renormalization group equations with respect to an infrared cutoff k. The heavy
quark potential in the quenched approximation can be expressed in terms of
these propagators. Our results strongly indicate a 1/p^4 behaviour of the heavy
quark potential for $p^2 \to 0$. We show in general, that effective actions
which satisfy Schwinger-Dyson equations, correspond to (quasi-) fixed points of
Wilson's exact renormalization group equations.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 21:52:43 GMT""},{""version"":""v2"",""created"":""Mon, 24 Feb 1997 17:01:47 GMT""}]","2011-09-13"
"hep-ph/9606469","Robert Fleischer","Robert Fleischer","CP Violation in the B System","Invited talk given at the III German-Russian Workshop on Heavy Quark
  Physics, Dubna, Russia, May 20-22, 1996, to appear in the proceedings. 8
  pages, LaTeX, no figures. The complete paper is also available via anonymous
  ftp at ftp://www-ttp.physik.uni-karlsruhe.de/ , or via www at
  http://www-ttp.physik.uni-karlsruhe.de/cgi-bin/preprints/",,,"TTP96-25","hep-ph",,"  Strategies for extracting CKM phases from non-leptonic $B$ decays are
reviewed briefly. Both general aspects and some recent developments including
CP-violating asymmetries, the $B_s$ system in light of a possible width
difference $\Delta\Gamma_s$, and triangle relations among $B$ decay amplitudes
are discussed. The role of electroweak penguins in these strategies is
illustrated briefly.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 08:27:06 GMT""}]","2007-05-23"
"hep-ph/9606470","Dirk Graudenz","Dirk Graudenz (CERN)","Charged-Meson Production and Scaling Violations of Fragmentation
  Functions in Deeply Inelastic Scattering at HERA","10 pages (Latex); figures are included via epsfig. A style file
  derived from ``elsart.sty'' is included, as well as the ``elsart12.sty''
  file. The AMSTEX fonts are required","Phys.Lett. B406 (1997) 178-183","10.1016/S0370-2693(97)00667-9","CERN-TH/96-155","hep-ph",,"  We compare recent experimental results for one-particle-inclusive processes
in deeply inelastic scattering at HERA with theoretical predictions in
next-to-leading-order QCD perturbation theory, and study the factorization
scale dependence of cross sections and charged multiplicities. In the future,
for the HERA machine running at design luminosity, scaling violations of
fragmentation functions permit the measurement of the strong coupling constant.
We estimate the size of the statistical error of $\alpha_s$ that can be
achieved, and study the theoretical error due to the various parton density
parametrizations and due to the factorization scale dependence.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 10:21:26 GMT""}]","2009-10-28"
"hep-ph/9606471",,"Michael C. Birse, Boris Krippa (University of Manchester)","Determination of pion-baryon coupling constants from QCD sum rules","20 pages (RevTeX), 1 figure (attached). Revised version with
  corrected form for Y2 piece of hyperon correlators; numerical results differ
  from previous version","Phys.Rev.C54:3240-3246,1996","10.1103/PhysRevC.54.3240","MC/TH 96/19","hep-ph",,"  We evaluate the pi-N-N, pi-Sigma-Sigma and pi-Sigma-Lambda coupling constants
using QCD sum rules based on pion-to-vacuum matrix elements of correlators of
two interpolating baryon fields. The parts of the correlators with Dirac
structure k-slash gamma_5 are used, keeping all terms up to dimension 5 in the
OPE and including continuum contributions on the phenomenological side. The
ratios of these sum rules to baryon mass sum rules yield stable results with
values for the couplings of g_{pi NN}=12+/-5, g_{pi Sigma Sigma}=7+/-4 and
g_{pi Sigma Lambda}=6+/-3. The sources of uncertainty are discussed.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 11:10:05 GMT""},{""version"":""v2"",""created"":""Thu, 22 Aug 1996 20:30:54 GMT""}]","2008-11-26"
"hep-ph/9606472","Per Ernstroem","Per Ernstrom, Leif Lonnblad (NORDITA)","Generating heavy quarkonia in a perturbative QCD cascade","20 pages, LaTeX, uses the cite and graphics packages. Version 2,
  accepted for publication in Z. Phys. C, contains a new paragraph in the
  beginning of section 2 as well as in the conclusions. The references have
  been modified slightly","Z.Phys. C75 (1997) 51-56",,"NORDITA-96/40 P","hep-ph",,"  We present an implementation of heavy quarkonium production within a
perturbative QCD cascade based on the Colour Dipole Cascade model. We consider
the processes most relevant in the context of the psi' surplus at the Tevatron;
g -> psi' and c -> psi' in the colour-singlet model and g -> psi' through the
colour-octet mechanism. Our implementation is, however, easily extendible to
other quarkonia and other production mechanisms. Where comparison is possible
we find good agreement with analytical calculations. We present some
suggestions for measurements at the Tevatron that would be sensitive to the
shape of the fragmentation functions. Our calculations indicate that such
measurements could be used to test the colour-octet mechanism solution to the
psi' surplus at the Tevatron.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 13:29:50 GMT""},{""version"":""v2"",""created"":""Mon, 26 Aug 1996 14:23:41 GMT""}]","2008-02-03"
"hep-ph/9606473","Marek Gadzicki","Marek Gazdzicki","Pion and Strangeness Puzzles","13 pages, 5 figures, some modifications of text and figures",,"10.1007/BF03155597","Frankfurt University Report, IKF-HENPG/2-96","hep-ph",,"  The dependence of pion and strangeness production on the number of
participant nucleons and collision energy is discussed for central A+A
collisions. A possible interpretation of the experimental results assuming
transition to QGP is sketched within a simple statistical approach.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 15:42:52 GMT""},{""version"":""v2"",""created"":""Mon, 8 Jul 1996 10:56:10 GMT""}]","2022-02-23"
"hep-ph/9606474","Nikolaos Kidonakis","Nikolaos Kidonakis (ITP-Stony Brook)","QCD resummation and heavy quark cross sections","125 pages LATEX, 43 Postscript figures, Ph.D. Dissertation, uses
  thesis.sty, the12.sty, thetitle.sty",,,,"hep-ph",,"  In this dissertation a detailed analysis of heavy quark production is given
with an emphasis on the resummation of soft gluon corrections. First we
calculate the production cross sections for top quark production at the
Fermilab Tevatron and for bottom quark production at fixed-target $pp$
experiments, and in particular HERA-B. We consider both the order $\alpha_s^3$
cross sections and the resummation of soft gluon corrections in all orders of
QCD perturbation theory. Then we calculate the inclusive transverse momentum
and rapidity distributions for top quark production at the Fermilab Tevatron
and bottom quark production at HERA-B. We give both $\alpha_s^3$ and resummed
results. Finally, we discuss the resummation of distributions that are singular
at the elastic limit of partonic phase space (partonic threshold) in QCD
hard-scattering cross sections, such as heavy quark production. We show how
nonleading soft logarithms exponentiate in a manner that depends on the color
structure within the underlying hard scattering. This result generalizes the
resummation of threshold singularities for the Drell-Yan process, in which the
hard scattering proceeds through color-singlet annihilation. We illustrate our
results for the case of heavy quark production by light quark annihilation and
gluon fusion, and also for light quark production through gluon fusion.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 15:24:42 GMT""}]","2007-05-23"
"hep-ph/9606486","Thibault Damour","Thibault Damour (IHES) and Freeman Dyson (IAS)","The Oklo bound on the time variation of the fine-structure constant
  revisited","23 pages, Latex, submitted to Nucl.Phys.B","Nucl.Phys. B480 (1996) 37-54","10.1016/S0550-3213(96)00467-1","IHES/P/96/40","hep-ph gr-qc",,"  It has been pointed out by Shlyakhter that data from the natural fission
reactors which operated about two billion years ago at Oklo (Gabon) had the
potential of providing an extremely tight bound on the variability of the
fine-structure constant alpha. We revisit the derivation of such a bound by:
(i) reanalyzing a large selection of published rare-earth data from Oklo, (ii)
critically taking into account the very large uncertainty of the temperature at
which the reactors operated, and (iii) connecting in a new way (using isotope
shift measurements) the Oklo-derived constraint on a possible shift of thermal
neutron-capture resonances with a bound on the time variation of alpha. Our
final (95% C.L.) results are:
  -0.9 \times 10^{-7} <(alpha^{Oklo} - alpha^{now})/alpha <1.2\times 10^{-7}
  and -6.7 \times 10^{-17} {yr}^{-1} < {\dot alpha}^{averaged}/alpha
<5.0\times10^{-17} {yr}^{-1}$.
","[{""version"":""v1"",""created"":""Fri, 28 Jun 1996 08:13:08 GMT""}]","2016-09-06"
"hep-th/9606181","Knaepen Bernard","Marc Henneaux, Bernard Knaepen, Christiane Schomblond","Characteristic cohomology of $p$-form gauge theories","Latex file, no figures, 44 pages","Commun.Math.Phys.186:137-165,1997","10.1007/BF02885676","ULB-TH-96/11","hep-th",,"  The characteristic cohomology $H^k_{char}(d)$ for an arbitrary set of free
$p$-form gauge fields is explicitly worked out in all form degrees $k<n-1$,
where $n$ is the spacetime dimension. It is shown that this cohomology is
finite-dimensional and completely generated by the forms dual to the field
strengths. The gauge invariant characteristic cohomology is also computed. The
results are extended to interacting $p$-form gauge theories with gauge
invariant interactions. Implications for the BRST cohomology are mentioned.
","[{""version"":""v1"",""created"":""Thu, 27 Jun 1996 18:23:17 GMT""}]","2014-11-18"
