"ao-sci/9609001","Jonathan Katz","J. I. Katz","Sub-Suns and Low Reynolds Number Flow","12pp. Tex",,,"WU-JIK-96-3","ao-sci physics.ao-ph physics.flu-dyn",,"  The phenomenon called the ``sub-Sun'' is the specular reflection of sunlight
by horizontally oriented plates of ice. Although well-known in meteorological
optics, the hydrodynamics of the orientation is not quantitatively understood.
I review the theory of torques on objects at low Reynolds numbers, define
coefficients $C_o$, $C_p$, and $C_\psi$ which describe the orienting torques on
discs, rods, and hexagonal prisms, and report here the results of experiments
to measure $C_o$ and $C_p$.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 09:59:28 GMT""}]","2008-02-03"
"hep-ph/9609220","Tao Zi-Jian","T. Huang, W. Lu and Z.J. Tao","Search For Non-Standard Model CP/T violation At Tau-Charm Factory","30 pages, 2 figures in ps files","Phys.Rev.D55:1643-1652,1997","10.1103/PhysRevD.55.1643",,"hep-ph",,"  We systematically investigate the possibility of finding CP/T violation in
the $\tau$ sector at Tau-Charm Factory. CP/T violation may occur at $\tau$ pair
production process, expressed as electric dipole moment, and at $tau$ decay
processes. By assuming that electric dipole moment as large as $10^{-19}$e-cm
and CP/T violation effect orignating from $\tau$ decay as large as $10^{-3}$
are observable at Tau-Charm Factory, we studied all the possible extensions of
the SM which are relevent for generating CP/T violation in $\tau$ sector. And
we pointed there are a few kind of models, which are hopeful for generating
such CP/T violation. For these models we consider all the theoretical and
current experimental constraints and find that there exists some parameter
space which will result in a measurable CP/T violation. Therefore we conclude
that Tau-Charm Factory is a hopeful place to discover CP/T violation in $\tau$
sector.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 15:57:24 GMT""}]","2014-11-17"
"hep-ph/9609221","Bogdan Dobrescu","Bogdan A. Dobrescu (Boston University)","The strong CP problem versus Planck scale physics","19 pages, latex. Revised discussion of the PQ scale in supersymmetric
  models. Five references added. Minor numerical corrections","Phys. Rev. D 55, 5826 (1997)","10.1103/PhysRevD.55.5826","BUHEP-96-30","hep-ph hep-th",,"  We discuss conditions that should be satisfied by axion models for solving
the strong CP problem. It has been observed that Planck scale effects may
render the axion models ineffective if there are gauge invariant operators of
dimension less than 10 which break explicitly the Peccei-Quinn (PQ) symmetry.
We argue that only those operators formed of fields which have vacuum
expectation values are dangerous. Supersymmetric axion models fail to prevent
even this restricted class of operators. Furthermore, the models that relate
the PQ scale and the supersymmetry breaking scale are particularly sensitive to
gauge invariant PQ-breaking operators. By contrast, in non-supersymmetric
composite axion models the PQ scale arises naturally, and the dangerous
operators can be avoided. However, the composite axion models contain heavy
stable particles which are cosmologically ruled out. Another problem is a
Landau pole for the QCD coupling constant. Both these problems may be solved if
the unification of color with the gauge interactions which bind the axion could
be achieved.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 08:24:03 GMT""},{""version"":""v2"",""created"":""Tue, 22 Oct 1996 03:53:27 GMT""}]","2016-08-24"
"hep-ph/9609222","Hyun-Chul Kim","Hyun-Chul Kim, Maxim V. Polyakov, and Klaus Goeke","Weak electricity of the Nucleon in the Chiral Quark-Soliton Model","The final version. Accepted for publication in Phys. Rev. D","Phys.Rev. D55 (1997) 5698-5701","10.1103/PhysRevD.55.5698","RUB-TPII-07/96","hep-ph",,"  The induced pseudotensor constant (weak electricity) of the nucleon is
calculated in the framework of the chiral quark soliton model. This quantity
originates from the G-parity violation and hence is proportional to $m_u-m_d$.
We obtain for $m_u-m_d=-5 MeV$ a value of $g_T/g_A =-0.0038$.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 09:31:26 GMT""},{""version"":""v2"",""created"":""Sat, 9 Nov 1996 17:14:09 GMT""},{""version"":""v3"",""created"":""Mon, 27 Jan 1997 11:08:54 GMT""}]","2009-10-28"
"hep-ph/9609223","Edmond Iancu","Edmond Iancu (Service de Physique Theorique, Saclay, France)","High Temperature QCD","8 pages, LaTeX, Invited talk given at the XXXIth Rencontres de
  Moriond on QCD and High Energy Hadronic Interactions, March 23 -- 30, 1996,
  Les Arcs, France",,,"Saclay T96/055","hep-ph",,"  I discuss finite-temperature gauge theories as a framework to describe the
quark-gluon plasma in the regime of high temperature where the gauge coupling
is small, $g << 1$. I review recent progress in the understanding of the
long-range physics, with emphasis on the collective phenomena and their
consequences for the screening of the gauge interactions. I consider some of
the infrared divergences of the perturbation theory, and discuss the physical
mechanisms which remove these divergences.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 10:39:29 GMT""}]","2007-05-23"
"hep-ph/9609224","Edmond Iancu","Edmond Iancu, Service de Physique Theorique, Saclay, France","Lifetime of quasiparticles in hot gauge theories","9 pages, LaTeX, Contributed talk to Quark Matter'96, May 20-24, 1996,
  Heidelberg, Germany","Nucl.Phys. A610 (1996) 484c-491c","10.1016/S0375-9474(96)00381-8","Saclay T96/097","hep-ph",,"  The perturbative calculation of the lifetime of charged excitations in
ultrarelativistic plasmas is plagued with infrared divergences which are not
eliminated by the screening corrections. The physical processes responsible for
these divergences are the collisions involving the exchange of longwavelength,
quasistatic, magnetic gluons (or photons), which are not screened by plasma
effects. In QED, the leading divergences can be resummed in a non-perturbative
treatement based on a generalization of the Bloch-Nordsieck model at finite
temperature. The resulting expression of the fermion propagator is free of
infrared problems, and exhibits a ``non-exponential'' damping at large times:
$S_R(t)\sim exp {-\alpha T t ln\omega_pt}$, where $\omega_p=eT/3$ is the plasma
frequency and $\alpha=e^2/4\pi$.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 10:51:51 GMT""}]","2009-10-28"
"hep-ph/9609225","Edmond Iancu","Edmond Iancu, Service de Physique Theorique, Saclay, France","The quasiparticle structure of hot gauge theories","7 pages, LaTeX, Invited talk at the Workshop on Quantum
  Chromodynamics, 3-8 June, 1996, American University of Paris, France",,,"Saclay T96/098","hep-ph",,"  The study of the ultrarelativistic plasmas in perturbation theory is plagued
with infrared divergences which are not eliminated by the screening
corrections. They affect, in particular, the computation of the lifetime of the
elementary excitations, thus casting doubt on the validity of the quasiparticle
picture. We show that, for Abelian plasmas at least, the infrared problem of
the damping rate can be solved by a non-perturbative treatment based on the
Bloch-Nordsieck approximation. The resulting expression of the fermion
propagator is free of divergences, and exhibits a {\it non-exponential} damping
at large times: $S_R(t)\sim \exp\{-\alpha T t \ln\omega_pt\}$, where
$\omega_p=gT/3$ is the plasma frequency and $\alpha=g^2/4\pi$.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 11:04:20 GMT""}]","2007-05-23"
"hep-ph/9609226","Herbert Weigel","H. Weigel, L. Gamberg, and H. Reinhardt","Polarized Nucleon Structure Functions within a Chiral Soliton Model","31 pages REVTeX, 4 figures, comparison with low-scale parametrization
  added, to appear in Phys. Rev. D","Phys.Rev. D55 (1997) 6910-6923","10.1103/PhysRevD.55.6910","UNITU-THEP-16/1996","hep-ph",,"  We study polarized-spin structure functions of the nucleon within the
bosonized Nambu-Jona-Lasinio model where the nucleon emerges as a chiral
soliton. We present the electromagnetic polarized structure functions,
$g_{1}(x)$ and $g_{2}(x)$ for $ep$ scattering and discuss various sum rules in
the valence quark approximation. This approximation is justified because in
this model axial properties of the nucleon are dominated by their valence quark
contributions. We find that these structure functions are well localized in the
interval $0\le x \le1$. We compare the model predictions on the polarized
structure functions with data from the E143 experiment by evolving them from
the scale characteristic of the NJL-model to the scale of the data.
Additionally a comparison is made with parameterized data at a momentum scale
commensurate with the model calculation.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 15:04:14 GMT""},{""version"":""v2"",""created"":""Tue, 3 Sep 1996 06:24:52 GMT""},{""version"":""v3"",""created"":""Mon, 17 Mar 1997 10:32:17 GMT""}]","2009-10-28"
"hep-ph/9609227","Jonathan Butterworth","J.M. Butterworth, M.E. Hayes, M.H. Seymour, L.E. Sinclair","Rapidity Gaps Between Jets","5 pages including 3 figures. To appear in the conference proceedings
  of the Workshop ""Future Physics at HERA""",,,"UCL/HEP 96-03, BRIS/HEP 96-01, GLAS-PPE/96-04","hep-ph",,"  An excess of events with a rapidity gap between jets, over what would be
expected from non-diffractive processes, has been observed at HERA. A process
based on a perturbative QCD calculation of colour singlet exchange has been
added to HERWIG. With this addition, HERWIG is able to describe the number of
events with a gap between jets over the number without a gap. This gap fraction
is predicted to rise at large rapidity intervals between jets which would only
be visible if the detector coverage were increased.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 14:42:37 GMT""}]","2007-05-23"
"hep-ph/9609228","Wspfiz","G. Wilk and Z. Wlodarczyk","Centauro as Probe of Deeply Penetrating Component in Cosmic Rays","LaTeX file and 2 postscript files with figures, 3 pages altogether","Nucl.Phys.Proc.Suppl. 52B (1997) 215-217","10.1016/S0920-5632(96)00887-0","IFPUK-1996-11 SINS-PVIII-1996-25","hep-ph astro-ph",,"  The requirements for observing Centauro-like phenomena and their role as
possible probes of deeply penetrating component in Cosmic Rays are discussed.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 14:47:14 GMT""}]","2009-10-28"
"hep-ph/9609230","Norbert Straumann","Norbert Straumann","Early History of Gauge Theories and Weak Interactions",,,,"ZU-TH 23/96","hep-ph gr-qc",,"  Invited talk at the PSI Summer School on Physics with Neutrinos, Zuoz,
Switzerland, August 4-10, 1996.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 15:45:25 GMT""},{""version"":""v2"",""created"":""Tue, 17 Sep 1996 14:27:57 GMT""}]","2008-02-03"
"hep-ph/9609231","Erwin Mirkes","Erwin Mirkes and Dieter Zeppenfeld","Forward Jet Production at HERA in the Low $x$ Regime in Next-to-Leading
  Order","Latex, 14 pages, 4 figures. The complete paper, including figures, is
  also available via anonymous ftp at ftp://ttpux2.physik.uni-karlsruhe.de/ ,
  or via www at http://www-ttp.physik.uni-karlsruhe.de/cgi-bin/preprints/","Phys.Rev.Lett.78:428-431,1997","10.1103/PhysRevLett.78.428","TTP96-38, MADPH-96-957","hep-ph",,"  The production of forward jets of transverse momentum $p_T(j)\approx Q$ and
large momentum fraction $x_{jet}\gg x$ probes the onset of BFKL dynamics at
HERA. A full ${\cal O}(\alpha_s^2)$ calculation of the inclusive forward jet
cross section is presented and compared to the expected BFKL cross section. The
kinematical region populated by these events and the scale dependence of the
fixed order perturbative QCD cross sections are discussed.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 07:38:47 GMT""}]","2014-11-17"
"hep-th/9609003","Panagiota Kanti","P. Kanti and K. Tamvakis","Coloured Black Holes in Higher Curvature String Gravity","15 pages, 3 LATEX figures already included","Phys.Lett.B392:30-38,1997","10.1016/S0370-2693(96)01521-3","CERN-TH/96-233","hep-th gr-qc",,"  We consider the combined Yang Mills-Dilaton-Gravity system in the presence of
a Gauss-Bonnet term as it appears in the $4D$ Effective Superstring Action. We
give analytical arguments and demonstrate numerically the existence of black
hole solutions with non-trivial dilaton and Yang Mills hair for the particular
case of SU(2) gauge fields. The thermodynamical properties of the solutions are
also discussed.
","[{""version"":""v1"",""created"":""Sun, 1 Sep 1996 19:32:01 GMT""}]","2014-11-18"
"hep-th/9609004","Sergei Ketov","Sergei V. Ketov (ITP, University of Hannover)","The OSp(32|1) versus OSp(8|2) supersymmetric M-brane action from
  self-dual (2,2) strings","12 pages, LaTeX, misprints corrected, the final version to appear in
  the Modern Physics Letters A","Mod.Phys.Lett. A11 (1996) 2369-2380","10.1142/S0217732396002368","DESY 96--182, ITP--UH--18/96","hep-th",,"  Taking the (2,2) strings as a starting point, we discuss the equivalent
integrable field theories and analyze their symmetry structure in 2+2
dimensions from the viewpoint of string/membrane unification. Requiring the
Lorentz invariance and supersymmetry in the (2,2) string target space leads to
an extension of the (2,2) string theory to a theory of 2+2 dimensional
supermembranes (M-branes) propagating in a higher dimensional target space. The
origin of the hidden target space dimensions of the M-brane is related to the
maximally extended supersymmetry implied by the Lorentz covariance and
dimensional reasons. The K""ahler-Chern-Simons-type action describing the
self-dual gravity in 2+2 dimensions is proposed. Its maximal supersymmetric
extension (of the Green-Schwarz-type) naturally leads to the 2+10 (or higher)
dimensions for the M-brane target space. The proposed OSp(32|1) supersymmetric
action gives the pre-geometrical description of M-branes, which may be useful
for a fundamental formulation of F&M theory.
","[{""version"":""v1"",""created"":""Sun, 1 Sep 1996 20:19:26 GMT""},{""version"":""v2"",""created"":""Fri, 20 Sep 1996 10:59:56 GMT""}]","2009-10-30"
"hep-th/9609015","Anindya Ku. Biswas","Anindya K. Biswas","On Orientifold Constructions of Type IIA Dual Pairs","11pages, Latex","Phys.Rev. D55 (1997) 2382-2387","10.1103/PhysRevD.55.2382","IP/BBSR/96-45","hep-th",,"  In this paper we analyze the earlier constructions of the type IIA dual pairs
through orientifolding. By an appropriate choice of $\Gamma$-matrix basis for
the spinor representations of the $U$-duality group, we give an explicit
relationship between the orientifold models and their dual pairs.
","[{""version"":""v1"",""created"":""Sun, 1 Sep 1996 17:58:30 GMT""}]","2009-10-30"
"hep-th/9609016","Ahmed Hindawi","Ahmed Hindawi, Burt A. Ovrut, and Daniel Waldram","Vector-Tensor multiplet in N=2 superspace with central charge","LaTeX2e with AMS-LaTeX, 12 pages","Phys.Lett. B392 (1997) 85-92","10.1016/S0370-2693(96)01536-5","UPR-712T","hep-th",,"  We use the four-dimensional N=2 central charge superspace to give a
geometrical construction of the Abelian vector-tensor multiplet consisting,
under N=1 supersymmetry, of one vector and one linear multiplet. We derive the
component field supersymmetry and central charge transformations, and show that
there is a super-Lagrangian, the higher components of which are all total
derivatives, allowing us to construct superfield and component actions.
","[{""version"":""v1"",""created"":""Sun, 1 Sep 1996 22:11:57 GMT""}]","2009-10-30"
"hep-th/9609017","Gregory Moore","Jeffrey A. Harvey and Gregory Moore","On the algebras of BPS states","43 pages, harvmac (b), no figures. References added. We clarify the
  use of the term GKM","Commun.Math.Phys.197:489-519,1998","10.1007/s002200050461",,"hep-th alg-geom math.AG",,"  We define an algebra on the space of BPS states in theories with extended
supersymmetry. We show that the algebra of perturbative BPS states in toroidal
compactification of the heterotic string is closely related to a generalized
Kac-Moody algebra. We use D-brane theory to compare the formulation of
RR-charged BPS algebras in type II compactification with the requirements of
string/string duality and find that the RR charged BPS states should be
regarded as cohomology classes on moduli spaces of coherent sheaves. The
equivalence of the algebra of BPS states in heterotic/IIA dual pairs elucidates
certain results and conjectures of Nakajima and Gritsenko & Nikulin, on
geometrically defined algebras and furthermore suggests nontrivial
generalizations of these algebras. In particular, to any Calabi-Yau 3-fold
there are two canonically associated algebras exchanged by mirror symmetry.
","[{""version"":""v1"",""created"":""Sun, 1 Sep 1996 22:20:04 GMT""},{""version"":""v2"",""created"":""Thu, 9 Jan 1997 17:23:53 GMT""}]","2010-11-19"
"hep-th/9609018","Ken-ichi Ishikawa","Ken-ichi Ishikawa, Tomohiro Inagaki, Kenji Fukazawa and Kezuhiro
  Yamamoto","Dynamical Symmetry Breaking in Flat Space with Non-trivial Topology","25 pages, uses LaTeX, preprint.sty, eqsecnum.sty, aps.sty, prd.sty,
  epsf.sty",,,"HUPD-9612, ICRR-Report 376-96-27","hep-th",,"  We consider a four-fermion theory as a simple model of dynamical symmetry
breaking in flat space with non-trivial topology, motivated from recent studies
in similar considerations in curved space. The phase structure is investigated,
by developing a useful formalism to evaluate the effective potential in
arbitrary compactified flat space in 3- and 4-dimensional spacetime. The phase
structure is significantly altered due to the finite volume effect in the
compactified space. Interestingly, the effect works in different way depending
on the boundary condition of the fermion fields. The physical interpretation of
the results and its implication on the dynamical symmetry breaking phenomenon
in curved space are discussed.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 06:25:33 GMT""}]","2019-08-17"
"hep-th/9609019","Juergen Berges","J. Berges and C. Wetterich","Equation of state and coarse grained free energy for matrix models","Latex, 48 pages","Nucl.Phys. B487 (1997) 675-720","10.1016/S0550-3213(96)00670-0","HD-THEP-96-37","hep-th cond-mat",,"  We investigate phase transitions in three dimensional scalar matrix models,
with special emphasis on complex $2 \times 2$ matrices. The universal equation
of state for weak first order phase transitions is computed. We also study the
coarse grained free energy. Its dependence on the coarse graining scale gives a
quantitative criterion for the validity of the standard treatment of bubble
nucleation.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 09:20:24 GMT""}]","2009-10-30"
"hep-th/9609020","Martin Joerss","Martin Joerss","From Conformal Haag-Kastler Nets to Wightman Functions","20 pages, latex, to appear as a DESY-preprint and in Lett. Math. Phys",,,,"hep-th",,"  Starting from a conformal Haag-Kastler net in 1+1 dimensions, Wightman
functions are constructed.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 08:32:51 GMT""}]","2007-05-23"
"hep-th/9609021","Kenichi Konishi","K. Konishi (Univ. of Genova)","Confinement, Supersymmetry Breaking and Theta Parameter Dependence in
  the Seiberg-Witten Model","8 pages, Latex file","Phys.Lett.B392:101-105,1997","10.1016/S0370-2693(96)01527-4",,"hep-th",,"  By using the standard perturbation theory we study the mass as well as
$\theta$ parameter dependence of the Seiberg-Witten theory with $SU(2)$ gauge
group, supplemented with a $N=1$ supersymmetric as well as a smaller
nonsupersymmetric (e.g.) gaugino mass. Confinement persists at all values of
the bare vacuum parameter $\theta_{ph}$; as it is varied there is however a
phase transition at $\theta_{ph} =-\pi, \pi, 3\pi, \ldots$. At these values of
$\theta_{ph}$ the vacuum is doubly degenerate and CP invariance is
spontaneously broken \`a la Dashen. Due to the instanton-induced
renormalization effect the low energy effective $\theta$ parameter remains
small irrespectively of $\theta_{ph}$ as long as the gaugino mass is
sufficiently small.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 08:37:08 GMT""}]","2011-04-15"
"hep-th/9609022","R. H. Dijkgraaf","R. Dijkgraaf","Chiral Deformations of Conformal Field Theories","28 pages, latex","Nucl.Phys. B493 (1997) 588-612","10.1016/S0550-3213(97)00153-3",,"hep-th",,"  We study general perturbations of two-dimensional conformal field theories by
holomorphic fields. It is shown that the genus one partition function is
controlled by a contact term (pre-Lie) algebra given in terms of the operator
product expansion. These models have applications to vertex operator algebras,
two-dimensional QCD, topological strings, holomorphic anomaly equations and
modular properties of generalized characters of chiral algebras such as the
$W_{1+\infty}$ algebra, that is treated in detail.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 09:17:37 GMT""}]","2009-10-30"
"hep-th/9609023","Georg Junker","Georg Junker","Path-Integral Aspects of Supersymmetric Quantum Mechanics","Latex 209, amsfonts, 5 pages",,,,"hep-th",,"  In this talk we briefly review the concept of supersymmetric quantum
mechanics using a model introduced by Witten. A quasi-classical path-integral
evaluation for this model is performed, leading to a so-called supersymmetric
quasi-classical quantization condition. Properties of this quantization
condition are compared with those derived from the standard WKB approach.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 09:46:03 GMT""}]","2007-05-23"
"hep-th/9609024","Emil Yuzbashyan","A.N. Leznov (Institute for High Energy Physics, Protvino, Russia) and
  E.A. Yuzbashyan (Joint Institute for Nuclear Research, Dubna, Russia)","Integrable Mappings for Non--Commutative Objects","9 pages","Rept.Math.Phys.43:207-214,1999","10.1016/S0034-4877(99)80028-7",,"hep-th",,"  The integrable mappings formalism is generalized on non--commutative case.
Arising hierarchies of integrable systems are invariant with respect to this
""quantum"" discrete transformations without any assumption about commutative
properties of unknown operators they include. Partially, in the scope of this
construction are the equations for Heisenberg operators of quantum (integrable)
systems.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 10:44:48 GMT""}]","2011-04-15"
"hep-th/9609025","Koushik Ray","Avinash Khare and Koushik Ray","A Quantum Many-body Problem in Two Dimensions: Ground State","Typos corrected. Note added on ODLRO. Version to appear in Phys Lett
  A","Phys.Lett. A230 (1997) 139-143","10.1016/S0375-9601(97)00233-8","IP/BBSR/96-46","hep-th cond-mat",,"  We obtain the exact ground state for the Calogero-Sutherland problem in
arbitrary dimensions. In the special case of two dimensions, we show that the
problem is connected to the random matrix problem for complex matrices,
provided the strength of the inverse-square interaction $g = 2$. In the
thermodynamic limit, we obtain the ground state energy and the pair-correlation
function and show that in this case there is no long-range order.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 08:35:04 GMT""},{""version"":""v2"",""created"":""Tue, 22 Apr 1997 04:42:14 GMT""}]","2016-09-06"
"mtrl-th/9609001","Klaus Doll","Klaus Doll, Michael Dolg, Hermann Stoll","Correlation effects in MgO and CaO: Cohesive energies and lattice
  constants","LaTeX, 4 figures",,"10.1103/PhysRevB.54.13529",,"mtrl-th chem-ph cond-mat.mtrl-sci",,"  A recently proposed computational scheme based on local increments has been
applied to the calculation of correlation contributions to the cohesive energy
of the CaO crystal. Using ab-initio quantum chemical methods for evaluating
individual increments, we obtain 80% of the difference between the experimental
and Hartree-Fock cohesive energies. Lattice constants corrected for correlation
effects deviate by less than 1% from experimental values, in the case of MgO
and CaO.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 12:32:33 GMT""}]","2009-10-30"
"nucl-th/9609005",,"N. G. Kelkar, E. Oset and P. Fernandez de Cordoba","Coherent pion production in neutrino nucleus collision in the 1 GeV
  region","13 pages, LaTex, 8 post-script figures available at
  kelkar@lnf.infn.it","Phys.Rev.C55:1964-1971,1997","10.1103/PhysRevC.55.1964",,"nucl-th",,"  We calculate cross sections for coherent pion production in nuclei induced by
neutrinos and antineutrinos of the electron and muon type. The analogies and
differences between this process and the related ones of coherent pion
production induced by photons, or the (p,n) and $(^3 He, t)$ reactions are
discussed. The process is one of the several ones occurring for intermediate
energy neutrinos, to be considered when detecting atmospheric neutrinos. For
this purpose the results shown here can be easily extrapolated to other
energies and other nuclei.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 08:15:57 GMT""}]","2008-11-26"
"nucl-th/9609006","Aichelin","J. Aichelin (SUBATECH, Univ. de Nantes, IN2P3/CNRS, EMN)","Can one extract source radii from transport theories?","28 pages, revised version with substantial changes in structure","Nucl.Phys. A617 (1997) 510-525","10.1016/S0375-9474(97)00024-9",,"nucl-th",,"  To know the space time evolution of a heavy ion reaction is of great
interest, especially in cases where the measured spectra do not allow to
ascertain the underlying reaction mechanism. In recent times it became popular
to believe that the comparison of Hanbury-Brown Twiss correlation functions
obtained from classical or semiclassical transport theories, like Boltzmann
Uehling Uhlenbeck (BUU), Quantum Molecular Dynamics (QMD), VENUS, RQMD or ARC,
with experiments may provide this insight. It is the purpose of this article to
show that this conjecture encounters serious problems. The models which are
suited to be compared with the experiments at CERN and Brookhaven are not able
to predict a correlation function. Any agreement with existing data has to be
considered as accidental. The models suited for lower energies can in principle
predict correlation functions. The systematic error may be too large to be of
use as far as quantitative conclusions are concerned.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 11:50:30 GMT""},{""version"":""v2"",""created"":""Mon, 3 Feb 1997 07:49:21 GMT""}]","2009-10-30"
"nucl-th/9609007","Thomas Rauscher","T. Rauscher, K.-L. Kratz, H. Oberhummer, J. Dobaczewski, P. Moeller,
  M. Sharma","Uncertainties In Direct Neutron Capture Calculations Due To Nuclear
  Structure Models","4 pages, using espcrc1.sty, Proc. Intl. Conf. ""Nuclei in the Cosmos
  IV"", Univ. Notre Dame 1996, Nucl. Phys. A, in press. A postscript version can
  also be obtained from http://quasar.physik.unibas.ch/research.html","Nucl.Phys. A621 (1997) 327c-330c","10.1016/S0375-9474(97)00265-0",,"nucl-th astro-ph",,"  The prediction of cross sections for nuclei far off stability is crucial in
the field of nuclear astrophysics. For spherical nuclei close to the dripline
the statistical model (Hauser-Feshbach) approach is not applicable and direct
contributions may dominate the cross sections. For neutron-rich, even-even Sn
targets, we compare the resulting neutron capture cross sections when
consistently taking the input for the direct capture calculations from three
different microscopic models. The results underline the sensitivity of cross
sections calculated in the direct model to nuclear structure models which can
lead to high uncertainties when lacking experimental information.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 14:08:22 GMT""}]","2009-10-30"
"q-alg/9609003","Jacques H. H. Perk","Helen Au-Yang, Jacques H.H. Perk (Oklahoma State University)","The Many Faces of the Chiral Potts Model","16 pages, LaTeX 2.09 or 2E, 8 eps figures, uses psfig.tex","Intern. J. Mod. Phys. B 11 (1997) 11-26","10.1142/S0217979297000046",,"q-alg math.QA",,"  In this talk, we give a brief overview of several aspects of the theory of
the chiral Potts model, including higher-genus solutions of the star-triangle
and tetrahedron equations, cyclic representations of affine quantum groups,
basic hypergeometric functions at root of unity, and possible applications.
","[{""version"":""v1"",""created"":""Mon, 2 Sep 1996 04:47:16 GMT""}]","2011-09-14"
