"acc-phys/9601001","George Parzen","G. Parzen (Brookhaven National Laboratory)","Particle Motion in the Stable Region Near an Edge of a Linear Sum
  Resonance Stopband","20 pages, gzipped texsis paper",,,"BNL-62546","acc-phys physics.acc-ph",,"  This paper studies the particle motion when the tune is in the stable region
close to the edge of linear sum resonance stopband. Results are found for the
tune and the beta functions. Results are also found for the two solutions of
the equations of motion. The results found are shown to be also valid for small
accelerators where the large accelerator approximation may not be used.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 16:03:16 GMT""}]","2008-02-03"
"hep-ph/9601246",,"Ch. Ritter, B. C. Metsch, C. R. Munz, H. R. Petry","Instanton Effects in the Decay of Scalar Mesons","9 pages, uuencoded latex including two figures","Phys.Lett. B380 (1996) 431-436","10.1016/0370-2693(96)00622-3","Bonn Tk-96-03","hep-ph",,"  We show that instanton effects may play a crucial role in the decay of scalar
mesons into two pseudoscalars. Particularly the branching ratios of two meson
decays of the $f_0(1500)$, which is considered as a glue-ball candidate, are
then compatible with an ordinary $q \bar{q}$-structure of this resonance and a
small positive SU(3) mixing angle, close to a result recently calculated with
the same instanton-induced force.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 17:56:19 GMT""}]","2009-10-28"
"hep-ph/9601247","Xinnian Wang","H. Heiselberg (NORDITA) and Xin-Nian Wang (LBL)","Thermal Equilibration in an Expanding Parton Plasma","24 pages in LaTex with embedded psfigures using psfig.sty , to appear
  in Nucl. Phys. B","Nucl.Phys. B462 (1996) 389-414","10.1016/0550-3213(95)00680-X","LBL-37688","hep-ph nucl-th",,"  Thermalization in an expanding parton plasma is studied within the framework
of Boltzmann equation in the absence of any mean fields. In particular, we
study the time-dependence of the relaxation time to the lowest order in finite
temperature QCD and how such time-dependence affects the thermalization of an
expanding parton plasma. Because of Debye screening and Landau damping at
finite temperature, the relaxation time (or transport rates) is free of
infrared divergencies in both longitudinal and transverse interactions. The
resultant relaxation time decreases with time in an expanding plasma like
$1/\tau^\beta$, with $\beta<1$. We prove in this case that thermal equilibrium
will eventually be established given a long life-time of the system. However, a
fixed momentum cut-off in the calculation of the relaxation time gives rise to
a much stronger time dependence which will slow down thermal equilibrium. It is
also demonstrated that the ``memory effect'' of the initial condition affects
the approach to thermal equilibrium and the final entropy production.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 19:20:51 GMT""}]","2009-10-28"
"hep-ph/9601248","Chi-Keung Chow","Chi-Keung Chow","Large $N_c$ Universality of The Baryon Isgur--Wise Form Factor: The
  Group Theoretical Approach","10 pages in REVTeX, no figures","Phys.Rev. D54 (1996) 873-876","10.1103/PhysRevD.54.873","CLNS 96/1392","hep-ph",,"  In a previous article, it has been proved under the framework of chiral
soliton model that the same Isgur--Wise form factor describes the semileptonic
$\Lambda_b\to\Lambda_c$ and $\Sigma^{(*)}_b\to\Sigma^{(*)}_c$ decays in the
large $N_c$ limit. It is shown here that this result is in fact independent of
the chiral soliton model and is solely the consequence of the spin-flavor SU(4)
symmetry which arises in the baryon sector in the large $N_c$ limit.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 19:53:03 GMT""}]","2009-10-28"
"hep-ph/9601249","Martin Beneke","M. Beneke and G. Buchalla","The $B_c$ Meson Lifetime","18 pages, revtex, 2 figures as uudecoded file","Phys.Rev.D53:4991-5000,1996","10.1103/PhysRevD.53.4991","SLAC-PUB-95-7080","hep-ph",,"  We investigate the total inclusive decay rate of the (ground state) $B_c$
meson within the framework of an operator product expansion in inverse powers
of the heavy quark masses and subsequent matching onto nonrelativistic QCD. The
expansion is organized as a series in the strong coupling and in powers of the
heavy quark velocities in the $B_c$, reflecting the nonrelativistic nature of a
heavy-heavy bound state. In this aspect the character of the expansion differs
from the more familiar case of heavy-light mesons. The framework incorporates
systematically corrections to the leading $b$- and $c$-quark decays due to
binding effects, as well as contributions from weak annihilation and Pauli
interference. Based on this approach we find for the $B_c$ meson lifetime
$\tau_{B_c}=(0.4 - 0.7)\,$ps, the dominant mechanism being the decay of the
charm constituent.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 02:34:49 GMT""}]","2009-03-09"
"hep-ph/9601250","Robert Szalapski","Rob Szalapski","A comparison of the non-standard effects of effective theories with
  linearly realized and strongly interacting Higgs sectors","12 pages, \documentstyle[preprint,seceq,epsf,rotate]{ptptex}, .tex
  file and one .ps figure submitted in .uu format, postscript version available
  via anonymous ftp from ftp://ftp.kek.jp/kek/preprints/TH/TH-465. Talk given
  at the Yukawa International Seminar (YKIS95), Kyoto, Japan, 21-25 August 1995","Prog.Theor.Phys.Suppl.123:275-284,1996","10.1143/PTPS.123.275","KEK-TH-465, KEK Preprint 95-193","hep-ph",,"  Effective theories provide a powerful tool for testing the Standard Model and
for searching for the effects of new physics in a model-independent manner. In
general one assumes that the effects of new physics characterized by a
high-energy scale may be observed at low-energies only through quantum
corrections. These quantum corrections may be described by effective operators
which are constructed from the fields of the low-energy theory; the
coefficients of these operators may be measured via experiment, but a
theoretical determination is only possible once the complete theory is known.
Because the existence or non-existence of a light physical Higgs boson has not
yet been established the inclusion or exclusion of the Higgs field in the
construction of the effective Lagrangian is open to debate. For this reason we
discuss both the linearly realized effective Lagrangian, which includes a light
physical Higgs boson, and the chiral Lagrangian, where the Higgs boson has been
removed by a formal integration. In each scenario the contributions to oblique
parameters and to W-pair-production amplitudes are discussed. Where possible
relationships between the two effective Lagrangians are given.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 06:53:18 GMT""}]","2011-04-15"
"hep-ph/9601251","Robert Szalapski","Rob Szalapski","Contributions of effective theories with linearly realized and strongly
  interacting Higgs sectors to the process $e^+e^- \to W^+W^-$","13 pages, .tex file and one .ps figure submitted in .uu form,
  \documentstyle[preprint,aps,floats,psfig,epsf,subeqn,rotate,eqsecnum]{revtex}
  postscript version available via anonymous ftp from
  ftp://ftp.kek.jp/kek/preprints/TH/TH-466. Talk given at the 1995 Workshop on
  Physics and Experiments with Linear Colliders, Morioka-Appi, Iwate, Japan,
  8-12 September 1995",,,"KEK-TH-466, KEK Preprint 95-194","hep-ph",,"  Previous form-factor-based analyses of $e^+e^-\to W^+W^-$ have focused upon
non-standard contributions to the $WWZ$ and $WW\gamma$ vertices. A more
complete form-factor-based formalism is presented which allows for more general
corrections, including t-channel corrections. The form factors are then
calculated from an effective Lagrangian. Because the existence or non-existence
of a light physical Higgs boson has not yet been established, both a linearly
realized and a non-linearly realized effective Lagrangian are employed. In
either scenario deviations from the Standard Model occur not only in W-pair
production, but in other sectors as well. Effects in W-pair production are
related to effects detected/constrained by the electroweak precision
measurements. With either realization of the symmetry-breaking sector seven
operators contribute to the process $e^+e^-\to W^+W^-$. In the linear
(non-linear) realization, four (three) of these operators are already
stringently constrained via their contributions to processes with four external
fermions. As a result the parameter space which must be explored is manageable.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 07:04:35 GMT""}]","2007-05-23"
"hep-ph/9601252","Stefan Scherer","G. Kn""ochlein, S. Scherer, D. Drechsel (Inst. f. Kernphysik,
  University of Mainz, Germany)","The rare decay $\eta\to\pi\pi\gamma\gamma$ in chiral perturbation theory","26 pages, RevTex, 10 figures, to appear in Phys. Rev. D","Phys.Rev. D53 (1996) 3634-3642","10.1103/PhysRevD.53.3634","MKPH-T-95-19","hep-ph nucl-th",,"  We investigate the rare radiative eta decay modes
$\eta\to\pi^+\pi^-\gamma\gamma$ and $\eta\to\pi^0\pi^0\gamma\gamma$ within the
framework of chiral perturbation theory at $O(p^4)$. We present photon spectra
and partial decay rates for both processes as well as a Dalitz contour plot for
the charged decay.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 10:38:49 GMT""}]","2009-10-28"
"hep-ph/9601254","Markus Thoma","Markus H. Thoma and Christoph T. Traxler","Damping Rate of a Scalar Particle in Hot Scalar QED","10 pages, uuencoded postscript file with 6 figures","Phys.Lett. B378 (1996) 233-237","10.1016/0370-2693(96)00380-2","UGI-96-02","hep-ph",,"  In contrast to the damping of partons in a quark-gluon plasma, the damping of
a scalar particle in a hot scalar QED plasma can be calculated to leading order
for the whole momentum range using the Braaten-Pisarski method. In this way the
evolution of the logarithmic infrared singularity caused by the exchange of a
transverse photon from soft to hard momenta can be studied.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 14:02:44 GMT""}]","2009-10-28"
"hep-ph/9601257","Thorsten Feldmann","D. Ebert, T. Feldmann (HU Berlin), C. Kettner, H. Reinhardt (U.
  Tuebingen)","Faddeev equation for heavy baryons in the quark-diquark picture","21 pages, uses epsfig.sty, feynmp.sty; revised version to appear in
  Int.Journ.Mod.Phys.A (title will be changed); postscript available at
  http://qft3.physik.hu-berlin.de/~feldmann/pub/9601257.ps.gz","Int.J.Mod.Phys.A13:1091-1113,1998","10.1142/S0217751X98000482","HUB-EP-95/28","hep-ph",,"  We describe heavy baryons as bound states of a quark and a diquark. For this
purpose we derive the Faddeev equation for baryons containing a single heavy
quark from a Nambu-Jona-Lasinio type of model which is appropriately extended
to include also heavy quarks. The latter are treated in the heavy mass limit.
The heavy baryon Faddeev equation is then solved using a static approximation
for the exchanged quark.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 15:01:12 GMT""},{""version"":""v2"",""created"":""Thu, 22 May 1997 09:54:20 GMT""}]","2014-11-17"
"hep-th/9601054","Abhay Ashtekar","Abhay Ashtekar (Center for Gravitational Physics and Geometry,
  Pennsylvania State University)","Polymer Geometry at Planck Scale and Quantum Einstein Equations","23 pages, Plain TeX, to appear in the Proceedings of GR-14","Int.J.Mod.Phys. D5 (1996) 629-648","10.1142/S0218271896000400","CGPG-95/11-1","hep-th gr-qc",,"  Over the last two years, the canonical approach to quantum gravity based on
connections and triads has been put on a firm mathematical footing through the
development and application of a new functional calculus on the space of gauge
equivalent connections. This calculus does not use any background fields (such
as a metric) and is thus well-suited to a fully non-perturbative treatment of
quantum gravity. Using this framework, quantum geometry is examined.
Fundamental excitations turn out to be one-dimensional, rather like polymers.
Geometrical observables such as areas of surfaces and volumes of regions have
purely discrete spectra. Continuum picture arises only upon coarse graining of
suitable semi-classical states. Next, regulated quantum diffeomorphism
constraints can be imposed in an anomaly-free fashion and the space of
solutions can be given a natural Hilbert space structure. Progress has also
been made on the quantum Hamiltonian constraint in a number of directions. In
particular, there is a recent approach based on a generalized Wick
transformation which maps solutions to the Euclidean quantum constraints to
those of the Lorentzian theory. These developments are summarized. Emphasis is
on conveying the underlying ideas and overall pictures rather than technical
details.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 17:39:53 GMT""}]","2015-06-26"
"hep-th/9601055","Ed Corrigan","E. Corrigan","Reflections","13 pages, harvmac and two eps figures; three recent references added
  Talk given at the VII Regional Conference on Mathematical Physics, Bandar e
  Anzali, Iran, 15-22 October 1995.",,,"DTP-96/1","hep-th",,"  The purpose of this talk is to address a couple of simple-sounding questions:
what boundary conditions are compatible with
  (a) Classical integrability?
  (b) Quantum integrability?
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 19:01:06 GMT""},{""version"":""v2"",""created"":""Fri, 26 Jan 1996 09:10:32 GMT""}]","2016-09-06"
"hep-th/9601056","Matthias Doerrzapf","Matthias Doerrzapf","Analytic Expressions for Singular Vectors of the $N=2$ Superconformal
  Algebra","35 pages, LATEX","Commun.Math.Phys. 180 (1996) 195-232","10.1007/BF02101186","DAMTP 94-53","hep-th",,"  Using explicit expressions for a class of singular vectors of the $N=2$
(untwisted) algebra and following the approach of Malikov-Feigin-Fuchs and
Kent, we show that the analytically extended Verma modules contain two linearly
independent neutral singular vectors at the same grade. We construct this two
dimensional space and we identify the singular vectors of the original Verma
modules. We show that in some Verma modules these expressions lead to two
linearly independent singular vectors which are at the same grade and have the
same charge.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 19:51:23 GMT""}]","2009-10-30"
"hep-th/9601057","Akikazu Hashimoto","S. S. Gubser, A. Hashimoto, I. R. Klebanov, J. M. Maldacena","Gravitational lensing by p-branes","LaTeX, 18 pages, 1 figure, uses psfig.sty, available from
  http://xxx.lanl.gov/ftp/hep-th/papers/macros/psfig.sty Final version to
  appear in Nuclear Physics B","Nucl.Phys. B472 (1996) 231-248","10.1016/0550-3213(96)00182-4","PUPT-1586","hep-th",,"  The scattering of R-R gauge bosons off of Dirichlet p-branes is computed to
leading order in the string coupling. The results are qualitatively similar to
those found in the scattering of massless NS-NS bosons: all p-branes with p >=
0 exhibit stringy properties, in particular the Regge behavior. Both the R-R
and NS-NS scattering amplitudes agree in the limit of small momentum transfer
with scattering off the extremal R-R charged p-brane solutions found in the
low-energy supergravities. We interpret this as evidence that Dirichlet-branes
are an exact world-sheet description of the extremal p-branes. The -1-brane
(D-instanton) is a special object which, unlike all other Dirichlet-branes,
exhibits point-like behavior. We find the R-R charged instanton solution to
type IIB supergravity and confirm that the field theoretic scattering off of
this solution miraculously reproduces the full stringy calculation. As an
aside, we include a discussion of the entropy of non-extremal black holes in
ten dimensions, produced by exciting the 0-brane. We show that, for large black
holes, the entropy grows linearly with the black hole mass.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 21:53:25 GMT""},{""version"":""v2"",""created"":""Tue, 6 Feb 1996 02:31:43 GMT""},{""version"":""v3"",""created"":""Mon, 15 Apr 1996 20:07:30 GMT""}]","2009-10-30"
"hep-th/9601058","Andre","Antal Jevicki, Andre van Tonder","Finite [q-Oscillator] Description of 2-D String Theory","13 pages, phyzzx format","Mod.Phys.Lett. A11 (1996) 1397-1410","10.1142/S0217732396001405","BROWN-HET-1031","hep-th",,"  We present a simple physical representation for states of the two-dimensional
string theory. In order to incorporate a fundamental cutoff of the order 1/g we
use a picture consisting of q-oscillators at the first-quantized level. In this
framework we also find a representation for the (singular) negatively dressed
states representing nontrivial string backgrounds.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 22:40:34 GMT""}]","2007-05-23"
"hep-th/9601059","Joseph A. Minahan","Joseph A. Minahan and Dennis Nemeschansky","$N=2$ Super Yang-Mills and Subgroups of $SL(2,Z)$","harvmac, 16 pages, no figures. (Expressions for beta functions have
  been simplified. Minor corrections in text)","Nucl.Phys. B468 (1996) 72-84","10.1016/0550-3213(96)00167-8","USC-96/01","hep-th",,"  We discuss $SL(2,Z)$ subgroups appropriate for the study of $N=2$ Super
Yang-Mills with $N_f=2n$ flavors. Hyperelliptic curves describing such theories
should have coefficients that are modular forms of these subgroups. In
particular, uniqueness arguments are sufficient to construct the $SU(3)$ curve,
up to two numerical constants, which can be fixed by making some assumptions
about strong coupling behavior. We also discuss the situation for higher
groups. We also include a derivation of the closed form $\beta$-function for
the $SU(2)$ and $SU(3)$ theories without matter, and the massless theories with
$N_f=n$.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 00:16:59 GMT""},{""version"":""v2"",""created"":""Thu, 1 Feb 1996 20:01:28 GMT""}]","2009-10-30"
"hep-th/9601060","Peter Orland","Maxime Kudinov and Peter Orland","Lattice Bosonization","8 pages, latex, no figures","Phys.Lett. B384 (1996) 201-206","10.1016/0370-2693(96)00824-6","BCUNY-HEP-96-1","hep-th",,"  A free lattice fermion field theory in 1+1 dimensions can be interpreted as
SOS-type model, whose spins are integer-valued. We point out that the relation
between these spins and the fermion field is similar to the abelian
bosonization relation between bosons and fermions in the continuum. Though on
the lattice the connected $2n$-point correlation functions of the
integer-valued spins are not zero for any $n \ge 1$, the two-point correlation
function of these spins is that of free bosons in the infrared. We also
conjecture the form of the Wess-Zumino-Witten chiral field operator in a
nonabelian lattice fermion model. These constructions are similar in spirit to
the ``twistable string"" idea of Krammer and Nielsen.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 05:33:27 GMT""}]","2009-10-30"
"hep-th/9601061","H. Suzuki","Nobuaki Nagao and Hiroshi Suzuki (Ibaraki University)","Renormalization Group in $2+\epsilon$ Dimensions and $\epsilon\to2$: A
  simple model analysis","15 pages, PHYZZX. English is improved, some references are added","Prog.Theor.Phys. 95 (1996) 985-994","10.1143/PTP.95.985","IU-MSTP/6","hep-th",,"  Using a simple solvable model, i.e., Higgs--Yukawa system with an infinite
number of flavors, we explicitly demonstrate how a dimensional continuation of
the $\beta$ function in two dimensional MS scheme {\it fails\/} to reproduce
the correct behavior of the $\beta$ function in four dimensions. The mapping
between coupling constants in two dimensional MS scheme and a conventional
scheme in the cutoff regularization, in which the dimensional continuation of
the $\beta$ function is smooth, becomes singular when the dimension of
spacetime approaches to four. The existence of a non-trivial fixed point in
$2+\epsilon$ dimensions continued to four dimensions $\epsilon\to2$ in the two
dimensional MS scheme is spurious and the asymptotic safety cannot be imposed
to this model in four dimensions.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 06:07:22 GMT""},{""version"":""v2"",""created"":""Tue, 16 Jan 1996 05:35:33 GMT""}]","2009-10-30"
"hep-th/9601062","Krzysztof Meissner","Jerzy Kowalski-Glikman, Krzysztof A. Meissner","A Class of Exact Solutions of the Wheeler -- De Witt Equation","9 pages, Latex, (one reference and one conclusion added, minor
  corrections in the formulae)","Phys.Lett. B376 (1996) 48-52","10.1016/0370-2693(96)00268-7","IFT/2/96","hep-th gr-qc",,"  After carefully regularizing the Wheeler -- De Witt operator, which is the
Hamiltonian operator of canonical quantum gravity, we find a class of exact
solutions of the Wheeler -- De Witt equation.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 11:45:44 GMT""},{""version"":""v2"",""created"":""Tue, 30 Jan 1996 10:53:44 GMT""}]","2009-10-30"
"hep-th/9601067","Alok Kumar","Alok Kumar","Orientifold and Type II Dual Pairs","17 pages","Phys.Rev. D54 (1996) 1650-1655","10.1103/PhysRevD.54.1650","IP/BBSR/96-04","hep-th",,"  In this paper we present a symmetry of a toroidally compactified type II
string theory. This symmetry has the interpretaion that it interchanges the
left and the right-moving worldsheet coordinates and reverses the orientations
of some of the spatial coordinates. We also identify another discrete symmetry
of the type II theory which is related to the above one by a nontrivial
U-duality element of string theory. This symmetry, however, has trivial action
on the worldsheet coordinates and corresponds to an improper T-duality
rotation. We then construct examples of type II dual pairs in four dimensions
by modding out the known type II dual pairs by the above symmetries. We show
the explicit matching of the spectrum and supersymmetries in these examples.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 15:49:25 GMT""}]","2009-10-30"
"math/9601202","Lorenzo A. Sadun","Charles Radin and Lorenzo Sadun","Subgroups of SO(3) Associated with Tilings","Plain TeX; 20 pages of text plus 4 postscript figures","J. Algebra. 202 (1998), 611-633",,,"math.GR math.MG",,"  We give a thorough analysis of those subgroups of SO(3) generated by
rotations about perpendicular axes by 2\pi/p and 2\pi/q. A corollary is that
such a group is the free product of the cyclic groups of rotations about the
separate axes if and only if p,q\ge 3 and are both odd. These groups are
naturally associated with a family of hierarchical tilings of Euclidean
3-space.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 00:00:00 GMT""}]","2018-07-11"
"nucl-th/9601015","Jean Marc Richard","Jean-Marc Richard (Bonn and Grenoble)","Remarks about spin measurements in $\bar{\rm p}{\rm p} \to
  \overline{\Lambda}{\Lambda}$","6 pages, ordinary latex, 1 figure in latex included, to appear in
  Physics Letters B","Phys.Lett. B369 (1996) 358-361","10.1016/0370-2693(95)01598-1","ITKP 95-22, ISN 95-87","nucl-th hep-ph",,"  We comment on the proposed measurement of the spin-depolarisation parameter
$D_{nn}$ in the strangeness-exchange reaction $\bar{\rm p}{\rm p} \rightarrow
\overline{\Lambda}{\Lambda}$. It is shown that the existing data on the
correlation coefficients $C_{ij}$ limit the range allowed for $D_{nn}$.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 09:42:53 GMT""}]","2009-10-30"
"q-alg/9601008","Phung Ho Hai","Phung Ho Hai","Central bialgebras in Braided Categories and Coquasitriangular
  Structures","Latex file, 24 page, elsart, bezier.sty","J. of Pure and Applied Alg., 140(1999), 229-250",,,"q-alg math.QA",,"  Central bialgebras in a braided category $\C$ are algebras in the center of
the category of coalgebras in $\C$. On these bialgebras another product can be
defined, which plays the role of the opposite product. Hence, coquasitriangular
structures on central bialgebras can be defined. We prove some properties of
the antipode on coquasitriangular central Hopf algebras and give a
characterization of central bialgebras.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 01:42:19 GMT""},{""version"":""v2"",""created"":""Tue, 31 Aug 1999 20:06:46 GMT""}]","2016-09-08"
"q-alg/9601009","Lev Rozansky","L. Rozansky","Higher Order Terms in the Melvin-Morton Expansion of the Colored Jones
  Polynomial","21 pages, 1 figure, LaTeX",,"10.1007/BF02506408",,"q-alg math.QA",,"  We formulate a conjecture about the structure of `upper lines' in the
expansion of the colored Jones polynomial of a knot in powers of (q-1). The
Melvin-Morton conjecture states that the bottom line in this expansion is equal
to the inverse Alexander polynomial of the knot. We conjecture that the upper
lines are rational functions whose denominators are powers of the Alexander
polynomial. We prove this conjecture for torus knots and give experimental
evidence that it is also true for other types of knots.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 06:50:32 GMT""}]","2009-10-30"
"q-alg/9601010","Igor V. Yakushin","A. Stern, I. Yakushin (University of Alabama)","Two-parameter deformation of the Poincar\'e algebra","10 pages, Latex2e","Int.J.Mod.Phys. A12 (1997) 891-902","10.1142/S0217751X97000670","UAHEP 956","q-alg hep-th math.QA",,"  We examine a two-parameter ($\hbar ,$ $\lambda $) deformation of the
Poincar\`e algebra which is covariant under the action of $SL_q(2,C).$ When
$\lambda \rightarrow 0$ it yields the Poincar\`e algebra, while in the
$\hbar\rightarrow 0$ limit we recover the classical quadratic algebra discussed
previously in \cite{ssy95}, \cite{sy95}. The analogues of the Pauli-Lubanski
vector $w$ and Casimirs $p^2$ and $w^2$ are found and a set of mutually
commuting operators is constructed.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 16:36:31 GMT""}]","2009-10-30"
"q-alg/9601011","Omar Foda","S. Dasmahapatra, and O. Foda","Strings, paths, and standard tableaux","Latex, 18 pages, uses epic, and eepic macros","Int.J.Mod.Phys. A13 (1998) 501","10.1142/S0217751X98000214","CMPS/96-113","q-alg hep-th math.QA",,"  For the vacuum sectors of regime-III ABF models, we observe that two sets of
combinatorial objects: the strings which parametrize the row-to-row transfer
matrix eigenvectors, and the paths which parametrize the corner transfer matrix
eigenvectors, can both be expressed in terms of the same set of standard
tableaux. Furthermore, the momenta of the strings, the energies of the paths,
and the charges of the tableaux are such that there is a weight-preserving
bijection between the two sets of eigenvectors, wherein the tableaux play an
interpolating role. This bijection is so natural, that we conjecture that it
exists in general.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 06:35:05 GMT""}]","2009-10-30"
"quant-ph/9601009","David Politzer","H. David Politzer","Quantum statistics of trapped bosons","The computer code on which this paper relied contained an error. When
  corrected, the Monte Carlo evaluation of the ground state occupation is
  consistent with the conventional grand canonical calculation. Hence, the
  original version of this paper has been withdrawn",,,,"quant-ph",,"  The computer code on which this paper relied contained an error. When
corrected, the Monte Carlo evaluation of the ground state occupation is
consistent with the conventional grand canonical calculation. Hence, the
original version of this paper has been withdrawn.
","[{""version"":""v1"",""created"":""Thu, 11 Jan 1996 18:31:09 GMT""},{""version"":""v2"",""created"":""Tue, 26 Mar 1996 23:37:10 GMT""}]","2008-02-03"
"quant-ph/9601010","Anna Jadczyk","Z. Haba","Stochastic Schr\""odinger equation from an interaction with the
  environment","12 pages","Int.J.Theor.Phys. 35 (1996) 2461-2474","10.1007/BF02085754","January 1996 ITP UWr 902/96","quant-ph",,"  We consider a class of models describing a quantum oscillator in interaction
with an environment. We show that models of continuous spontaneous localization
based on a stochastic Schr\""odinger equation can be derived as an approximation
to purely deterministic Hamiltonian systems. We show an exponential decay of
off-diagonal matrix elements in the energy representation.
","[{""version"":""v1"",""created"":""Fri, 12 Jan 1996 13:59:25 GMT""}]","2009-10-30"
