"adap-org/9601002","Alberto Saa","Alberto Saa","Self-organized criticality and the lattice topology","Revtex, 12 pages","Physica A 227 (1996) 262","10.1016/0378-4371(96)00010-6","US-FT/3-96","adap-org hep-lat nlin.AO",,"  We examine exhaustively the behavior of avalanches in critical height
sandpile models based in two- and three-dimensional lattices of various
topologies. We get that for two-dimensional lattices the spatial and temporal
distributions characterizing bulk avalanches do not depend on the lattice
topology. For the three-dimensional case, we detect a small dependence of the
topology for the temporal distribution, while the spatial ones are independent.
The two-dimensional lattices studied are: the plane ($R^2$), the cylinder
($S^1\times R$), and the M\""obius-strip ($M$); and the three-dimensional are:
$R^3$, $S^1\times R^2$, $S^1\times S^1\times R$, $M\times R$, $S^2\times R$,
$K\times R$, and $RP\times R$, where $K$ and $RP$ are respectively the Klein
bottle and the real projective plane.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 14:20:20 GMT""}]","2015-06-24"
"hep-th/9601072","Sergei Ketov","Murat Gunaydin (Penn State Univ., USA), Sergei V. Ketov (ITP, Univ. of
  Hannover, Germany)","Seven-Sphere and the Exceptional N=7 and N=8 Superconformal Algebras","50 pages, LaTeX, macros included; revised: a few missing factors of
  1/2 added and two references modified; the version to appear in Nucl. Phys. B","Nucl.Phys.B467:215-246,1996","10.1016/0550-3213(96)00088-0","DESY 95-255, ITP-UH-31/95, and PSU 95-166","hep-th",,"  We study realizations of the exceptional non-linear (quadratically generated,
or W-type) N=8 and N=7 superconformal algebras with Spin(7) and G_2 affine
symmetry currents, respectively. Both the N=8 and N=7 algebras admit unitary
highest-weight representations in terms of a single boson and free fermions in
8 of Spin(7) and 7 of G_2, with the central charges c_8=26/5 and c_7=5,
respectively. Furthermore, we show that the general coset Ans""atze for the N=8
and N=7 algebras naturally lead to the coset spaces SO(8)xU(1)/SO(7) and
SO(7)xU(1)/G_2, respectively, as the additional consistent solutions for
certain values of the central charge. The coset space SO(8)/SO(7) is the
seven-sphere S^7, whereas the space SO(7)/G_2 represents the seven-sphere with
torsion, S^7_T. The division algebra of octonions and the associated triality
properties of SO(8) play an essential role in all these realizations. We also
comment on some possible applications of our results to string theory.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 11:12:25 GMT""},{""version"":""v2"",""created"":""Thu, 14 Mar 1996 15:30:44 GMT""}]","2011-02-09"
"hep-th/9601073","Steven Corley","S. Corley and T. Jacobson","Hawking Spectrum and High Frequency Dispersion","32 pages, plain latex, 16 figures included using psfig","Phys.Rev. D54 (1996) 1568-1586","10.1103/PhysRevD.54.1568","Utrecht-THU-95/26","hep-th gr-qc",,"  We study the spectrum of created particles in two-dimensional black hole
geometries for a linear, hermitian scalar field satisfying a Lorentz
non-invariant field equation with higher spatial derivative terms that are
suppressed by powers of a fundamental momentum scale $k_0$. The preferred frame
is the ``free-fall frame"" of the black hole. This model is a variation of
Unruh's sonic black hole analogy. We find that there are two qualitatively
different types of particle production in this model: a thermal Hawking flux
generated by ``mode conversion"" at the black hole horizon, and a non-thermal
spectrum generated via scattering off the background into negative free-fall
frequency modes. This second process has nothing to do with black holes and
does not occur for the ordinary wave equation because such modes do not
propagate outside the horizon with positive Killing frequency. The horizon
component of the radiation is astonishingly close to a perfect thermal
spectrum: for the smoothest metric studied, with Hawking temperature
$T_H\simeq0.0008k_0$, agreement is of order $(T_H/k_0)^3$ at frequency
$\omega=T_H$, and agreement to order $T_H/k_0$ persists out to
$\omega/T_H\simeq 45$ where the thermal number flux is $O(10^{-20}$). The flux
from scattering dominates at large $\omega$ and becomes many orders of
magnitude larger than the horizon component for metrics with a ``kink"", i.e. a
region of high curvature localized on a static worldline outside the horizon.
This non-thermal flux amounts to roughly 10\% of the total luminosity for the
kinkier metrics considered. The flux exhibits oscillations as a function of
frequency which can be explained by interference between the various
contributions to the flux.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 11:29:50 GMT""}]","2009-10-30"
"hep-th/9601074","Argurio Riccardo","Riccardo Argurio (ULB Brussels)","2+1 Black Hole with a Dynamical Conical Singularity","11 pages, LaTeX, no figures. Revised version to appear in Class.
  Quant. Grav. The main changes are an expanded introduction and a better
  presentation of the body of the paper. Three paragraphs have also been added
  to the conclusion","Class.Quant.Grav. 13 (1996) 2995","10.1088/0264-9381/13/11/015","ULB-TH 01/96","hep-th gr-qc",,"  We find black hole solutions to Euclidean 2+1 gravity coupled to a
relativistic particle which have a dynamical conical singularity at the
horizon. These solutions mimic the tree level contribution to the partition
function of gravity coupled to a quantum field theory. They are found to
violate the standard area law for black hole entropy, their entropy being
proportional to the total opening angle. Since each solution depends on the
number of windings of the particle path around the horizon, the significance of
their summation in the path integral is considered.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 12:54:04 GMT""},{""version"":""v2"",""created"":""Tue, 20 Aug 1996 13:43:37 GMT""}]","2009-10-30"
"math/9601212","Philip Boyland","Philip Boyland and Christopher Gol\'e","Lagrangian systems on hyperbolic manifolds",,,,"Stony Brook IMS 1996/1. Dynamical Systems 1/15/96","math.DS",,"  This paper gives two results that show that the dynamics of a time-periodic
Lagrangian system on a hyperbolic manifold are at least as complicated as the
geodesic flow of a hyperbolic metric. Given a hyperbolic geodesic in the
Poincar\'e ball, Theorem A asserts that there are minimizers of the lift of the
Lagrangian system that are a bounded distance away and have a variety of
approximate speeds. Theorem B gives the existence of a collection of compact
invariant sets of the Euler-Lagrange flow that are semiconjugate to the
geodesic flow of a hyperbolic metric. These results can be viewed as a
generalization of the Aubry-Mather theory of twist maps and the
Hedlund-Morse-Gromov theory of minimal geodesics on closed surfaces and
hyperbolic manifolds.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 00:00:00 GMT""}]","2016-09-06"
"math/9601213","Philip Boyland","Philip Boyland and Christopher Gol\'e","Dynamical stability in Lagrangian systems",,,,"Stony Brook IMS 1996/1. Dynamical Systems 1/15/96","math.DS",,"  This paper surveys various results concerning stability for the dynamics of
Lagrangian (or Hamiltonian) systems on compact manifolds. The main, positive
results state, roughly, that if the configuration manifold carries a hyperbolic
metric, \ie a metric of constant negative curvature, then the dynamics of the
geodesic flow persists in the Euler-Lagrange flows of a large class of
time-periodic Lagrangian systems. This class contains all time-periodic
mechanical systems on such manifolds. Many of the results on Lagrangian systems
also hold for twist maps on the cotangent bundle of hyperbolic manifolds. We
also present a new stability result for autonomous Lagrangian systems on the
two torus which shows, among other things, that there are minimizers of all
rotation directions. However, in contrast to the previously known
\cite{hedlund} case of just a metric, the result allows the possibility of gaps
in the speed spectrum of minimizers. Our negative result is an example of an
autonomous mechanical Lagrangian system on the two-torus in which this gap
actually occurs. The same system also gives us an example of a Euler-Lagrange
minimizer which is not a Jacobi minimizer on its energy level.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 00:00:00 GMT""}]","2016-09-06"
"math/9601214",,"Eduardo A. Prado","Teichmuller distance for some polynomial-like maps",,,,"Stony Brook IMS 1996/2. Dynamical Systems 1/15/96","math.DS",,"  In this work we will show that the Teichm\""{u}ller distance for all elements
of a certain class of generalized polynomial-like maps (the class of
off-critically hyperbolic generalized polynomial-like maps) is actually a
distance, as in the case of real polynomials with connected Julia set, as
studied by Sullivan. This class contains several important classes of
generalized polynomial-like maps, namely: Yoccoz, Lyubich, Sullivan and
Fibonacci. In our proof we can not use external arguments (like external
classes). Instead we use hyperbolic sets inside the Julia sets of our maps.
Those hyperbolic sets will allow us to use our main analytic tool, namely
Sullivan's rigidity Theorem for non-linear analytic hyperbolic systems. Lyubich
has constructed a measure of maximal entropy measure $m$ on the Julia set of
any rational function $f$. Zdunik classified exactly when the Hausdorff
dimension of $m$ equals the Hausdorff dimension of the Julia set. We show that
the strict inequality holds if $f$ is off-crititcally hyperbolic, except for
Chebyshev polynomials. This result is a particular case of Zdunik's result if
we consider $f$ as a polynomial, but is an extension of Zdunik's result if $f$
is a generalized polynomial-like map. The proof follows from the non-existence
of invariant affine structure.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 00:00:00 GMT""}]","2016-09-06"
"math/9601218","Shelah Office","Saharon Shelah","On Monk's questions",,"Fund. Math. 151 (1996), 1-19",,"Shelah [Sh:479]","math.LO math.GN",,"  Monk asks (problems 13, 15 in his list; pi is the algebraic density):''For a
Boolean algebra B, aleph_0 <= theta <= pi (B), does B have a subalgebra B' with
pi (B')= theta ?'' If theta is regular the answer is easily positive, we show
that in general it may be negative, but for quite many singular cardinals - it
is positive; the theorems are quite complementary. Next we deal with pi-chi and
we show that the pi-chi of an ultraproduct of Boolean algebras is not
necessarily the ultraproduct of the pi-chi 's. We also prove that for infinite
Boolean algebras A_i (i< kappa) and a non-principal ultrafilter D on kappa : if
n_i< aleph_0 for i< kappa and mu = prod_{i< kappa} n_i/D is regular, then
pi-chi(A) >= mu. Here A= prod_{i< kappa}A_i/D. By a theorem of Peterson the
regularity of mu is needed.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 00:00:00 GMT""}]","2016-09-06"
"math/9601219","Shelah Office","Mirna D\v{z}amonja, Saharon Shelah","Saturated filters at successors of singulars, weak reflection and yet
  another weak club principle",,"Ann. Pure Appl. Logic 79 (1996), 289--316",,"Shelah [DjSh:545]","math.LO",,"  Suppose that lambda is the successor of a singular cardinal mu whose
cofinality is an uncountable cardinal kappa. We give a sufficient condition
that the club filter of lambda concentrating on the points of cofinality kappa
is not lambda^+-saturated. The condition is phrased in terms of a notion that
we call weak reflection. We discuss various properties of weak reflection
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 00:00:00 GMT""}]","2008-02-03"
"nucl-th/9601020","Toshihiko Kido","T. Kido, K. Yabana, and Y. Suzuki","Coulomb Breakup Mechanism of Neutron-Halo Nuclei in a Time-Dependent
  Method","15 pages,revtex, 9 figures (available upon request)","Phys.Rev.C53:2296-2303,1996","10.1103/PhysRevC.53.2296",,"nucl-th",,"  The mechanism of the Coulomb breakup reactions of the nuclei with
neutron-halo structure is investigated in detail. A time-dependent
Schr\""odinger equation for the halo neutron is numerically solved by treating
the Coulomb field of a target as an external field. The momentum distribution
and the post-acceleration effect of the final fragments are discussed in a
fully quantum mechanical way to clarify the limitation of the intuitive picture
based on the classical mechanics. The theory is applied to the Coulomb breakup
reaction of $^{11}$Be + $^{208}$Pb. The breakup mechanism is found to be
different between the channels of $j^{\pi}=\frac{1}{2}^{-}$ and
$\frac{3}{2}^{-}$, reflecting the underlying structure of $^{11}$Be. The
calculated result reproduces the energy spectrum of the breakup fragments
reasonably well, but explains only about a half of the observed longitudinal
momentum difference.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 12:41:34 GMT""}]","2009-09-25"
"q-alg/9601012","Ole Warnaar","S.O. Warnaar","The Andrews-Gordon identities and $q$-multinomial coefficients","31 pages, Latex, 9 Postscript figures","Commun.Math.Phys. 184 (1997) 203-232","10.1007/s002200050058",,"q-alg hep-th math.QA",,"  We prove polynomial boson-fermion identities for the generating function of
the number of partitions of $n$ of the form $n=\sum_{j=1}^{L-1} j f_j$, with
$f_1\leq i-1$, $f_{L-1} \leq i'-1$ and $f_j+f_{j+1}\leq k$. The bosonic side of
the identities involves $q$-deformations of the coefficients of $x^a$ in the
expansion of $(1+x+\cdots+ x^k)^L$. A combinatorial interpretation for these
$q$-multinomial coefficients is given using Durfee dissection partitions. The
fermionic side of the polynomial identities arises as the partition function of
a one-dimensional lattice-gas of fermionic particles. In the limit
$L\to\infty$, our identities reproduce the analytic form of Gordon's
generalization of the Rogers--Ramanujan identities, as found by Andrews. Using
the $q \to 1/q$ duality, identities are obtained for branching functions
corresponding to cosets of type $({\rm A}^{(1)}_1)_k \times ({\rm
A}^{(1)}_1)_{\ell} / ({\rm A}^{(1)}_1)_{k+\ell}$ of fractional level $\ell$.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 06:18:25 GMT""}]","2009-10-30"
"quant-ph/9601011","Jose M. Martin Garcia","J. Leon and J. M. Martin","Introducing spin to classical phase space","8 pages, plain LATEX",,,"LAEFF 95/26","quant-ph hep-th",,"  The kinematic degrees of freedom of spinning particles are analyzed and an
explicit construction of the phase space and the simplectic structure that
accomodates them is presented. A Poincare invariant theory of classical
spinning particles that generalizes the work of Proca and Barut to arbitrary
spin is given using spinor variables. Second quantization is naturally
connected to the unphysical nature of zitterbewegung. Position variables can
not be disentangled from spin in a canonical way, nor can the phase space be
reduced to the usual description $(x,p)$ and a vector spin.
  Pacs: 03.20.+i, 03.65.Sq, 03.30.+p, 11.30.Cp
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 14:06:27 GMT""}]","2016-09-08"
"quant-ph/9601012",,"B. Carazza, Diparimento di Fisica, Parma (Italy)","Considerations on Localization of Macroscopic Bodies","14 pages, LaTex",,"10.1007/BF02186211",,"quant-ph",,"  Position holds a very special role in understanding the classical behaviour
of macroscopic bodies on the basis of quantum principles. This lead us to
examine the localised states of a large condensed object in the context of a
realistic model. Following the argument that an isolated macroscopic body is
usually described by a linear superposition of low-lying energy eigenstates, it
has been found that localised states of this type correspond to a nearly
minimum-uncertainty state for the center of mass. An indication is also given
of the dependence of the center of mass position spread on the number of
constituent particles.
  This paper is not offered as an answer to the intriguing question of the
preferred role played by the position basis, but will hopefully provide some
contribution to the quantum modelling of multi-particle systems.
","[{""version"":""v1"",""created"":""Mon, 15 Jan 1996 13:22:01 GMT""}]","2016-09-08"
